Source,Target,Weight
3585.0,3586.0,1.0
3585.0,13886.0,1.0
3585.0,8435.0,1.0
3586.0,2152.0,1.0
7687.0,2100.0,1.0
7687.0,9209.0,1.0
7687.0,9208.0,1.0
17419.0,7339.0,1.0
17419.0,11052.0,1.0
3596.0,3597.0,1.0
3596.0,7211.0,1.0
3596.0,8595.0,1.0
5645.0,3940.0,1.0
5645.0,10781.0,1.0
5645.0,7380.0,1.0
3597.0,4525.0,1.0
3597.0,12245.0,1.0
3597.0,12763.0,1.0
7183.0,643.0,1.0
7183.0,2194.0,1.0
7183.0,3941.0,1.0
7183.0,7184.0,1.0
7184.0,2066.0,1.0
7184.0,6485.0,1.0
7184.0,7982.0,1.0
2065.0,2066.0,1.0
2065.0,3941.0,1.0
2065.0,14260.0,1.0
2066.0,2759.0,1.0
7186.0,7187.0,1.0
7186.0,8293.0,1.0
7186.0,10081.0,1.0
7187.0,12345.0,1.0
7187.0,14907.0,1.0
3604.0,3605.0,1.0
3604.0,4233.0,1.0
3604.0,6361.0,1.0
3604.0,7338.0,1.0
3605.0,3028.0,1.0
3605.0,11052.0,1.0
3605.0,13379.0,1.0
8206.0,1212.0,1.0
8206.0,8205.0,1.0
8206.0,9144.0,1.0
8206.0,13744.0,1.0
14864.0,10892.0,1.0
9241.0,10026.0,1.0
9241.0,10892.0,1.0
14362.0,1213.0,1.0
14362.0,10897.0,1.0
14362.0,16533.0,1.0
13852.0,13853.0,1.0
13852.0,20343.0,1.0
13852.0,20588.0,1.0
10781.0,3382.0,1.0
10781.0,8478.0,1.0
20510.0,5712.0,1.0
20510.0,8953.0,1.0
20510.0,20625.0,1.0
13853.0,7733.0,1.0
13853.0,20892.0,1.0
9247.0,13981.0,1.0
14374.0,1903.0,1.0
14374.0,12405.0,1.0
14374.0,12583.0,1.0
8232.0,4345.0,1.0
8232.0,7733.0,1.0
7211.0,5348.0,1.0
7211.0,12763.0,1.0
7732.0,7733.0,1.0
2100.0,2101.0,1.0
2100.0,9209.0,1.0
2100.0,10891.0,1.0
2101.0,8072.0,1.0
2101.0,12547.0,1.0
2101.0,13375.0,1.0
12345.0,6373.0,1.0
12345.0,10081.0,1.0
12345.0,17656.0,1.0
14907.0,2750.0,1.0
14907.0,13411.0,1.0
13886.0,7120.0,1.0
13886.0,12931.0,1.0
13375.0,13376.0,1.0
13375.0,19130.0,1.0
13376.0,10891.0,1.0
13376.0,10897.0,1.0
13376.0,16533.0,1.0
13379.0,6361.0,1.0
13379.0,8428.0,1.0
13379.0,17391.0,1.0
6726.0,5488.0,1.0
6726.0,6727.0,1.0
6726.0,9537.0,1.0
6727.0,7339.0,1.0
4681.0,11414.0,1.0
4681.0,11139.0,1.0
5712.0,5713.0,1.0
5712.0,8885.0,1.0
5712.0,19793.0,1.0
5713.0,11529.0,1.0
5713.0,7060.0,1.0
13917.0,8013.0,1.0
12381.0,4047.0,1.0
12381.0,6486.0,1.0
12381.0,10372.0,1.0
13919.0,11419.0,1.0
13919.0,13411.0,1.0
13919.0,17744.0,1.0
9824.0,8953.0,1.0
2145.0,2555.0,1.0
2145.0,12520.0,1.0
13411.0,8293.0,1.0
8293.0,8012.0,1.0
6758.0,2261.0,1.0
6758.0,16077.0,1.0
6758.0,12583.0,1.0
2152.0,215.0,1.0
2152.0,6373.0,1.0
2152.0,8435.0,1.0
15982.0,5348.0,1.0
15982.0,12763.0,1.0
7793.0,215.0,1.0
11891.0,1728.0,1.0
11891.0,2261.0,1.0
11891.0,11398.0,1.0
11891.0,14073.0,1.0
12405.0,1728.0,1.0
12405.0,1902.0,1.0
12405.0,7982.0,1.0
3200.0,185.0,1.0
3200.0,16106.0,1.0
3200.0,12754.0,1.0
643.0,644.0,1.0
643.0,5794.0,1.0
643.0,7982.0,1.0
644.0,1728.0,1.0
644.0,11398.0,1.0
10372.0,4932.0,1.0
10372.0,6485.0,1.0
10372.0,13640.0,1.0
11398.0,7639.0,1.0
11398.0,16088.0,1.0
12931.0,4932.0,1.0
4233.0,4047.0,1.0
4233.0,13123.0,1.0
4233.0,16086.0,1.0
10891.0,10026.0,1.0
10891.0,10892.0,1.0
10892.0,10897.0,1.0
2193.0,2194.0,1.0
2193.0,7639.0,1.0
2193.0,3351.0,1.0
2193.0,20892.0,1.0
2194.0,5794.0,1.0
2194.0,3352.0,1.0
10897.0,4391.0,1.0
16533.0,16631.0,1.0
16533.0,19130.0,1.0
11414.0,259.0,1.0
11419.0,8012.0,1.0
11419.0,19793.0,1.0
13981.0,11977.0,1.0
5794.0,7639.0,1.0
3747.0,3748.0,1.0
3748.0,4391.0,1.0
11940.0,9210.0,1.0
7338.0,7339.0,1.0
7338.0,11052.0,1.0
7338.0,16086.0,1.0
7339.0,9537.0,1.0
8885.0,14168.0,1.0
8885.0,10535.0,1.0
11448.0,2391.0,1.0
11448.0,7379.0,1.0
11448.0,8953.0,1.0
185.0,186.0,1.0
185.0,7052.0,1.0
186.0,11227.0,1.0
19130.0,8072.0,1.0
1212.0,1213.0,1.0
1212.0,4391.0,1.0
1213.0,259.0,1.0
1213.0,13744.0,1.0
2750.0,2751.0,1.0
2750.0,4847.0,1.0
2751.0,8435.0,1.0
2751.0,6373.0,1.0
1728.0,2262.0,1.0
16067.0,7385.0,1.0
16067.0,9485.0,1.0
16067.0,21201.0,1.0
2759.0,4931.0,1.0
2759.0,11593.0,1.0
6855.0,14073.0,1.0
6855.0,16117.0,1.0
11976.0,6493.0,1.0
11976.0,9486.0,1.0
11976.0,11977.0,1.0
16077.0,16117.0,1.0
21201.0,6493.0,1.0
21201.0,9485.0,1.0
7379.0,2392.0,1.0
7379.0,7380.0,1.0
7379.0,11227.0,1.0
7380.0,9631.0,1.0
2261.0,2262.0,1.0
2261.0,16117.0,1.0
2262.0,12583.0,1.0
16086.0,1903.0,1.0
16086.0,9537.0,1.0
16088.0,14073.0,1.0
6361.0,4047.0,1.0
6361.0,14254.0,1.0
215.0,216.0,1.0
4822.0,4823.0,1.0
4822.0,7420.0,1.0
4822.0,11746.0,1.0
4823.0,11746.0,1.0
4823.0,15601.0,1.0
4823.0,19245.0,1.0
7385.0,8595.0,1.0
5348.0,8462.0,1.0
8428.0,8429.0,1.0
4847.0,4932.0,1.0
4847.0,8435.0,1.0
15601.0,4525.0,1.0
15601.0,7420.0,1.0
4345.0,4346.0,1.0
4345.0,7932.0,1.0
4346.0,3382.0,1.0
4346.0,7052.0,1.0
7932.0,7052.0,1.0
7932.0,12754.0,1.0
7420.0,17391.0,1.0
7420.0,8966.0,1.0
7421.0,4526.0,1.0
7421.0,11746.0,1.0
12547.0,2555.0,1.0
12547.0,9208.0,1.0
8965.0,8966.0,1.0
8966.0,12763.0,1.0
9485.0,9486.0,1.0
8466.0,1902.0,1.0
3351.0,3352.0,1.0
3351.0,3382.0,1.0
3352.0,3383.0,1.0
3352.0,3941.0,1.0
8478.0,7052.0,1.0
8478.0,11227.0,1.0
10535.0,14168.0,1.0
4391.0,8205.0,1.0
10026.0,12614.0,1.0
11052.0,3028.0,1.0
7982.0,6486.0,1.0
3382.0,3383.0,1.0
3383.0,3940.0,1.0
8205.0,9579.0,1.0
4931.0,4932.0,1.0
4931.0,6485.0,1.0
12614.0,9210.0,1.0
11593.0,17744.0,1.0
11593.0,14260.0,1.0
8012.0,7060.0,1.0
8012.0,8013.0,1.0
8013.0,10080.0,1.0
17744.0,19794.0,1.0
19793.0,2391.0,1.0
19793.0,19794.0,1.0
19794.0,9630.0,1.0
6485.0,6486.0,1.0
2391.0,2392.0,1.0
2392.0,9630.0,1.0
14168.0,7060.0,1.0
6493.0,11139.0,1.0
10080.0,10081.0,1.0
4962.0,7120.0,1.0
3940.0,3941.0,1.0
3940.0,14260.0,1.0
9579.0,1985.0,1.0
9579.0,11698.0,1.0
1902.0,1903.0,1.0
11139.0,11140.0,1.0
8072.0,2556.0,1.0
8595.0,12245.0,1.0
7060.0,2468.0,1.0
20891.0,20892.0,1.0
9630.0,9631.0,1.0
9631.0,14260.0,1.0
4525.0,4526.0,1.0
4526.0,17846.0,1.0
3028.0,17391.0,1.0
9208.0,2555.0,1.0
9209.0,9210.0,1.0
2555.0,2556.0,1.0
