Nodes Removed,Fraction of Nodes Removed,Core Proportion
414,0.025728668199614693,0.00472313715741719
415,0.025790814741159653,0.00472313715741719
416,0.025852961282704617,0.00472313715741719
417,0.02591510782424958,0.00472313715741719
418,0.025977254365794542,0.00472313715741719
419,0.026039400907339506,0.00472313715741719
420,0.02610154744888447,0.00472313715741719
421,0.02616369399042943,0.00472313715741719
422,0.026225840531974395,0.00472313715741719
423,0.02628798707351936,0.004536697532782301
424,0.02635013361506432,0.004536697532782301
425,0.026412280156609284,0.004536697532782301
426,0.02647442669815425,0.004536697532782301
427,0.02653657323969921,0.004536697532782301
428,0.026598719781244173,0.004536697532782301
429,0.026660866322789138,0.004536697532782301
430,0.026723012864334098,0.004536697532782301
431,0.026785159405879062,0.004474550991237338
432,0.026847305947424027,0.004474550991237338
433,0.026909452488968987,0.004474550991237338
434,0.02697159903051395,0.004474550991237338
435,0.027033745572058916,0.004474550991237338
436,0.02709589211360388,0.004474550991237338
437,0.02715803865514884,0.004474550991237338
438,0.027220185196693805,0.004474550991237338
439,0.02728233173823877,0.004474550991237338
440,0.02734447827978373,0.004474550991237338
441,0.027406624821328694,0.004474550991237338
442,0.027468771362873658,0.004474550991237338
443,0.02753091790441862,0.004474550991237338
444,0.027593064445963583,0.004474550991237338
445,0.027655210987508547,0.004474550991237338
446,0.027717357529053507,0.004474550991237338
447,0.02777950407059847,0.004474550991237338
448,0.027841650612143436,0.004474550991237338
449,0.027903797153688396,0.004474550991237338
450,0.02796594369523336,0.004474550991237338
451,0.028028090236778325,0.004474550991237338
452,0.028090236778323285,0.004474550991237338
453,0.02815238331986825,0.004474550991237338
454,0.028214529861413214,0.004474550991237338
455,0.028276676402958174,0.004474550991237338
456,0.02833882294450314,0.004474550991237338
457,0.028400969486048103,0.004474550991237338
458,0.028463116027593063,0.004474550991237338
459,0.028525262569138028,0.004474550991237338
460,0.02858740911068299,0.004474550991237338
461,0.028649555652227952,0.004474550991237338
462,0.028711702193772917,0.004474550991237338
463,0.02877384873531788,0.004474550991237338
464,0.02883599527686284,0.004474550991237338
465,0.028898141818407806,0.004474550991237338
466,0.02896028835995277,0.004474550991237338
467,0.02902243490149773,0.004474550991237338
468,0.029084581443042695,0.004474550991237338
469,0.02914672798458766,0.004474550991237338
470,0.02920887452613262,0.004474550991237338
471,0.029271021067677584,0.003977378658877633
472,0.029333167609222548,0.003977378658877633
473,0.02939531415076751,0.003977378658877633
474,0.029457460692312473,0.003977378658877633
475,0.029519607233857437,0.003977378658877633
476,0.029581753775402397,0.003977378658877633
477,0.02964390031694736,0.003977378658877633
478,0.029706046858492326,0.003977378658877633
479,0.029768193400037286,0.003977378658877633
480,0.02983033994158225,0.003977378658877633
481,0.029892486483127215,0.003977378658877633
482,0.029954633024672175,0.003977378658877633
483,0.03001677956621714,0.003977378658877633
484,0.030078926107762104,0.003977378658877633
485,0.030141072649307064,0.003977378658877633
486,0.03020321919085203,0.003977378658877633
487,0.030265365732396993,0.003977378658877633
488,0.030327512273941957,0.003977378658877633
489,0.030389658815486918,0.003977378658877633
490,0.03045180535703188,0.003977378658877633
491,0.030513951898576846,0.003977378658877633
492,0.030576098440121807,0.003977378658877633
493,0.03063824498166677,0.003977378658877633
494,0.030700391523211735,0.003977378658877633
495,0.030762538064756696,0.003977378658877633
496,0.03082468460630166,0.003977378658877633
497,0.030886831147846624,0.003977378658877633
498,0.030948977689391585,0.003977378658877633
499,0.03101112423093655,0.003977378658877633
500,0.031073270772481513,0.003977378658877633
501,0.031135417314026474,0.003977378658877633
502,0.031197563855571438,0.003977378658877633
503,0.0312597103971164,0.003977378658877633
504,0.031321856938661366,0.003977378658877633
505,0.03138400348020633,0.003977378658877633
506,0.03144615002175129,0.003604499409607855
507,0.031508296563296255,0.003604499409607855
508,0.031570443104841216,0.003604499409607855
509,0.031632589646386176,0.003604499409607855
510,0.031694736187931144,0.003604499409607855
511,0.031756882729476105,0.003604499409607855
512,0.031819029271021065,0.003604499409607855
513,0.03188117581256603,0.003604499409607855
514,0.031943322354110994,0.003604499409607855
515,0.032005468895655954,0.003604499409607855
516,0.03206761543720092,0.003604499409607855
517,0.03212976197874588,0.003604499409607855
518,0.03219190852029084,0.003604499409607855
519,0.03225405506183581,0.003604499409607855
520,0.03231620160338077,0.003604499409607855
521,0.03237834814492573,0.003604499409607855
522,0.0324404946864707,0.003604499409607855
523,0.03250264122801566,0.003604499409607855
524,0.03256478776956062,0.003604499409607855
525,0.03262693431110559,0.003604499409607855
526,0.03268908085265055,0.003604499409607855
527,0.03275122739419551,0.003604499409607855
528,0.03281337393574048,0.003604499409607855
529,0.03287552047728544,0.003604499409607855
530,0.0329376670188304,0.003604499409607855
531,0.03299981356037537,0.003604499409607855
532,0.03306196010192033,0.003604499409607855
533,0.03312410664346529,0.003604499409607855
534,0.033186253185010256,0.003604499409607855
535,0.03324839972655522,0.003604499409607855
536,0.03331054626810018,0.003604499409607855
537,0.033372692809645145,0.003604499409607855
538,0.033434839351190106,0.003604499409607855
539,0.033496985892735066,0.003604499409607855
540,0.033559132434280034,0.003604499409607855
541,0.033621278975824995,0.003604499409607855
542,0.033683425517369955,0.003604499409607855
543,0.03374557205891492,0.003604499409607855
544,0.033807718600459884,0.003604499409607855
545,0.033869865142004844,0.003604499409607855
546,0.03393201168354981,0.003604499409607855
547,0.03399415822509477,0.003604499409607855
548,0.03405630476663973,0.003604499409607855
549,0.0341184513081847,0.003604499409607855
550,0.03418059784972966,0.003604499409607855
551,0.03424274439127462,0.003231620160338077
552,0.03430489093281959,0.003231620160338077
553,0.03436703747436455,0.003231620160338077
554,0.03442918401590951,0.003231620160338077
555,0.03449133055745448,0.003231620160338077
556,0.03455347709899944,0.003231620160338077
557,0.0346156236405444,0.003231620160338077
558,0.03467777018208937,0.003231620160338077
559,0.03473991672363433,0.003231620160338077
560,0.03480206326517929,0.003231620160338077
561,0.03486420980672426,0.003231620160338077
562,0.03492635634826922,0.003231620160338077
563,0.03498850288981418,0.003231620160338077
564,0.035050649431359146,0.003231620160338077
565,0.03511279597290411,0.003231620160338077
566,0.035174942514449074,0.003231620160338077
567,0.035237089055994035,0.003231620160338077
568,0.035299235597538996,0.003231620160338077
569,0.03536138213908396,0.003231620160338077
570,0.035423528680628924,0.003231620160338077
571,0.035485675222173885,0.003231620160338077
572,0.03554782176371885,0.003231620160338077
573,0.03560996830526381,0.003231620160338077
574,0.035672114846808774,0.003231620160338077
575,0.03573426138835374,0.003231620160338077
576,0.0357964079298987,0.003231620160338077
577,0.03585855447144366,0.003231620160338077
578,0.03592070101298863,0.003231620160338077
579,0.03598284755453359,0.003231620160338077
580,0.03604499409607855,0.003231620160338077
581,0.03610714063762352,0.003231620160338077
582,0.03616928717916848,0.003231620160338077
583,0.03623143372071344,0.003231620160338077
584,0.03629358026225841,0.003231620160338077
585,0.03635572680380337,0.003231620160338077
586,0.03641787334534833,0.003231620160338077
587,0.0364800198868933,0.003231620160338077
588,0.03654216642843826,0.003231620160338077
589,0.03660431296998322,0.003231620160338077
590,0.036666459511528186,0.003231620160338077
591,0.03672860605307315,0.003231620160338077
592,0.03679075259461811,0.003231620160338077
593,0.036852899136163075,0.003231620160338077
594,0.036915045677708036,0.003231620160338077
595,0.036977192219253,0.003231620160338077
596,0.037039338760797964,0.003231620160338077
597,0.037101485302342925,0.003231620160338077
598,0.037163631843887886,0.003231620160338077
599,0.03722577838543285,0.003231620160338077
600,0.037287924926977814,0.003231620160338077
601,0.037350071468522775,0.003231620160338077
602,0.03741221801006774,0.003231620160338077
603,0.0374743645516127,0.003231620160338077
604,0.037536511093157664,0.003231620160338077
605,0.03759865763470263,0.003231620160338077
606,0.03766080417624759,0.003231620160338077
607,0.03772295071779255,0.003231620160338077
608,0.03778509725933752,0.003231620160338077
609,0.03784724380088248,0.003231620160338077
610,0.03790939034242744,0.003231620160338077
611,0.03797153688397241,0.003045180535703188
612,0.03803368342551737,0.003045180535703188
613,0.03809582996706233,0.003045180535703188
614,0.0381579765086073,0.003045180535703188
615,0.03822012305015226,0.003045180535703188
616,0.03828226959169722,0.003045180535703188
617,0.03834441613324219,0.003045180535703188
618,0.03840656267478715,0.003045180535703188
619,0.03846870921633211,0.003045180535703188
620,0.038530855757877076,0.003045180535703188
621,0.03859300229942204,0.003045180535703188
622,0.038655148840967,0.003045180535703188
623,0.038717295382511965,0.003045180535703188
624,0.038779441924056926,0.003045180535703188
625,0.03884158846560189,0.003045180535703188
626,0.038903735007146854,0.003045180535703188
627,0.038965881548691815,0.002983033994158225
628,0.039028028090236776,0.002983033994158225
629,0.03909017463178174,0.002983033994158225
630,0.039152321173326704,0.002983033994158225
631,0.039214467714871665,0.002983033994158225
632,0.03927661425641663,0.002983033994158225
633,0.03933876079796159,0.002796594369523336
634,0.039400907339506554,0.002796594369523336
635,0.03946305388105152,0.002796594369523336
636,0.03952520042259648,0.002796594369523336
637,0.03958734696414144,0.002796594369523336
638,0.03964949350568641,0.002796594369523336
639,0.03971164004723137,0.002796594369523336
640,0.03977378658877633,0.002796594369523336
641,0.0398359331303213,0.002796594369523336
642,0.03989807967186626,0.002796594369523336
643,0.03996022621341122,0.002796594369523336
644,0.04002237275495619,0.002796594369523336
645,0.04008451929650115,0.002796594369523336
646,0.04014666583804611,0.002796594369523336
647,0.04020881237959108,0.002796594369523336
648,0.04027095892113604,0.002796594369523336
649,0.040333105462681,0.002796594369523336
650,0.040395252004225966,0.002796594369523336
651,0.04045739854577093,0.002796594369523336
652,0.04051954508731589,0.002796594369523336
653,0.040581691628860855,0.002796594369523336
654,0.040643838170405816,0.002796594369523336
655,0.04070598471195078,0.002796594369523336
656,0.040768131253495744,0.002796594369523336
657,0.040830277795040705,0.002796594369523336
658,0.040892424336585666,0.002796594369523336
659,0.04095457087813063,0.002796594369523336
660,0.041016717419675594,0.002796594369523336
661,0.041078863961220555,0.002796594369523336
662,0.04114101050276552,0.002796594369523336
663,0.04120315704431048,0.002796594369523336
664,0.041265303585855444,0.002796594369523336
665,0.04132745012740041,0.002796594369523336
666,0.04138959666894537,0.002796594369523336
667,0.04145174321049034,0.002796594369523336
668,0.0415138897520353,0.002796594369523336
669,0.04157603629358026,0.002796594369523336
670,0.04163818283512523,0.002796594369523336
671,0.04170032937667019,0.002796594369523336
672,0.04176247591821515,0.002796594369523336
673,0.04182462245976012,0.002796594369523336
674,0.04188676900130508,0.002796594369523336
675,0.04194891554285004,0.002796594369523336
676,0.04201106208439501,0.002796594369523336
677,0.04207320862593997,0.002734447827978373
678,0.04213535516748493,0.002734447827978373
679,0.042197501709029896,0.002734447827978373
680,0.042259648250574856,0.002734447827978373
681,0.04232179479211982,0.002734447827978373
682,0.042383941333664785,0.002734447827978373
683,0.042446087875209745,0.002734447827978373
684,0.042508234416754706,0.002734447827978373
685,0.042570380958299674,0.002734447827978373
686,0.042632527499844634,0.002734447827978373
687,0.042694674041389595,0.002734447827978373
688,0.04275682058293456,0.002734447827978373
689,0.04281896712447952,0.002734447827978373
