Node ID,Longitude,Latitude,Degree Centrality
114,1277566.93592902,256933.55941914,3.0
115,1257852.12694882,251724.168245807,4.0
116,1257580.66192454,251728.783733815,4.0
117,1277229.24108067,265328.371011734,1.0
118,1270481.88644975,169648.417697757,4.0
119,1270458.24344173,168628.175008714,3.0
120,1255234.32931414,208599.474313647,4.0
121,1255208.59843412,207940.24071297,4.0
122,1265867.78743704,272818.187787414,3.0
123,1266470.73860565,272804.600203395,4.0
124,1265927.25674909,170723.599266857,4.0
125,1273840.2426132,190321.361590937,3.0
126,1274132.9129495,190311.40856692204,3.0
127,1269098.01617634,275415.660878062,3.0
128,1269429.16446468,275409.54510206,3.0
129,1293365.06900118,187098.91166763,4.0
130,1263899.44983502,239306.09303309,4.0
131,1263578.79197869,239310.656041101,4.0
132,1286124.69273777,250469.927988529,4.0
133,1286452.71635412,250462.30827651903,3.0
134,1252895.25660774,241888.374955744,3.0
135,1252630.71811147,241894.735147744,4.0
136,1281508.38476504,224727.104474157,3.0
137,1255906.26435483,206583.175879583,3.0
138,1255893.83229081,206275.863815263,3.0
139,1274282.36312565,262005.069952339,4.0
140,1274287.39461365,263332.436417699,4.0
141,1271812.62360312,224388.446681812,4.0
142,1272089.89438741,224552.525785983,4.0
143,1277243.86668068,218532.477459818,3.0
144,1277236.76600868,218106.060627386,4.0
145,1253250.87664011,238026.825575784,4.0
146,1253012.02505587,238977.303016752,3.0
147,1249993.20105277,214783.617167979,4.0
148,1249067.76489183,214423.403279617,3.0
149,1266148.59358132,250294.497588351,3.0
150,1266156.64676532,250609.36146067097,3.0
151,1280661.65382019,181065.626861453,4.0
152,1281077.1979486,181074.766573459,4.0
153,1264359.95677949,190435.671095043,4.0
154,1284064.52723166,183615.953456059,3.0
155,1284315.11270392,183605.35467205904,3.0
156,1275724.35563913,273498.561420113,3.0
157,1275724.35755913,273624.971596241,3.0
158,1270425.5919217,277388.989008084,4.0
159,1278738.71116221,175783.79357604697,3.0
160,1278738.70949821,175420.741159678,1.0
161,1280407.09036392,275046.280397683,4.0
162,1280729.71046025,275034.756493673,4.0
163,1264958.1405881,256952.308411166,4.0
164,1265288.06122844,256943.776891157,4.0
165,1259254.25437427,211145.917708263,4.0
166,1258928.14480592,211153.105356261,4.0
167,1267045.12235023,266826.329029277,4.0
168,1267048.67582224,267157.805381611,3.0
169,1268605.79934384,230121.900767684,4.0
170,1268928.17694417,230113.763999686,4.0
171,1256268.74326721,237184.078246921,1.0
172,1256273.2337632,237345.08906307802,3.0
173,1266453.41284563,227664.082845166,4.0
174,1266226.6938694,227870.505373389,4.0
175,1255616.55824253,210587.041227683,4.0
176,1255285.88995419,210598.314827695,4.0
177,1268898.14552014,254213.515320361,4.0
178,1268902.42276815,254477.183736622,5.0
179,1255407.24893032,258198.797372445,4.0
180,1255079.59574598,258214.809788451,1.0
181,1276301.07627971,265258.702851668,4.0
182,1276632.77048805,265247.812803656,3.0
183,1257392.51267636,241084.258090913,4.0
184,1257396.05405235,241201.171243027,3.0
185,1276780.9621042,267851.166214317,3.0
186,1277212.38085665,267460.401541919,3.0
187,1264704.14833184,249662.072947696,4.0
188,1264455.25706759,249709.06501174,4.0
189,1284829.67468844,196327.831229076,4.0
190,1284825.84198445,195963.298812702,1.0
191,1272929.66699627,268932.71354343,3.0
192,1272807.71218014,269254.396295756,3.0
193,1267566.30366278,254242.185528383,4.0
194,1267571.34635077,254506.137080655,4.0
195,1263902.16829902,275697.976974353,3.0
196,1263905.77981903,275847.116110504,1.0
197,1283089.70342267,271810.450250372,3.0
198,1285276.7859849,187535.758260086,4.0
199,1285303.72755294,187534.997108072,3.0
200,1252643.02019149,237537.500135288,3.0
201,1252334.24195117,237864.672039613,4.0
202,1258389.45718938,193259.14085793504,3.0
203,1258363.56291735,192603.186105266,3.0
204,1272234.48792355,239077.257832855,4.0
205,1272900.20837224,240350.108970165,4.0
206,1257046.966116,252397.156406492,4.0
207,1257058.92675601,253057.077687174,4.0
208,1272767.9543561,247459.440881446,4.0
209,1273438.45598878,247439.566897422,3.0
210,1284244.68831985,199447.878464282,3.0
211,1284241.75916785,199241.687296063,4.0
212,1262725.32292181,260986.9804793,3.0
213,1262584.74640967,260990.464383304,3.0
214,1255183.5640021,200748.802689612,3.0
215,1280020.90937153,269028.75603953,4.0
216,1280024.75449152,269440.160391957,1.0
217,1261753.95248882,264877.850627273,3.0
218,1261288.76541634,264893.885059297,1.0
219,1275560.70565496,255996.255546182,4.0
220,1275569.99435897,256328.123322517,4.0
221,1278684.01669815,228317.968989834,4.0
222,1278720.35884219,228743.301854283,4.0
223,1256279.28886722,210564.764043659,4.0
224,1256257.2134752,209890.90055497,4.0
225,1283124.8408307,210839.53613995,3.0
226,1283111.4881267,210512.143755615,3.0
227,1275486.36498289,225729.493211195,4.0
228,1275808.3183912,225721.644507185,4.0
229,1268721.36894396,225187.020890638,5.0
230,1268504.63582373,225553.576923013,4.0
231,1271726.48536304,250747.195124805,3.0
232,1271871.00305918,250735.363508791,4.0
233,1269274.20971252,278213.279312938,3.0
234,1269769.50238502,278202.772432923,3.0
235,1272200.78821152,187765.71877232203,3.0
236,1272198.48241952,187517.871476054,4.0
237,1269589.64907284,256172.180026367,4.0
238,1269597.61067285,256834.457595035,4.0
239,1268658.77854389,218394.933075681,1.0
240,1269023.34968026,218229.76315550497,3.0
241,1260984.10000803,249850.284211889,4.0
242,1260335.19971937,249864.353715912,4.0
243,1277566.23020101,234443.87869212,3.0
244,1277708.74668115,234439.286820114,3.0
245,1279089.24946657,219611.869652927,3.0
246,1261276.56496833,237093.940646827,3.0
247,1261226.90858428,237094.913702831,3.0
248,1263796.44413891,211697.102668822,4.0
249,1263551.36618666,211703.440908834,3.0
250,1272495.44670781,230027.744479597,4.0
251,1272502.11633983,230448.031328022,4.0
252,1285134.09536076,248468.49758647397,3.0
253,1285043.06464067,248891.980338901,5.0
254,1276985.20280841,204502.511045456,4.0
255,1276982.64344841,204269.20051722197,3.0
256,1277623.74751307,263231.847681597,3.0
257,1277624.75800908,263892.966786265,4.0
258,1281207.18585274,265771.55027619,4.0
259,1281413.78290895,267032.68256548,3.0
260,1280402.94597992,283535.14005439,3.0
261,1280876.6225244,283430.795798272,3.0
262,1280412.64773993,286682.726297602,3.0
263,1280774.4137563,286666.51144959,1.0
264,1274266.19845363,251901.89394198396,3.0
265,1270620.42289791,190763.84069538102,3.0
266,1284895.94387251,286266.618521184,3.0
267,1285245.02816087,286494.452057406,3.0
268,1266570.15671775,170699.37987484,3.0
269,1268787.59620802,181604.503086001,4.0
270,1268779.37214401,181154.647981539,4.0
271,1265328.57719648,282120.576276928,3.0
272,1264958.0536761,282131.535956949,3.0
273,1279899.67865141,219094.483860403,4.0
274,1280150.64466766,219085.027476385,4.0
275,1282864.67039844,286924.984345853,4.0
276,1282858.69894244,286448.887513369,1.0
277,1286694.78873836,184059.089008525,4.0
278,1287499.01971518,183045.515247479,3.0
279,1264549.93469968,169405.926049516,3.0
280,1264521.72810766,168731.543584824,3.0
281,1291730.76915951,187872.753652424,4.0
282,1291412.60768719,187395.802803934,3.0
283,1267292.28491049,172961.222757161,4.0
284,1266093.37226926,250037.735284075,3.0
285,1266208.31396538,250034.761524081,3.0
286,1274176.87346154,250599.453620657,3.0
287,1274844.53752622,250577.064244628,4.0
288,1254535.07350543,207961.851273,4.0
289,1254210.5092171,207972.267593011,4.0
290,1266928.21111812,255582.142521754,4.0
291,1266931.30103812,255846.406394035,3.0
292,1262729.51287381,210410.578955501,3.0
293,1262469.79191355,210415.162315503,3.0
294,1278595.84197806,221615.352854982,4.0
295,1278576.97785005,221130.541142479,4.0
296,1269219.51166447,171298.076195449,6.0
297,1269491.46948874,170957.9501791,3.0
298,1281584.93740512,258811.106877059,4.0
299,1282238.40102179,258789.689213037,3.0
300,1267564.49860677,189777.556278378,4.0
301,1267575.54942279,189001.198901579,4.0
302,1278967.97317845,179412.024491757,4.0
303,1279806.76741931,179406.70788376,4.0
304,1272998.52152434,192761.953849435,3.0
305,1272988.50117232,192162.954680815,3.0
306,1273568.74546091,283458.316054299,1.0
307,1273772.30635713,283448.097302288,3.0
308,1277231.12396067,229510.68969506,4.0
309,1277402.08255285,229506.704799056,1.0
310,1282382.70316595,281526.143764332,3.0
311,1282382.88889395,282112.898516923,4.0
312,1277446.44172089,176461.450664744,3.0
313,1277436.98604088,176017.840680286,1.0
314,1284279.37100789,201862.135426745,4.0
315,1284274.73350388,201536.872002423,4.0
316,1256378.51209931,191967.406904623,4.0
317,1256411.59011535,191289.267127916,4.0
318,1257447.87773241,190642.838007256,4.0
319,1257456.81603642,189904.169846505,4.0
320,1271622.29528293,225342.298778787,4.0
321,1271466.34283477,225605.664411068,4.0
322,1256233.67869116,251223.321525291,3.0
323,1255563.68105848,251229.0350613,4.0
324,1277295.27832873,263903.880770281,4.0
325,1256426.80400336,205931.08167091,4.0
326,1256105.98377904,205943.834630936,4.0
327,1292385.86887218,186108.49073861502,3.0
328,1292367.65728816,185438.830385938,4.0
329,1259633.64829464,247734.430513725,4.0
330,1259639.46717465,248017.00805001,4.0
331,1285362.333057,258416.643388659,4.0
332,1285257.01568088,244540.88273444804,3.0
333,1285262.80768089,245200.360111132,3.0
334,1266748.57534194,233089.124514729,4.0
335,1267070.45694226,233080.91587472,4.0
336,1256307.98563524,195514.808572248,1.0
337,1256302.42691524,195314.88639605,3.0
338,1269298.63224055,278730.970193461,3.0
339,1269771.88395303,278723.644433454,3.0
340,1262064.28253713,189803.961078405,3.0
341,1261695.93322477,189809.565046415,4.0
342,1265299.62513246,280002.885650769,3.0
343,1265815.39742097,279988.021842748,3.0
344,1266177.79991736,174929.147943169,4.0
345,1266006.17687717,174929.697511166,3.0
346,1271883.53291519,231297.731424898,3.0
347,1271888.02238719,231603.05334520302,3.0
348,1274130.4621335,190030.23256664,3.0
349,1274179.19499755,189677.760502279,3.0
350,1270424.67492969,274729.535949364,4.0
351,1270756.92101003,274724.504141361,4.0
352,1271075.48568237,248046.229746044,4.0
353,1271438.86974673,248035.366578028,4.0
354,1274268.64037363,259352.550973624,4.0
355,1274270.37854964,259683.771133959,4.0
356,1261768.42717683,265437.196291849,3.0
357,1261458.53143252,265446.037827864,1.0
358,1276039.51608744,220853.143062204,3.0
359,1276350.46463177,220846.391766191,4.0
360,1277615.54636106,232783.297378406,4.0
361,1277912.32402536,232775.428962409,4.0
362,1283070.97311865,252521.099382624,3.0
363,1283068.69196665,253181.110583305,3.0
364,1263313.31057042,248469.24856247,4.0
365,1263325.08906643,249002.108083025,4.0
366,1252428.75356726,214820.537360013,3.0
367,1255252.56944217,236153.93891786,3.0
368,1255269.04157017,236553.273766279,4.0
369,1263631.26986673,199628.698944464,1.0
370,1263616.49271473,199070.942207888,3.0
371,1254709.46294561,203031.283395946,3.0
372,1254698.72476959,202702.723331615,3.0
373,1277756.7232572,236154.740069866,4.0
374,1277866.49567331,236306.955302015,4.0
375,1270694.24363397,244460.160814375,4.0
376,1270708.24920198,244857.596718773,4.0
377,1265295.24785244,279597.910738349,3.0
378,1264635.03530777,279616.65121837,1.0
379,1280908.49094044,263513.984897882,3.0
380,1253983.31184086,251334.928885415,4.0
381,1253990.96144088,251776.016885862,4.0
382,1269215.58187246,224984.423514426,4.0
383,1268998.64561623,225351.006106809,4.0
384,1263931.49994706,276285.286158964,4.0
385,1259260.46301426,216050.79771328,1.0
386,1258934.30883794,216064.797969297,4.0
387,1265401.62366055,234665.511780336,4.0
388,1265701.59518087,234658.856292337,4.0
389,1272017.50872333,275531.346382186,3.0
390,1264006.30391513,189239.119349822,4.0
391,1263993.59101911,188703.64568527,4.0
392,1275739.63743114,280954.946387738,4.0
393,1276002.51154341,280942.463507727,1.0
394,1282048.3383656,208297.749513343,3.0
395,1282041.9315816,207921.563592955,4.0
396,1258890.08579789,214463.586319655,4.0
397,1258624.06077361,214470.060687661,4.0
398,1270897.60376218,241414.757099256,4.0
399,1271191.19608249,241406.438891247,4.0
400,1251557.23075038,239256.623977035,4.0
401,1251618.65615845,239918.536361724,4.0
402,1265401.32804455,246789.716208756,3.0
403,1265406.24369256,246954.268656924,3.0
404,1258314.7559413,212911.597582072,4.0
405,1258295.65296528,212206.491405338,4.0
406,1273664.10021302,253277.453879401,3.0
407,1273862.04011722,253270.108727396,4.0
408,1255185.96790609,196691.21503745,3.0
409,1286707.00787437,190644.988919258,4.0
410,1254251.42089714,214603.774991795,4.0
411,1286481.12710615,208148.872841194,3.0
412,1286477.38925013,207788.435912818,4.0
413,1266440.14225362,249498.323635533,4.0
414,1266446.57591763,249758.489139795,4.0
415,1265959.86103712,177112.357545406,3.0
416,1283484.21279907,170258.48899439,3.0
417,1265791.09073295,233415.684899062,3.0
418,1270814.63941009,176557.03613683596,3.0
419,1271066.99121836,176557.166056842,3.0
420,1269330.43435258,175897.508904159,4.0
421,1269314.81726456,175240.981991485,4.0
422,1275575.59346297,229124.335198671,4.0
423,1275895.8339753,229116.870942652,4.0
424,1270424.7891057,274064.09966068,4.0
425,1295065.35764293,181879.040238291,3.0
426,1295063.01409093,181766.504046172,1.0
427,1271597.3543549,276029.997902691,3.0
428,1280736.73932426,284327.660119191,3.0
429,1280736.73337226,284616.512599483,1.0
430,1263799.56420292,189777.56018237802,3.0
431,1263689.76682681,189779.23045437,3.0
432,1263685.2563628,283615.557910472,1.0
433,1263371.67690648,283624.339670479,3.0
434,1260020.65706305,169026.856289133,3.0
435,1259841.25021486,168629.262944713,4.0
436,1269341.94417658,270654.593993187,4.0
437,1269343.24568059,270760.100681305,4.0
438,1253499.28067237,251003.048949078,1.0
439,1253507.26819238,251316.269493386,3.0
440,1256231.22889917,251077.274869144,3.0
441,1286958.33875462,249158.007027179,1.0
442,1282987.72793457,263045.627265409,4.0
443,1283218.8071668,263036.516033396,4.0
444,1274158.20485352,235984.13379769,4.0
445,1274418.14136578,235977.720421687,4.0
446,1272906.37829223,218975.758996278,4.0
447,1272709.35442004,218127.068819404,4.0
448,1286529.52659419,177929.980202243,3.0
449,1286782.01984245,177262.075689554,3.0
450,1267402.5599186,178325.892138645,4.0
451,1266741.73022193,178290.513962612,3.0
452,1284128.65247974,179515.564331874,3.0
453,1284294.0589439,179367.969771713,3.0
454,1275109.38770249,283198.371414036,5.0
455,1275121.70687051,284223.727639094,3.0
456,1295074.32839493,182562.836142987,4.0
457,1267121.43447831,280268.323475033,3.0
458,1267785.198255,280259.525587022,3.0
459,1294962.68756282,186508.085107028,3.0
460,1295243.67943512,186494.57726702103,3.0
461,1283921.71654353,169768.209121883,4.0
462,1283919.93471952,169675.581409797,1.0
463,1264649.92996378,280820.336467609,4.0
464,1264656.87876379,281311.356436104,3.0
465,1277195.70501663,228634.615006164,5.0
466,1277218.07704866,229086.050782621,4.0
467,1267287.60676649,269144.023815647,3.0
468,1267733.78167894,269135.004487634,3.0
469,1279712.86405921,248610.75947462,4.0
470,1279723.95423523,249274.821811303,4.0
471,1276853.71000828,213253.478798419,4.0
472,1277089.34405652,213248.951246411,4.0
473,1256780.54537973,189273.057269856,3.0
474,1256439.03888337,189284.340725869,4.0
475,1255685.74710661,243146.895085022,4.0
476,1262101.85040918,286961.303513885,3.0
477,1284345.20582396,176259.884840533,3.0
478,1285007.17107263,176234.694888502,4.0
479,1276708.12888813,277501.008464202,3.0
480,1277408.12946485,277475.041616172,4.0
481,1288927.42701265,171552.286307707,3.0
482,1290000.39565374,171584.573283747,3.0
483,1258419.30262941,286518.623641431,3.0
484,1258335.17482132,286519.408729434,3.0
485,1265888.71089305,189775.082166374,4.0
486,1265721.55114888,189773.390262365,1.0
487,1276937.20850436,258610.386748865,4.0
488,1277347.38552879,258597.844476849,3.0
489,1271273.91045056,176557.272040844,4.0
490,1271922.03352323,176734.536425024,3.0
491,1285146.49030477,178860.411435202,1.0
492,1267688.7841109,234614.773348287,1.0
493,1285195.04307282,182860.607471287,3.0
494,1285630.87680127,182119.696558535,1.0
495,1255213.2148821203,215243.915408447,6.0
496,1277763.52018522,216685.932561934,6.0
497,1278078.37554553,216665.651089907,4.0
498,1274853.81765424,251630.758645713,4.0
499,1275298.70815068,251615.483125702,3.0
500,1284269.33331187,241482.847531319,3.0
501,1284051.12569565,242379.337196246,4.0
502,1268590.53822382,227026.243932515,4.0
503,1268807.25924805,227264.457372755,4.0
504,1271259.15096255,224060.90402548,5.0
505,1271535.74654683,224224.612377644,4.0
506,1272508.91057983,238184.070375949,4.0
507,1272819.20523615,238177.726503938,4.0
508,1264923.37527606,247206.99652917698,3.0
509,1264679.54801181,247127.6282731,3.0
510,1267401.3787986,233985.91472365,4.0
511,1267726.01534294,233978.92125164,4.0
512,1274868.03320625,228805.854878336,4.0
513,1275190.17823058,228803.149150342,4.0
514,1263795.43626691,235272.85539695603,5.0
515,1263464.65143457,235279.347812966,4.0
516,1295062.20506693,181712.482798114,1.0
517,1295054.80647492,181218.71972560897,3.0
518,1287004.41344267,176864.766825154,3.0
519,1286923.83942659,173249.976805449,3.0
520,1287343.63616303,173240.263909444,1.0
521,1256306.04176325,200812.851137683,3.0
522,1256089.88867502,200768.21536162504,3.0
523,1268606.11627184,187801.835508347,4.0
524,1268605.95351984,187635.203572184,1.0
525,1280968.0271965,214838.453968033,3.0
526,1280956.54495649,214363.134031549,4.0
527,1281741.87538929,235103.74352479,3.0
528,1281760.55711731,236036.65437375,3.0
529,1270502.32670578,190121.404342726,3.0
530,1270537.62385781,189764.57829436698,3.0
531,1267877.01931109,190436.520183057,4.0
532,1267904.10718311,189778.89714238,4.0
533,1257576.40374854,209836.789130911,4.0
534,1264738.29297188,195105.826427832,3.0
535,1264458.61469959,195114.439611837,4.0
536,1285607.83520125,246509.837808475,3.0
537,1285970.26195362,246502.319792464,3.0
538,1288464.67296417,252078.093430176,3.0
539,1288604.73702832,252080.305974171,3.0
540,1256534.31721948,257119.79525932702,3.0
541,1256364.34909131,257123.15417133304,3.0
542,1281239.68511677,224737.516826168,4.0
543,1281252.54111679,225156.256474599,4.0
544,1258719.02838971,193250.571001932,4.0
545,1264828.29213996,199043.09119986,3.0
546,1264811.80855595,198383.639807194,4.0
547,1260266.3645833002,245117.468207046,5.0
548,1260213.23050325,245141.546607062,3.0
549,1275493.8708389,188767.579253346,3.0
550,1267245.47755045,240493.965354308,4.0
551,1267896.38308711,240335.843946144,3.0
552,1266205.85924537,281582.348372385,3.0
553,1263269.02391437,170318.038434446,3.0
554,1263262.67025037,170056.866018176,4.0
555,1259151.94615015,287296.624986231,4.0
556,1259232.42666224,287374.085146308,3.0
557,1278275.63199374,221030.702102378,3.0
558,1278269.68351373,220700.624022037,4.0
559,1270369.09732965,179160.387563497,4.0
560,1270691.65995397,179156.114923492,3.0
561,1281727.46207727,283650.9138145,3.0
562,1267419.55627061,179189.314347535,4.0
563,1266758.42833394,179194.576747537,4.0
564,1295737.66010761,183058.505711496,4.0
565,1283693.21369529,208113.068489149,1.0
566,1283687.82195129,207822.11533685,4.0
567,1273769.83000512,282929.763349757,3.0
568,1273945.9195413,282922.421141759,1.0
569,1280672.21778819,175736.153896004,3.0
570,1280666.33689219,175442.232551694,1.0
571,1265938.5218371,255606.07551378,3.0
572,1265947.02020511,256271.109626472,4.0
573,1280454.96364397,180051.44906841204,3.0
574,1280769.86162829,180042.741420403,4.0
575,1275564.32376696,272602.294475183,1.0
576,1275724.57311113,272602.293195188,3.0
577,1271248.29765055,257452.46879567197,3.0
578,1271593.77329889,257442.08101967,3.0
579,1278171.58956163,174453.99114269,3.0
580,1278502.97932197,174450.570214674,3.0
581,1273747.03346109,209867.885194942,1.0
582,1273421.71026076,209504.543050572,3.0
583,1266641.30257383,237122.795878857,4.0
584,1266649.06436583,237420.578791156,4.0
585,1288248.08025995,182250.291118667,3.0
586,1288354.30906005,182142.30545455203,3.0
587,1274224.5728536,282910.743701741,1.0
588,1274439.15640581,282901.700757742,4.0
589,1286965.86233863,175227.366503477,4.0
590,1287392.12985907,175218.962023467,4.0
591,1293110.88090493,183277.548271716,4.0
592,1293416.52692124,183261.452527702,4.0
593,1285043.65062466,280417.110867187,3.0
594,1286718.44781038,206202.124807194,4.0
595,1277872.35327333,214629.34971182,1.0
596,1277868.27717732,214424.606735617,4.0
597,1281492.60358103,282971.8610138,3.0
598,1281725.54802927,282964.120853797,3.0
599,1274138.6940695,186839.454515368,4.0
600,1273759.12856512,280611.230547383,4.0
601,1274205.56997357,280596.070483372,3.0
602,1295262.18989913,187128.893939659,4.0
603,1295523.9551474,186911.62398743597,3.0
604,1266660.30353384,174267.6217345,4.0
605,1266410.73578958,174269.902566493,4.0
606,1264765.38116391,266884.597253338,4.0
607,1264432.75517957,266894.063109338,4.0
608,1271852.78296316,235852.82077355697,3.0
609,1272160.22853148,235846.950693548,4.0
610,1272871.12837221,253435.45522356,4.0
611,1273010.55627635,253430.246199563,1.0
612,1272711.20581204,221514.629910871,4.0
613,1272873.47448421,221510.667030871,3.0
614,1275377.21362276,260313.907006606,3.0
615,1275375.74904677,260645.291198939,3.0
616,1273548.29074089,254859.931705013,3.0
617,1274211.72152558,254840.366072997,4.0
618,1278199.49733765,246301.03870426104,3.0
619,1278522.01701799,246290.46782425,3.0
620,1254944.04022585,215931.406545162,3.0
621,1254795.04476969,215936.131217167,3.0
622,1260145.10787918,195845.086780593,4.0
623,1259812.93367083,195851.1934046,4.0
624,1284750.94880037,244032.86801393298,3.0
625,1285410.53702505,244018.709613919,3.0
626,1281762.71129331,192427.918073088,4.0
627,1282047.6392296,192421.466681078,4.0
628,1287188.88192287,205128.448134094,4.0
629,1287655.83469135,205118.82970207898,3.0
630,1285231.73651285,207374.550280392,4.0
631,1285541.55155317,207371.084424391,4.0
632,1269706.14161696,247540.63825751803,3.0
633,1270104.52600136,247532.551345512,4.0
634,1289169.1262769,187102.230259642,1.0
635,1289324.94458105,187212.033203751,3.0
636,1263746.34154686,265588.091332003,4.0
637,1263752.12100287,266252.07456468,4.0
638,1282572.55487813,251207.273973286,4.0
639,1282531.2573421,251875.777845964,4.0
640,1263453.81521057,246582.64606455,4.0
641,1263458.97233057,246848.643568814,4.0
642,1266929.15435012,279078.479057819,3.0
643,1277712.62162516,271174.19565773,4.0
644,1277713.81093717,271505.440074071,3.0
645,1284189.3688958,169761.48668988,3.0
646,1284181.11596778,169365.427169472,1.0
647,1278152.40389761,180077.18065243997,3.0
648,1278350.36056982,180073.398828432,4.0
649,1266618.9636938,285402.500824302,3.0
650,1266619.0808778,285702.220376596,3.0
651,1268593.18615982,189782.072630376,4.0
652,1268262.18878348,189780.61925438,4.0
653,1294412.38221826,182568.59166298798,3.0
654,1294400.34388225,181885.98641429804,3.0
655,1267516.23684672,285693.206616595,1.0
656,1267824.36548704,285716.033368617,4.0
657,1275640.79410304,218148.40174742,4.0
658,1277567.35423301,277137.206671834,4.0
659,1282322.37817389,173797.534118012,3.0
660,1282320.12358189,173680.581541896,3.0
661,1257131.62083608,243765.062445655,4.0
