Source,Target,Attributes
1240.0,15117.0,{'Weight': 1.0}
34005.0,28739.0,{'Weight': 1.0}
34010.0,5911.0,{'Weight': 1.0}
1243.0,1244.0,{'Weight': 1.0}
1243.0,6883.0,{'Weight': 1.0}
1243.0,10477.0,{'Weight': 1.0}
1244.0,7721.0,{'Weight': 1.0}
34012.0,20143.0,{'Weight': 1.0}
1246.0,1245.0,{'Weight': 1.0}
1246.0,26755.0,{'Weight': 1.0}
1246.0,15257.0,{'Weight': 1.0}
34015.0,26010.0,{'Weight': 1.0}
1249.0,20013.0,{'Weight': 1.0}
1249.0,18173.0,{'Weight': 1.0}
1249.0,18819.0,{'Weight': 1.0}
34018.0,14258.0,{'Weight': 1.0}
1251.0,10494.0,{'Weight': 1.0}
1251.0,13731.0,{'Weight': 1.0}
1251.0,5159.0,{'Weight': 1.0}
1252.0,13166.0,{'Weight': 1.0}
1252.0,12277.0,{'Weight': 1.0}
34021.0,25124.0,{'Weight': 1.0}
1254.0,4994.0,{'Weight': 1.0}
34019.0,12837.0,{'Weight': 1.0}
1256.0,13111.0,{'Weight': 1.0}
1256.0,19323.0,{'Weight': 1.0}
1256.0,11648.0,{'Weight': 1.0}
34023.0,36172.0,{'Weight': 1.0}
34026.0,20037.0,{'Weight': 1.0}
1259.0,1258.0,{'Weight': 1.0}
1259.0,7707.0,{'Weight': 1.0}
1259.0,12822.0,{'Weight': 1.0}
34028.0,32325.0,{'Weight': 1.0}
1260.0,8307.0,{'Weight': 1.0}
1260.0,2414.0,{'Weight': 1.0}
1260.0,30508.0,{'Weight': 1.0}
34029.0,6855.0,{'Weight': 1.0}
1258.0,5980.0,{'Weight': 1.0}
1258.0,35695.0,{'Weight': 1.0}
1264.0,9186.0,{'Weight': 1.0}
1264.0,10591.0,{'Weight': 1.0}
34030.0,26533.0,{'Weight': 1.0}
1266.0,1267.0,{'Weight': 1.0}
1266.0,2219.0,{'Weight': 1.0}
1267.0,2727.0,{'Weight': 1.0}
1267.0,8381.0,{'Weight': 1.0}
34034.0,7448.0,{'Weight': 1.0}
34035.0,4883.0,{'Weight': 1.0}
1270.0,15490.0,{'Weight': 1.0}
1270.0,25318.0,{'Weight': 1.0}
1270.0,29335.0,{'Weight': 1.0}
1270.0,37289.0,{'Weight': 1.0}
34033.0,17251.0,{'Weight': 1.0}
34040.0,24923.0,{'Weight': 1.0}
34042.0,2005.0,{'Weight': 1.0}
1277.0,4541.0,{'Weight': 1.0}
1277.0,13346.0,{'Weight': 1.0}
1277.0,12511.0,{'Weight': 1.0}
1278.0,4684.0,{'Weight': 1.0}
1278.0,5316.0,{'Weight': 1.0}
1278.0,5098.0,{'Weight': 1.0}
1278.0,18931.0,{'Weight': 1.0}
1280.0,2463.0,{'Weight': 1.0}
1280.0,5405.0,{'Weight': 1.0}
1280.0,21799.0,{'Weight': 1.0}
1281.0,29013.0,{'Weight': 1.0}
34050.0,27399.0,{'Weight': 1.0}
1282.0,10658.0,{'Weight': 1.0}
1282.0,21463.0,{'Weight': 1.0}
1282.0,32239.0,{'Weight': 1.0}
1284.0,7801.0,{'Weight': 1.0}
1286.0,13376.0,{'Weight': 1.0}
1287.0,1858.0,{'Weight': 1.0}
1289.0,7069.0,{'Weight': 1.0}
1290.0,12430.0,{'Weight': 1.0}
1290.0,37346.0,{'Weight': 1.0}
1293.0,9242.0,{'Weight': 1.0}
34061.0,25806.0,{'Weight': 1.0}
1297.0,27194.0,{'Weight': 1.0}
1298.0,2508.0,{'Weight': 1.0}
1298.0,2592.0,{'Weight': 1.0}
1298.0,37058.0,{'Weight': 1.0}
1299.0,1381.0,{'Weight': 1.0}
1299.0,24050.0,{'Weight': 1.0}
1299.0,2075.0,{'Weight': 1.0}
1300.0,9416.0,{'Weight': 1.0}
1300.0,19309.0,{'Weight': 1.0}
1300.0,14981.0,{'Weight': 1.0}
1300.0,12777.0,{'Weight': 1.0}
1301.0,9001.0,{'Weight': 1.0}
1301.0,10708.0,{'Weight': 1.0}
1301.0,25158.0,{'Weight': 1.0}
1302.0,6125.0,{'Weight': 1.0}
1302.0,3906.0,{'Weight': 1.0}
1302.0,10649.0,{'Weight': 1.0}
1303.0,13594.0,{'Weight': 1.0}
1303.0,15601.0,{'Weight': 1.0}
1303.0,26158.0,{'Weight': 1.0}
34072.0,17272.0,{'Weight': 1.0}
1304.0,7927.0,{'Weight': 1.0}
34074.0,31407.0,{'Weight': 1.0}
1306.0,6823.0,{'Weight': 1.0}
1308.0,5434.0,{'Weight': 1.0}
1308.0,1890.0,{'Weight': 1.0}
1308.0,34492.0,{'Weight': 1.0}
1310.0,12654.0,{'Weight': 1.0}
1310.0,7197.0,{'Weight': 1.0}
1310.0,3508.0,{'Weight': 1.0}
1310.0,10364.0,{'Weight': 1.0}
1311.0,5341.0,{'Weight': 1.0}
1311.0,9488.0,{'Weight': 1.0}
1311.0,5473.0,{'Weight': 1.0}
1311.0,8618.0,{'Weight': 1.0}
1313.0,3687.0,{'Weight': 1.0}
1313.0,35996.0,{'Weight': 1.0}
1313.0,2546.0,{'Weight': 1.0}
1314.0,10366.0,{'Weight': 1.0}
1314.0,1344.0,{'Weight': 1.0}
1314.0,7688.0,{'Weight': 1.0}
1314.0,5285.0,{'Weight': 1.0}
1315.0,20099.0,{'Weight': 1.0}
1315.0,16565.0,{'Weight': 1.0}
1315.0,7071.0,{'Weight': 1.0}
1316.0,1820.0,{'Weight': 1.0}
1316.0,7154.0,{'Weight': 1.0}
1316.0,6391.0,{'Weight': 1.0}
34085.0,3273.0,{'Weight': 1.0}
34086.0,18363.0,{'Weight': 1.0}
1319.0,1366.0,{'Weight': 1.0}
34088.0,1821.0,{'Weight': 1.0}
1321.0,13548.0,{'Weight': 1.0}
34091.0,15629.0,{'Weight': 1.0}
34092.0,22675.0,{'Weight': 1.0}
1325.0,1326.0,{'Weight': 1.0}
1326.0,1332.0,{'Weight': 1.0}
1326.0,12786.0,{'Weight': 1.0}
1326.0,10399.0,{'Weight': 1.0}
1327.0,5899.0,{'Weight': 1.0}
1322.0,10908.0,{'Weight': 1.0}
1330.0,6855.0,{'Weight': 1.0}
1330.0,12240.0,{'Weight': 1.0}
1332.0,1333.0,{'Weight': 1.0}
1332.0,4756.0,{'Weight': 1.0}
34101.0,14516.0,{'Weight': 1.0}
34101.0,23804.0,{'Weight': 1.0}
34101.0,37240.0,{'Weight': 1.0}
34103.0,13408.0,{'Weight': 1.0}
1336.0,3688.0,{'Weight': 1.0}
1337.0,25529.0,{'Weight': 1.0}
1335.0,10167.0,{'Weight': 1.0}
1344.0,11090.0,{'Weight': 1.0}
1344.0,21017.0,{'Weight': 1.0}
34114.0,1366.0,{'Weight': 1.0}
34114.0,28617.0,{'Weight': 1.0}
34114.0,34115.0,{'Weight': 1.0}
1349.0,2735.0,{'Weight': 1.0}
34118.0,30981.0,{'Weight': 1.0}
1351.0,14147.0,{'Weight': 1.0}
1351.0,3110.0,{'Weight': 1.0}
1351.0,2618.0,{'Weight': 1.0}
1351.0,12497.0,{'Weight': 1.0}
1350.0,16327.0,{'Weight': 1.0}
1350.0,7238.0,{'Weight': 1.0}
1350.0,16701.0,{'Weight': 1.0}
1355.0,12981.0,{'Weight': 1.0}
1355.0,6254.0,{'Weight': 1.0}
1355.0,32541.0,{'Weight': 1.0}
34124.0,10833.0,{'Weight': 1.0}
1358.0,12549.0,{'Weight': 1.0}
1358.0,2458.0,{'Weight': 1.0}
1359.0,3558.0,{'Weight': 1.0}
1356.0,14176.0,{'Weight': 1.0}
1356.0,21347.0,{'Weight': 1.0}
1356.0,32358.0,{'Weight': 1.0}
34129.0,18985.0,{'Weight': 1.0}
34130.0,8835.0,{'Weight': 1.0}
34133.0,10527.0,{'Weight': 1.0}
1366.0,7830.0,{'Weight': 1.0}
1367.0,11332.0,{'Weight': 1.0}
1368.0,11598.0,{'Weight': 1.0}
1368.0,4466.0,{'Weight': 1.0}
1368.0,11707.0,{'Weight': 1.0}
1368.0,16503.0,{'Weight': 1.0}
34136.0,32389.0,{'Weight': 1.0}
34138.0,13141.0,{'Weight': 1.0}
1371.0,1372.0,{'Weight': 1.0}
1371.0,4596.0,{'Weight': 1.0}
1371.0,3331.0,{'Weight': 1.0}
1371.0,20895.0,{'Weight': 1.0}
1373.0,4306.0,{'Weight': 1.0}
1373.0,11322.0,{'Weight': 1.0}
1373.0,3467.0,{'Weight': 1.0}
34142.0,10729.0,{'Weight': 1.0}
1375.0,1376.0,{'Weight': 1.0}
1375.0,29171.0,{'Weight': 1.0}
1375.0,3835.0,{'Weight': 1.0}
34144.0,25466.0,{'Weight': 1.0}
1376.0,14499.0,{'Weight': 1.0}
1376.0,35231.0,{'Weight': 1.0}
1376.0,12231.0,{'Weight': 1.0}
34140.0,23921.0,{'Weight': 1.0}
1379.0,3515.0,{'Weight': 1.0}
1379.0,2307.0,{'Weight': 1.0}
1379.0,8124.0,{'Weight': 1.0}
1380.0,29698.0,{'Weight': 1.0}
1380.0,11681.0,{'Weight': 1.0}
1381.0,12493.0,{'Weight': 1.0}
1382.0,4359.0,{'Weight': 1.0}
1382.0,9920.0,{'Weight': 1.0}
1382.0,4081.0,{'Weight': 1.0}
34150.0,27986.0,{'Weight': 1.0}
34149.0,16488.0,{'Weight': 1.0}
1385.0,25199.0,{'Weight': 1.0}
1385.0,20502.0,{'Weight': 1.0}
1385.0,12704.0,{'Weight': 1.0}
34154.0,7051.0,{'Weight': 1.0}
1386.0,13526.0,{'Weight': 1.0}
1386.0,8699.0,{'Weight': 1.0}
1386.0,20725.0,{'Weight': 1.0}
34155.0,22986.0,{'Weight': 1.0}
1389.0,9573.0,{'Weight': 1.0}
1390.0,14731.0,{'Weight': 1.0}
1390.0,31603.0,{'Weight': 1.0}
34158.0,3613.0,{'Weight': 1.0}
34160.0,11181.0,{'Weight': 1.0}
34159.0,19799.0,{'Weight': 1.0}
34156.0,31468.0,{'Weight': 1.0}
1396.0,2013.0,{'Weight': 1.0}
1397.0,1398.0,{'Weight': 1.0}
1397.0,12765.0,{'Weight': 1.0}
1398.0,5757.0,{'Weight': 1.0}
1398.0,6366.0,{'Weight': 1.0}
34168.0,10689.0,{'Weight': 1.0}
34172.0,4664.0,{'Weight': 1.0}
34174.0,24698.0,{'Weight': 1.0}
1407.0,3273.0,{'Weight': 1.0}
1407.0,13580.0,{'Weight': 1.0}
1407.0,18887.0,{'Weight': 1.0}
1407.0,36668.0,{'Weight': 1.0}
34177.0,15479.0,{'Weight': 1.0}
1411.0,1674.0,{'Weight': 1.0}
1411.0,5184.0,{'Weight': 1.0}
1411.0,2319.0,{'Weight': 1.0}
1411.0,9940.0,{'Weight': 1.0}
34180.0,21959.0,{'Weight': 1.0}
1413.0,6858.0,{'Weight': 1.0}
1413.0,8212.0,{'Weight': 1.0}
1413.0,6269.0,{'Weight': 1.0}
1414.0,20013.0,{'Weight': 1.0}
1414.0,26026.0,{'Weight': 1.0}
1414.0,22278.0,{'Weight': 1.0}
34183.0,5331.0,{'Weight': 1.0}
34184.0,14141.0,{'Weight': 1.0}
1417.0,7028.0,{'Weight': 1.0}
34186.0,7856.0,{'Weight': 1.0}
1412.0,8358.0,{'Weight': 1.0}
1412.0,1702.0,{'Weight': 1.0}
1412.0,24553.0,{'Weight': 1.0}
1420.0,2863.0,{'Weight': 1.0}
34189.0,23659.0,{'Weight': 1.0}
1423.0,14653.0,{'Weight': 1.0}
34192.0,3312.0,{'Weight': 1.0}
1425.0,17903.0,{'Weight': 1.0}
1425.0,17490.0,{'Weight': 1.0}
1425.0,13410.0,{'Weight': 1.0}
34193.0,6536.0,{'Weight': 1.0}
34195.0,27487.0,{'Weight': 1.0}
1427.0,1845.0,{'Weight': 1.0}
1427.0,29034.0,{'Weight': 1.0}
1427.0,31855.0,{'Weight': 1.0}
34197.0,10853.0,{'Weight': 1.0}
34197.0,29119.0,{'Weight': 1.0}
34197.0,30742.0,{'Weight': 1.0}
34200.0,5410.0,{'Weight': 1.0}
1432.0,1433.0,{'Weight': 1.0}
1432.0,1974.0,{'Weight': 1.0}
1432.0,11677.0,{'Weight': 1.0}
1432.0,14900.0,{'Weight': 1.0}
285.0,11432.0,{'Weight': 1.0}
285.0,7652.0,{'Weight': 1.0}
285.0,29929.0,{'Weight': 1.0}
1438.0,3523.0,{'Weight': 1.0}
1438.0,9942.0,{'Weight': 1.0}
1438.0,8260.0,{'Weight': 1.0}
1440.0,2705.0,{'Weight': 1.0}
1441.0,10389.0,{'Weight': 1.0}
1442.0,9954.0,{'Weight': 1.0}
1442.0,10483.0,{'Weight': 1.0}
1442.0,31313.0,{'Weight': 1.0}
1443.0,15986.0,{'Weight': 1.0}
1443.0,3945.0,{'Weight': 1.0}
1443.0,2922.0,{'Weight': 1.0}
1445.0,1894.0,{'Weight': 1.0}
1445.0,36137.0,{'Weight': 1.0}
1445.0,12596.0,{'Weight': 1.0}
1446.0,3759.0,{'Weight': 1.0}
1446.0,7466.0,{'Weight': 1.0}
1446.0,1754.0,{'Weight': 1.0}
32852.0,12897.0,{'Weight': 1.0}
34217.0,24847.0,{'Weight': 1.0}
1449.0,5304.0,{'Weight': 1.0}
1449.0,2780.0,{'Weight': 1.0}
1449.0,7801.0,{'Weight': 1.0}
288.0,4933.0,{'Weight': 1.0}
288.0,12226.0,{'Weight': 1.0}
288.0,16354.0,{'Weight': 1.0}
34220.0,25633.0,{'Weight': 1.0}
34221.0,31226.0,{'Weight': 1.0}
34222.0,15567.0,{'Weight': 1.0}
1456.0,16817.0,{'Weight': 1.0}
1457.0,2548.0,{'Weight': 1.0}
1457.0,2254.0,{'Weight': 1.0}
1457.0,24450.0,{'Weight': 1.0}
1458.0,9858.0,{'Weight': 1.0}
1458.0,9855.0,{'Weight': 1.0}
1458.0,8693.0,{'Weight': 1.0}
34225.0,10015.0,{'Weight': 1.0}
1460.0,1461.0,{'Weight': 1.0}
1460.0,2646.0,{'Weight': 1.0}
1460.0,23954.0,{'Weight': 1.0}
1461.0,2188.0,{'Weight': 1.0}
1461.0,16821.0,{'Weight': 1.0}
32854.0,3736.0,{'Weight': 1.0}
1464.0,1465.0,{'Weight': 1.0}
1465.0,14431.0,{'Weight': 1.0}
34232.0,13446.0,{'Weight': 1.0}
1467.0,12970.0,{'Weight': 1.0}
34236.0,17897.0,{'Weight': 1.0}
1466.0,13219.0,{'Weight': 1.0}
1468.0,4163.0,{'Weight': 1.0}
1468.0,4452.0,{'Weight': 1.0}
1468.0,4177.0,{'Weight': 1.0}
1468.0,5981.0,{'Weight': 1.0}
1472.0,3461.0,{'Weight': 1.0}
1473.0,15192.0,{'Weight': 1.0}
1473.0,7435.0,{'Weight': 1.0}
1473.0,10712.0,{'Weight': 1.0}
1469.0,2971.0,{'Weight': 1.0}
1469.0,12182.0,{'Weight': 1.0}
1469.0,19381.0,{'Weight': 1.0}
1475.0,12358.0,{'Weight': 1.0}
1475.0,9233.0,{'Weight': 1.0}
1475.0,14993.0,{'Weight': 1.0}
1476.0,2618.0,{'Weight': 1.0}
1476.0,12126.0,{'Weight': 1.0}
1476.0,18551.0,{'Weight': 1.0}
1477.0,17309.0,{'Weight': 1.0}
1477.0,32064.0,{'Weight': 1.0}
34247.0,31905.0,{'Weight': 1.0}
1479.0,14158.0,{'Weight': 1.0}
1479.0,6902.0,{'Weight': 1.0}
1479.0,10081.0,{'Weight': 1.0}
34249.0,2204.0,{'Weight': 1.0}
1482.0,2423.0,{'Weight': 1.0}
1482.0,2826.0,{'Weight': 1.0}
1482.0,21343.0,{'Weight': 1.0}
1483.0,29802.0,{'Weight': 1.0}
1483.0,25530.0,{'Weight': 1.0}
1483.0,32674.0,{'Weight': 1.0}
34251.0,28890.0,{'Weight': 1.0}
1481.0,4176.0,{'Weight': 1.0}
1481.0,4452.0,{'Weight': 1.0}
1481.0,36117.0,{'Weight': 1.0}
34254.0,14368.0,{'Weight': 1.0}
1487.0,1488.0,{'Weight': 1.0}
1487.0,6159.0,{'Weight': 1.0}
1487.0,8604.0,{'Weight': 1.0}
34255.0,14916.0,{'Weight': 1.0}
1490.0,12250.0,{'Weight': 1.0}
1490.0,3422.0,{'Weight': 1.0}
1490.0,8438.0,{'Weight': 1.0}
1491.0,8293.0,{'Weight': 1.0}
1491.0,9815.0,{'Weight': 1.0}
1491.0,20613.0,{'Weight': 1.0}
1484.0,11103.0,{'Weight': 1.0}
1484.0,11083.0,{'Weight': 1.0}
1484.0,28903.0,{'Weight': 1.0}
1484.0,10057.0,{'Weight': 1.0}
34262.0,4936.0,{'Weight': 1.0}
1495.0,6943.0,{'Weight': 1.0}
1495.0,3089.0,{'Weight': 1.0}
1496.0,22068.0,{'Weight': 1.0}
1496.0,11058.0,{'Weight': 1.0}
1496.0,3366.0,{'Weight': 1.0}
1494.0,12168.0,{'Weight': 1.0}
1494.0,5135.0,{'Weight': 1.0}
1494.0,4165.0,{'Weight': 1.0}
1497.0,7636.0,{'Weight': 1.0}
1497.0,3224.0,{'Weight': 1.0}
1497.0,9251.0,{'Weight': 1.0}
1497.0,19317.0,{'Weight': 1.0}
34267.0,12027.0,{'Weight': 1.0}
1500.0,16019.0,{'Weight': 1.0}
1500.0,4384.0,{'Weight': 1.0}
1500.0,11958.0,{'Weight': 1.0}
1501.0,2756.0,{'Weight': 1.0}
1501.0,7102.0,{'Weight': 1.0}
1501.0,28851.0,{'Weight': 1.0}
1502.0,1503.0,{'Weight': 1.0}
1502.0,7659.0,{'Weight': 1.0}
1502.0,9114.0,{'Weight': 1.0}
1503.0,5859.0,{'Weight': 1.0}
1503.0,11247.0,{'Weight': 1.0}
1504.0,8458.0,{'Weight': 1.0}
1504.0,21716.0,{'Weight': 1.0}
1504.0,6312.0,{'Weight': 1.0}
34273.0,25637.0,{'Weight': 1.0}
1506.0,5874.0,{'Weight': 1.0}
1507.0,1508.0,{'Weight': 1.0}
1508.0,7546.0,{'Weight': 1.0}
1508.0,5364.0,{'Weight': 1.0}
1508.0,11724.0,{'Weight': 1.0}
34271.0,14597.0,{'Weight': 1.0}
34278.0,12810.0,{'Weight': 1.0}
34275.0,30310.0,{'Weight': 1.0}
1512.0,28558.0,{'Weight': 1.0}
1512.0,12092.0,{'Weight': 1.0}
1512.0,27508.0,{'Weight': 1.0}
1509.0,7463.0,{'Weight': 1.0}
1509.0,16852.0,{'Weight': 1.0}
1509.0,37585.0,{'Weight': 1.0}
1509.0,12430.0,{'Weight': 1.0}
34279.0,16604.0,{'Weight': 1.0}
34283.0,4428.0,{'Weight': 1.0}
1516.0,5271.0,{'Weight': 1.0}
1516.0,7272.0,{'Weight': 1.0}
1516.0,21854.0,{'Weight': 1.0}
1515.0,8701.0,{'Weight': 1.0}
1515.0,10743.0,{'Weight': 1.0}
1515.0,6497.0,{'Weight': 1.0}
1515.0,10474.0,{'Weight': 1.0}
34282.0,4895.0,{'Weight': 1.0}
34287.0,6471.0,{'Weight': 1.0}
1520.0,10768.0,{'Weight': 1.0}
1520.0,10303.0,{'Weight': 1.0}
1520.0,13174.0,{'Weight': 1.0}
34289.0,21129.0,{'Weight': 1.0}
1522.0,22474.0,{'Weight': 1.0}
1522.0,26895.0,{'Weight': 1.0}
1522.0,17702.0,{'Weight': 1.0}
1521.0,5621.0,{'Weight': 1.0}
1521.0,5413.0,{'Weight': 1.0}
1521.0,4034.0,{'Weight': 1.0}
1523.0,26503.0,{'Weight': 1.0}
1523.0,6364.0,{'Weight': 1.0}
1523.0,13623.0,{'Weight': 1.0}
1525.0,16837.0,{'Weight': 1.0}
1525.0,27904.0,{'Weight': 1.0}
1525.0,12820.0,{'Weight': 1.0}
1524.0,23790.0,{'Weight': 1.0}
1524.0,13377.0,{'Weight': 1.0}
1524.0,24169.0,{'Weight': 1.0}
1524.0,8401.0,{'Weight': 1.0}
1519.0,20455.0,{'Weight': 1.0}
34288.0,12087.0,{'Weight': 1.0}
1529.0,18484.0,{'Weight': 1.0}
34290.0,19161.0,{'Weight': 1.0}
34296.0,28333.0,{'Weight': 1.0}
1532.0,11517.0,{'Weight': 1.0}
34297.0,2650.0,{'Weight': 1.0}
34303.0,3802.0,{'Weight': 1.0}
34304.0,15480.0,{'Weight': 1.0}
1540.0,4489.0,{'Weight': 1.0}
1541.0,37387.0,{'Weight': 1.0}
1541.0,6759.0,{'Weight': 1.0}
1541.0,34757.0,{'Weight': 1.0}
1542.0,1543.0,{'Weight': 1.0}
1542.0,11590.0,{'Weight': 1.0}
1543.0,2938.0,{'Weight': 1.0}
1543.0,3534.0,{'Weight': 1.0}
34311.0,7120.0,{'Weight': 1.0}
1545.0,34396.0,{'Weight': 1.0}
1545.0,5346.0,{'Weight': 1.0}
1545.0,36535.0,{'Weight': 1.0}
34312.0,5128.0,{'Weight': 1.0}
1547.0,37322.0,{'Weight': 1.0}
1547.0,36872.0,{'Weight': 1.0}
34317.0,17832.0,{'Weight': 1.0}
1550.0,7464.0,{'Weight': 1.0}
1550.0,20593.0,{'Weight': 1.0}
34318.0,37556.0,{'Weight': 1.0}
1551.0,4974.0,{'Weight': 1.0}
1551.0,13550.0,{'Weight': 1.0}
1551.0,35621.0,{'Weight': 1.0}
34321.0,8745.0,{'Weight': 1.0}
1554.0,2779.0,{'Weight': 1.0}
1554.0,4724.0,{'Weight': 1.0}
1554.0,5291.0,{'Weight': 1.0}
1555.0,11333.0,{'Weight': 1.0}
1556.0,5325.0,{'Weight': 1.0}
1556.0,1631.0,{'Weight': 1.0}
1556.0,7301.0,{'Weight': 1.0}
1557.0,17707.0,{'Weight': 1.0}
1557.0,6989.0,{'Weight': 1.0}
1557.0,8937.0,{'Weight': 1.0}
1557.0,17093.0,{'Weight': 1.0}
1558.0,4690.0,{'Weight': 1.0}
1558.0,17865.0,{'Weight': 1.0}
1558.0,3275.0,{'Weight': 1.0}
34331.0,31220.0,{'Weight': 1.0}
34332.0,27081.0,{'Weight': 1.0}
1565.0,8967.0,{'Weight': 1.0}
1566.0,2974.0,{'Weight': 1.0}
1566.0,2976.0,{'Weight': 1.0}
1564.0,5067.0,{'Weight': 1.0}
34336.0,26865.0,{'Weight': 1.0}
1573.0,8374.0,{'Weight': 1.0}
1573.0,5025.0,{'Weight': 1.0}
1573.0,11391.0,{'Weight': 1.0}
34341.0,9999.0,{'Weight': 1.0}
1576.0,1577.0,{'Weight': 1.0}
1577.0,10059.0,{'Weight': 1.0}
1577.0,22008.0,{'Weight': 1.0}
34346.0,32369.0,{'Weight': 1.0}
1578.0,1664.0,{'Weight': 1.0}
1578.0,4070.0,{'Weight': 1.0}
1578.0,3724.0,{'Weight': 1.0}
34344.0,8558.0,{'Weight': 1.0}
34349.0,19673.0,{'Weight': 1.0}
34351.0,7994.0,{'Weight': 1.0}
1584.0,699.0,{'Weight': 1.0}
1584.0,12979.0,{'Weight': 1.0}
1584.0,17676.0,{'Weight': 1.0}
1584.0,1925.0,{'Weight': 1.0}
34350.0,28475.0,{'Weight': 1.0}
34355.0,17845.0,{'Weight': 1.0}
1590.0,17521.0,{'Weight': 1.0}
1591.0,6135.0,{'Weight': 1.0}
1591.0,6420.0,{'Weight': 1.0}
1591.0,13059.0,{'Weight': 1.0}
1591.0,2736.0,{'Weight': 1.0}
34359.0,20106.0,{'Weight': 1.0}
34361.0,28431.0,{'Weight': 1.0}
1592.0,5664.0,{'Weight': 1.0}
1595.0,5202.0,{'Weight': 1.0}
1595.0,7477.0,{'Weight': 1.0}
1595.0,3884.0,{'Weight': 1.0}
1597.0,16201.0,{'Weight': 1.0}
1597.0,15614.0,{'Weight': 1.0}
1597.0,6717.0,{'Weight': 1.0}
1598.0,8995.0,{'Weight': 1.0}
34370.0,21802.0,{'Weight': 1.0}
1603.0,7214.0,{'Weight': 1.0}
1603.0,14740.0,{'Weight': 1.0}
1603.0,12851.0,{'Weight': 1.0}
1604.0,1605.0,{'Weight': 1.0}
1604.0,6051.0,{'Weight': 1.0}
1604.0,8942.0,{'Weight': 1.0}
1605.0,17468.0,{'Weight': 1.0}
1605.0,7085.0,{'Weight': 1.0}
34376.0,13595.0,{'Weight': 1.0}
1608.0,19312.0,{'Weight': 1.0}
1608.0,27013.0,{'Weight': 1.0}
1608.0,31976.0,{'Weight': 1.0}
1610.0,5730.0,{'Weight': 1.0}
1610.0,7813.0,{'Weight': 1.0}
1610.0,11916.0,{'Weight': 1.0}
34379.0,12219.0,{'Weight': 1.0}
1611.0,17187.0,{'Weight': 1.0}
34378.0,3160.0,{'Weight': 1.0}
34382.0,28977.0,{'Weight': 1.0}
1615.0,7713.0,{'Weight': 1.0}
1615.0,18061.0,{'Weight': 1.0}
1615.0,25840.0,{'Weight': 1.0}
1609.0,1826.0,{'Weight': 1.0}
1609.0,30787.0,{'Weight': 1.0}
1609.0,10894.0,{'Weight': 1.0}
1609.0,12874.0,{'Weight': 1.0}
34385.0,5336.0,{'Weight': 1.0}
34386.0,4717.0,{'Weight': 1.0}
1618.0,3931.0,{'Weight': 1.0}
1616.0,10551.0,{'Weight': 1.0}
34389.0,21093.0,{'Weight': 1.0}
34392.0,18298.0,{'Weight': 1.0}
34397.0,34398.0,{'Weight': 1.0}
1630.0,10560.0,{'Weight': 1.0}
1631.0,15173.0,{'Weight': 1.0}
1631.0,2383.0,{'Weight': 1.0}
34398.0,19838.0,{'Weight': 1.0}
34398.0,23239.0,{'Weight': 1.0}
1629.0,10584.0,{'Weight': 1.0}
1634.0,14448.0,{'Weight': 1.0}
1634.0,13848.0,{'Weight': 1.0}
1634.0,36734.0,{'Weight': 1.0}
1635.0,12980.0,{'Weight': 1.0}
1635.0,2366.0,{'Weight': 1.0}
1635.0,3373.0,{'Weight': 1.0}
34402.0,2723.0,{'Weight': 1.0}
34403.0,15321.0,{'Weight': 1.0}
1637.0,6742.0,{'Weight': 1.0}
34406.0,14427.0,{'Weight': 1.0}
34409.0,15144.0,{'Weight': 1.0}
1642.0,6743.0,{'Weight': 1.0}
1643.0,27434.0,{'Weight': 1.0}
1643.0,23564.0,{'Weight': 1.0}
1644.0,11212.0,{'Weight': 1.0}
1644.0,35743.0,{'Weight': 1.0}
1644.0,21398.0,{'Weight': 1.0}
34408.0,20166.0,{'Weight': 1.0}
34416.0,6033.0,{'Weight': 1.0}
1650.0,13324.0,{'Weight': 1.0}
1650.0,9576.0,{'Weight': 1.0}
1650.0,7298.0,{'Weight': 1.0}
1650.0,3295.0,{'Weight': 1.0}
1651.0,1823.0,{'Weight': 1.0}
1651.0,13173.0,{'Weight': 1.0}
1652.0,5450.0,{'Weight': 1.0}
1652.0,6374.0,{'Weight': 1.0}
1652.0,14981.0,{'Weight': 1.0}
1652.0,5697.0,{'Weight': 1.0}
34422.0,29907.0,{'Weight': 1.0}
34424.0,28998.0,{'Weight': 1.0}
34424.0,35232.0,{'Weight': 1.0}
34425.0,15196.0,{'Weight': 1.0}
1658.0,16367.0,{'Weight': 1.0}
1656.0,3939.0,{'Weight': 1.0}
1656.0,9792.0,{'Weight': 1.0}
34427.0,13068.0,{'Weight': 1.0}
1661.0,1660.0,{'Weight': 1.0}
1661.0,5490.0,{'Weight': 1.0}
1661.0,19967.0,{'Weight': 1.0}
1660.0,7633.0,{'Weight': 1.0}
1660.0,19967.0,{'Weight': 1.0}
1660.0,37153.0,{'Weight': 1.0}
34430.0,17803.0,{'Weight': 1.0}
1664.0,5722.0,{'Weight': 1.0}
1664.0,1936.0,{'Weight': 1.0}
1664.0,6159.0,{'Weight': 1.0}
34433.0,23200.0,{'Weight': 1.0}
34434.0,8597.0,{'Weight': 1.0}
1663.0,1662.0,{'Weight': 1.0}
1663.0,2357.0,{'Weight': 1.0}
1663.0,30362.0,{'Weight': 1.0}
34436.0,9394.0,{'Weight': 1.0}
1671.0,1672.0,{'Weight': 1.0}
1671.0,9511.0,{'Weight': 1.0}
