Source,Target,Attributes
5925.0,12809.0,{'Weight': 1.0}
5925.0,31023.0,{'Weight': 1.0}
5927.0,9479.0,{'Weight': 1.0}
5927.0,25129.0,{'Weight': 1.0}
5929.0,23737.0,{'Weight': 1.0}
5929.0,16484.0,{'Weight': 1.0}
5929.0,22561.0,{'Weight': 1.0}
33743.0,24090.0,{'Weight': 1.0}
5931.0,18579.0,{'Weight': 1.0}
5931.0,16351.0,{'Weight': 1.0}
5931.0,9814.0,{'Weight': 1.0}
5932.0,17407.0,{'Weight': 1.0}
5932.0,11339.0,{'Weight': 1.0}
5933.0,5934.0,{'Weight': 1.0}
5933.0,16173.0,{'Weight': 1.0}
5937.0,10506.0,{'Weight': 1.0}
5937.0,11186.0,{'Weight': 1.0}
5937.0,6022.0,{'Weight': 1.0}
5938.0,5939.0,{'Weight': 1.0}
5938.0,12085.0,{'Weight': 1.0}
5938.0,13753.0,{'Weight': 1.0}
5938.0,25605.0,{'Weight': 1.0}
5941.0,28896.0,{'Weight': 1.0}
5945.0,7889.0,{'Weight': 1.0}
5945.0,7910.0,{'Weight': 1.0}
5945.0,9553.0,{'Weight': 1.0}
5947.0,11332.0,{'Weight': 1.0}
5947.0,6323.0,{'Weight': 1.0}
5947.0,16779.0,{'Weight': 1.0}
5948.0,19517.0,{'Weight': 1.0}
5948.0,8256.0,{'Weight': 1.0}
33747.0,19369.0,{'Weight': 1.0}
5953.0,10989.0,{'Weight': 1.0}
5954.0,10198.0,{'Weight': 1.0}
5954.0,6797.0,{'Weight': 1.0}
5957.0,9903.0,{'Weight': 1.0}
5957.0,7402.0,{'Weight': 1.0}
5958.0,5959.0,{'Weight': 1.0}
5958.0,15479.0,{'Weight': 1.0}
5958.0,19905.0,{'Weight': 1.0}
5959.0,31993.0,{'Weight': 1.0}
5960.0,13202.0,{'Weight': 1.0}
5965.0,6750.0,{'Weight': 1.0}
5973.0,20948.0,{'Weight': 1.0}
5973.0,20750.0,{'Weight': 1.0}
5973.0,27921.0,{'Weight': 1.0}
5976.0,21240.0,{'Weight': 1.0}
5977.0,5978.0,{'Weight': 1.0}
5977.0,30505.0,{'Weight': 1.0}
5977.0,12918.0,{'Weight': 1.0}
5979.0,12201.0,{'Weight': 1.0}
5981.0,5982.0,{'Weight': 1.0}
5983.0,18790.0,{'Weight': 1.0}
5983.0,6890.0,{'Weight': 1.0}
5987.0,12491.0,{'Weight': 1.0}
5988.0,11491.0,{'Weight': 1.0}
5988.0,22135.0,{'Weight': 1.0}
5990.0,9136.0,{'Weight': 1.0}
5990.0,21482.0,{'Weight': 1.0}
5990.0,26718.0,{'Weight': 1.0}
5991.0,5992.0,{'Weight': 1.0}
5992.0,6068.0,{'Weight': 1.0}
5993.0,7111.0,{'Weight': 1.0}
5993.0,15316.0,{'Weight': 1.0}
5997.0,7402.0,{'Weight': 1.0}
5997.0,8922.0,{'Weight': 1.0}
5997.0,10910.0,{'Weight': 1.0}
5998.0,28242.0,{'Weight': 1.0}
6003.0,6159.0,{'Weight': 1.0}
6004.0,17983.0,{'Weight': 1.0}
6004.0,13361.0,{'Weight': 1.0}
6004.0,26871.0,{'Weight': 1.0}
6007.0,12710.0,{'Weight': 1.0}
6007.0,9309.0,{'Weight': 1.0}
6010.0,6011.0,{'Weight': 1.0}
6010.0,23709.0,{'Weight': 1.0}
6011.0,10157.0,{'Weight': 1.0}
6016.0,14688.0,{'Weight': 1.0}
6017.0,11897.0,{'Weight': 1.0}
6017.0,8131.0,{'Weight': 1.0}
6017.0,29041.0,{'Weight': 1.0}
6018.0,11781.0,{'Weight': 1.0}
6018.0,12955.0,{'Weight': 1.0}
6026.0,6027.0,{'Weight': 1.0}
6026.0,11597.0,{'Weight': 1.0}
6026.0,16201.0,{'Weight': 1.0}
6027.0,15345.0,{'Weight': 1.0}
6027.0,17433.0,{'Weight': 1.0}
6028.0,17798.0,{'Weight': 1.0}
6028.0,7577.0,{'Weight': 1.0}
6033.0,11503.0,{'Weight': 1.0}
6034.0,9150.0,{'Weight': 1.0}
6034.0,20166.0,{'Weight': 1.0}
6034.0,23536.0,{'Weight': 1.0}
6035.0,6036.0,{'Weight': 1.0}
6035.0,15889.0,{'Weight': 1.0}
6035.0,22948.0,{'Weight': 1.0}
6036.0,9540.0,{'Weight': 1.0}
6036.0,22781.0,{'Weight': 1.0}
6038.0,16025.0,{'Weight': 1.0}
33764.0,14279.0,{'Weight': 1.0}
6040.0,29340.0,{'Weight': 1.0}
6040.0,17408.0,{'Weight': 1.0}
6046.0,8438.0,{'Weight': 1.0}
6046.0,20483.0,{'Weight': 1.0}
6047.0,19629.0,{'Weight': 1.0}
6047.0,8442.0,{'Weight': 1.0}
6047.0,22354.0,{'Weight': 1.0}
6048.0,7807.0,{'Weight': 1.0}
6048.0,10766.0,{'Weight': 1.0}
6049.0,11664.0,{'Weight': 1.0}
6049.0,6919.0,{'Weight': 1.0}
6051.0,12345.0,{'Weight': 1.0}
6060.0,6061.0,{'Weight': 1.0}
6061.0,13202.0,{'Weight': 1.0}
6061.0,25583.0,{'Weight': 1.0}
6068.0,6069.0,{'Weight': 1.0}
6068.0,12610.0,{'Weight': 1.0}
6068.0,32318.0,{'Weight': 1.0}
6070.0,15375.0,{'Weight': 1.0}
6070.0,7185.0,{'Weight': 1.0}
6070.0,17533.0,{'Weight': 1.0}
6071.0,6373.0,{'Weight': 1.0}
6071.0,24337.0,{'Weight': 1.0}
6072.0,11667.0,{'Weight': 1.0}
6081.0,8660.0,{'Weight': 1.0}
6082.0,11704.0,{'Weight': 1.0}
6082.0,24387.0,{'Weight': 1.0}
6082.0,21629.0,{'Weight': 1.0}
6083.0,14335.0,{'Weight': 1.0}
6083.0,8114.0,{'Weight': 1.0}
6083.0,10622.0,{'Weight': 1.0}
6084.0,7252.0,{'Weight': 1.0}
6084.0,6707.0,{'Weight': 1.0}
6091.0,17832.0,{'Weight': 1.0}
6091.0,11432.0,{'Weight': 1.0}
6091.0,28227.0,{'Weight': 1.0}
6095.0,29888.0,{'Weight': 1.0}
6096.0,24973.0,{'Weight': 1.0}
6097.0,29526.0,{'Weight': 1.0}
6097.0,22946.0,{'Weight': 1.0}
6097.0,7185.0,{'Weight': 1.0}
6098.0,12126.0,{'Weight': 1.0}
6098.0,28815.0,{'Weight': 1.0}
6100.0,12904.0,{'Weight': 1.0}
6104.0,13100.0,{'Weight': 1.0}
6109.0,13119.0,{'Weight': 1.0}
6110.0,14979.0,{'Weight': 1.0}
6111.0,19859.0,{'Weight': 1.0}
6112.0,21609.0,{'Weight': 1.0}
6117.0,7111.0,{'Weight': 1.0}
6118.0,6846.0,{'Weight': 1.0}
6118.0,17990.0,{'Weight': 1.0}
6125.0,15527.0,{'Weight': 1.0}
6125.0,6303.0,{'Weight': 1.0}
6126.0,18102.0,{'Weight': 1.0}
6126.0,6671.0,{'Weight': 1.0}
6126.0,25891.0,{'Weight': 1.0}
6127.0,7545.0,{'Weight': 1.0}
6127.0,13556.0,{'Weight': 1.0}
6127.0,24380.0,{'Weight': 1.0}
6132.0,11667.0,{'Weight': 1.0}
6133.0,24482.0,{'Weight': 1.0}
6134.0,10081.0,{'Weight': 1.0}
6134.0,13212.0,{'Weight': 1.0}
6134.0,20112.0,{'Weight': 1.0}
1219.0,18341.0,{'Weight': 1.0}
6139.0,30766.0,{'Weight': 1.0}
6147.0,8429.0,{'Weight': 1.0}
6148.0,24987.0,{'Weight': 1.0}
6148.0,9710.0,{'Weight': 1.0}
6148.0,19420.0,{'Weight': 1.0}
6149.0,28961.0,{'Weight': 1.0}
6150.0,6919.0,{'Weight': 1.0}
6150.0,17123.0,{'Weight': 1.0}
6151.0,7040.0,{'Weight': 1.0}
6151.0,15385.0,{'Weight': 1.0}
6152.0,12109.0,{'Weight': 1.0}
6154.0,7845.0,{'Weight': 1.0}
6155.0,6156.0,{'Weight': 1.0}
6156.0,25342.0,{'Weight': 1.0}
6157.0,9859.0,{'Weight': 1.0}
6157.0,6531.0,{'Weight': 1.0}
6157.0,14036.0,{'Weight': 1.0}
6158.0,7031.0,{'Weight': 1.0}
6158.0,26911.0,{'Weight': 1.0}
6158.0,29188.0,{'Weight': 1.0}
6160.0,13788.0,{'Weight': 1.0}
6160.0,23809.0,{'Weight': 1.0}
6170.0,2734.0,{'Weight': 1.0}
6170.0,8419.0,{'Weight': 1.0}
6171.0,2734.0,{'Weight': 1.0}
6171.0,9611.0,{'Weight': 1.0}
6171.0,25606.0,{'Weight': 1.0}
6174.0,21716.0,{'Weight': 1.0}
6180.0,13153.0,{'Weight': 1.0}
6180.0,6780.0,{'Weight': 1.0}
6182.0,22899.0,{'Weight': 1.0}
6182.0,22871.0,{'Weight': 1.0}
6191.0,7883.0,{'Weight': 1.0}
6191.0,14502.0,{'Weight': 1.0}
6191.0,14415.0,{'Weight': 1.0}
6194.0,11449.0,{'Weight': 1.0}
6194.0,24282.0,{'Weight': 1.0}
6199.0,13398.0,{'Weight': 1.0}
6200.0,10059.0,{'Weight': 1.0}
6200.0,30150.0,{'Weight': 1.0}
6201.0,7870.0,{'Weight': 1.0}
6202.0,6732.0,{'Weight': 1.0}
6202.0,8472.0,{'Weight': 1.0}
6202.0,10142.0,{'Weight': 1.0}
6204.0,6707.0,{'Weight': 1.0}
6204.0,31318.0,{'Weight': 1.0}
6209.0,7511.0,{'Weight': 1.0}
6209.0,17516.0,{'Weight': 1.0}
6209.0,23128.0,{'Weight': 1.0}
6210.0,28821.0,{'Weight': 1.0}
6218.0,6219.0,{'Weight': 1.0}
6218.0,12970.0,{'Weight': 1.0}
6218.0,31846.0,{'Weight': 1.0}
6223.0,27864.0,{'Weight': 1.0}
6224.0,18545.0,{'Weight': 1.0}
6224.0,7971.0,{'Weight': 1.0}
6224.0,24541.0,{'Weight': 1.0}
6229.0,15315.0,{'Weight': 1.0}
6230.0,14634.0,{'Weight': 1.0}
6230.0,12300.0,{'Weight': 1.0}
6234.0,4470.0,{'Weight': 1.0}
6234.0,15179.0,{'Weight': 1.0}
6234.0,23014.0,{'Weight': 1.0}
6235.0,9866.0,{'Weight': 1.0}
6236.0,8840.0,{'Weight': 1.0}
6237.0,9436.0,{'Weight': 1.0}
6237.0,21066.0,{'Weight': 1.0}
6238.0,10247.0,{'Weight': 1.0}
6238.0,12986.0,{'Weight': 1.0}
6239.0,16893.0,{'Weight': 1.0}
6239.0,19999.0,{'Weight': 1.0}
6240.0,28991.0,{'Weight': 1.0}
6240.0,27537.0,{'Weight': 1.0}
6242.0,23912.0,{'Weight': 1.0}
6242.0,11973.0,{'Weight': 1.0}
6242.0,8597.0,{'Weight': 1.0}
6243.0,6922.0,{'Weight': 1.0}
6244.0,18144.0,{'Weight': 1.0}
6244.0,12778.0,{'Weight': 1.0}
6244.0,19827.0,{'Weight': 1.0}
6250.0,20459.0,{'Weight': 1.0}
6250.0,18243.0,{'Weight': 1.0}
6251.0,12181.0,{'Weight': 1.0}
6251.0,11840.0,{'Weight': 1.0}
6254.0,7398.0,{'Weight': 1.0}
6261.0,7535.0,{'Weight': 1.0}
6263.0,12277.0,{'Weight': 1.0}
6263.0,14389.0,{'Weight': 1.0}
6265.0,19278.0,{'Weight': 1.0}
6265.0,12432.0,{'Weight': 1.0}
6267.0,10950.0,{'Weight': 1.0}
6267.0,30611.0,{'Weight': 1.0}
6268.0,7245.0,{'Weight': 1.0}
6269.0,31226.0,{'Weight': 1.0}
6271.0,15744.0,{'Weight': 1.0}
6271.0,10014.0,{'Weight': 1.0}
6271.0,14649.0,{'Weight': 1.0}
6274.0,14775.0,{'Weight': 1.0}
6274.0,13489.0,{'Weight': 1.0}
6274.0,20256.0,{'Weight': 1.0}
1247.0,9882.0,{'Weight': 1.0}
1247.0,13092.0,{'Weight': 1.0}
1247.0,17021.0,{'Weight': 1.0}
6276.0,6277.0,{'Weight': 1.0}
6276.0,22112.0,{'Weight': 1.0}
6276.0,28489.0,{'Weight': 1.0}
6277.0,23921.0,{'Weight': 1.0}
6277.0,13141.0,{'Weight': 1.0}
6277.0,31701.0,{'Weight': 1.0}
6277.0,16079.0,{'Weight': 1.0}
6277.0,26270.0,{'Weight': 1.0}
6286.0,11789.0,{'Weight': 1.0}
6286.0,13680.0,{'Weight': 1.0}
6289.0,11221.0,{'Weight': 1.0}
6289.0,7166.0,{'Weight': 1.0}
6289.0,10433.0,{'Weight': 1.0}
6290.0,8148.0,{'Weight': 1.0}
6290.0,30408.0,{'Weight': 1.0}
6290.0,31388.0,{'Weight': 1.0}
6293.0,12111.0,{'Weight': 1.0}
6296.0,12623.0,{'Weight': 1.0}
6297.0,13802.0,{'Weight': 1.0}
6297.0,8764.0,{'Weight': 1.0}
6302.0,9017.0,{'Weight': 1.0}
6302.0,22435.0,{'Weight': 1.0}
6303.0,6304.0,{'Weight': 1.0}
6303.0,21265.0,{'Weight': 1.0}
6303.0,20610.0,{'Weight': 1.0}
6305.0,10879.0,{'Weight': 1.0}
6305.0,11263.0,{'Weight': 1.0}
6305.0,27669.0,{'Weight': 1.0}
6307.0,8502.0,{'Weight': 1.0}
6309.0,6652.0,{'Weight': 1.0}
6309.0,8954.0,{'Weight': 1.0}
6309.0,7060.0,{'Weight': 1.0}
6311.0,23690.0,{'Weight': 1.0}
6311.0,18545.0,{'Weight': 1.0}
6312.0,10372.0,{'Weight': 1.0}
6312.0,15687.0,{'Weight': 1.0}
6315.0,6552.0,{'Weight': 1.0}
6316.0,13546.0,{'Weight': 1.0}
6316.0,16174.0,{'Weight': 1.0}
6317.0,6877.0,{'Weight': 1.0}
6318.0,12498.0,{'Weight': 1.0}
6318.0,12164.0,{'Weight': 1.0}
6318.0,26619.0,{'Weight': 1.0}
6318.0,30230.0,{'Weight': 1.0}
6319.0,7827.0,{'Weight': 1.0}
6323.0,10424.0,{'Weight': 1.0}
6323.0,10373.0,{'Weight': 1.0}
6325.0,12702.0,{'Weight': 1.0}
6325.0,19892.0,{'Weight': 1.0}
6330.0,13783.0,{'Weight': 1.0}
6330.0,30432.0,{'Weight': 1.0}
6334.0,9989.0,{'Weight': 1.0}
6335.0,13826.0,{'Weight': 1.0}
6335.0,7145.0,{'Weight': 1.0}
6336.0,14210.0,{'Weight': 1.0}
6337.0,11378.0,{'Weight': 1.0}
6337.0,13328.0,{'Weight': 1.0}
6337.0,12437.0,{'Weight': 1.0}
6337.0,19160.0,{'Weight': 1.0}
6339.0,8942.0,{'Weight': 1.0}
6339.0,18265.0,{'Weight': 1.0}
6340.0,24605.0,{'Weight': 1.0}
6342.0,14352.0,{'Weight': 1.0}
6344.0,8608.0,{'Weight': 1.0}
6344.0,7576.0,{'Weight': 1.0}
6344.0,10938.0,{'Weight': 1.0}
6345.0,6504.0,{'Weight': 1.0}
6345.0,15326.0,{'Weight': 1.0}
6345.0,25529.0,{'Weight': 1.0}
6364.0,12030.0,{'Weight': 1.0}
6364.0,13040.0,{'Weight': 1.0}
6369.0,9324.0,{'Weight': 1.0}
6369.0,7543.0,{'Weight': 1.0}
6369.0,24542.0,{'Weight': 1.0}
6373.0,18443.0,{'Weight': 1.0}
6374.0,11984.0,{'Weight': 1.0}
6374.0,29788.0,{'Weight': 1.0}
6375.0,10506.0,{'Weight': 1.0}
6375.0,11451.0,{'Weight': 1.0}
6375.0,9146.0,{'Weight': 1.0}
6376.0,11010.0,{'Weight': 1.0}
6376.0,11633.0,{'Weight': 1.0}
6376.0,30493.0,{'Weight': 1.0}
6377.0,12332.0,{'Weight': 1.0}
6377.0,12213.0,{'Weight': 1.0}
6378.0,27035.0,{'Weight': 1.0}
6378.0,8971.0,{'Weight': 1.0}
6378.0,8097.0,{'Weight': 1.0}
6383.0,11146.0,{'Weight': 1.0}
6383.0,19300.0,{'Weight': 1.0}
6389.0,10518.0,{'Weight': 1.0}
6389.0,9421.0,{'Weight': 1.0}
6391.0,8591.0,{'Weight': 1.0}
6395.0,6396.0,{'Weight': 1.0}
6395.0,11911.0,{'Weight': 1.0}
6399.0,13102.0,{'Weight': 1.0}
6399.0,31447.0,{'Weight': 1.0}
6405.0,10388.0,{'Weight': 1.0}
6405.0,6552.0,{'Weight': 1.0}
6405.0,18612.0,{'Weight': 1.0}
6409.0,8401.0,{'Weight': 1.0}
6410.0,16499.0,{'Weight': 1.0}
6410.0,11992.0,{'Weight': 1.0}
6410.0,15221.0,{'Weight': 1.0}
6411.0,9950.0,{'Weight': 1.0}
6411.0,21344.0,{'Weight': 1.0}
6411.0,12508.0,{'Weight': 1.0}
6412.0,15292.0,{'Weight': 1.0}
6412.0,12107.0,{'Weight': 1.0}
6412.0,6755.0,{'Weight': 1.0}
6414.0,22596.0,{'Weight': 1.0}
6417.0,6667.0,{'Weight': 1.0}
6417.0,12322.0,{'Weight': 1.0}
6417.0,19674.0,{'Weight': 1.0}
6418.0,15281.0,{'Weight': 1.0}
6418.0,24276.0,{'Weight': 1.0}
6424.0,12041.0,{'Weight': 1.0}
6426.0,8091.0,{'Weight': 1.0}
6429.0,12617.0,{'Weight': 1.0}
6437.0,6438.0,{'Weight': 1.0}
6438.0,7989.0,{'Weight': 1.0}
6441.0,8591.0,{'Weight': 1.0}
6443.0,10841.0,{'Weight': 1.0}
6443.0,11117.0,{'Weight': 1.0}
6445.0,26439.0,{'Weight': 1.0}
6446.0,6447.0,{'Weight': 1.0}
6447.0,12054.0,{'Weight': 1.0}
6447.0,7394.0,{'Weight': 1.0}
6448.0,18767.0,{'Weight': 1.0}
6448.0,10157.0,{'Weight': 1.0}
6448.0,25102.0,{'Weight': 1.0}
6453.0,13030.0,{'Weight': 1.0}
6453.0,18953.0,{'Weight': 1.0}
6453.0,14582.0,{'Weight': 1.0}
6460.0,10226.0,{'Weight': 1.0}
6460.0,11714.0,{'Weight': 1.0}
6460.0,19513.0,{'Weight': 1.0}
6464.0,31468.0,{'Weight': 1.0}
6464.0,6540.0,{'Weight': 1.0}
6464.0,31181.0,{'Weight': 1.0}
6467.0,18532.0,{'Weight': 1.0}
6467.0,11746.0,{'Weight': 1.0}
6467.0,30097.0,{'Weight': 1.0}
6468.0,12791.0,{'Weight': 1.0}
6468.0,16704.0,{'Weight': 1.0}
6469.0,6539.0,{'Weight': 1.0}
6469.0,7537.0,{'Weight': 1.0}
6469.0,16102.0,{'Weight': 1.0}
6470.0,11122.0,{'Weight': 1.0}
6470.0,17615.0,{'Weight': 1.0}
6470.0,13888.0,{'Weight': 1.0}
6471.0,14991.0,{'Weight': 1.0}
6475.0,16967.0,{'Weight': 1.0}
6477.0,13046.0,{'Weight': 1.0}
6477.0,17499.0,{'Weight': 1.0}
6487.0,8140.0,{'Weight': 1.0}
6487.0,22446.0,{'Weight': 1.0}
6487.0,20825.0,{'Weight': 1.0}
6488.0,21438.0,{'Weight': 1.0}
6489.0,14258.0,{'Weight': 1.0}
6493.0,12233.0,{'Weight': 1.0}
6493.0,24779.0,{'Weight': 1.0}
6496.0,19458.0,{'Weight': 1.0}
6496.0,20805.0,{'Weight': 1.0}
6496.0,12914.0,{'Weight': 1.0}
6496.0,11497.0,{'Weight': 1.0}
6500.0,6612.0,{'Weight': 1.0}
6500.0,30308.0,{'Weight': 1.0}
6501.0,12377.0,{'Weight': 1.0}
6507.0,21246.0,{'Weight': 1.0}
6507.0,15619.0,{'Weight': 1.0}
6511.0,16603.0,{'Weight': 1.0}
6511.0,15357.0,{'Weight': 1.0}
6511.0,15089.0,{'Weight': 1.0}
6512.0,12874.0,{'Weight': 1.0}
6512.0,23840.0,{'Weight': 1.0}
6512.0,20336.0,{'Weight': 1.0}
6514.0,6515.0,{'Weight': 1.0}
6514.0,22533.0,{'Weight': 1.0}
6515.0,17224.0,{'Weight': 1.0}
6515.0,11196.0,{'Weight': 1.0}
6515.0,14095.0,{'Weight': 1.0}
6518.0,23310.0,{'Weight': 1.0}
6520.0,29081.0,{'Weight': 1.0}
6520.0,25745.0,{'Weight': 1.0}
6521.0,13841.0,{'Weight': 1.0}
6523.0,12127.0,{'Weight': 1.0}
6523.0,10218.0,{'Weight': 1.0}
6523.0,6732.0,{'Weight': 1.0}
6527.0,16924.0,{'Weight': 1.0}
6528.0,14279.0,{'Weight': 1.0}
6531.0,14389.0,{'Weight': 1.0}
6532.0,8035.0,{'Weight': 1.0}
6536.0,12085.0,{'Weight': 1.0}
6536.0,22544.0,{'Weight': 1.0}
6537.0,10277.0,{'Weight': 1.0}
6538.0,23911.0,{'Weight': 1.0}
6539.0,8005.0,{'Weight': 1.0}
6539.0,17413.0,{'Weight': 1.0}
6539.0,11972.0,{'Weight': 1.0}
6540.0,15380.0,{'Weight': 1.0}
6540.0,7422.0,{'Weight': 1.0}
6540.0,16472.0,{'Weight': 1.0}
6541.0,9231.0,{'Weight': 1.0}
6541.0,31132.0,{'Weight': 1.0}
6552.0,13353.0,{'Weight': 1.0}
6561.0,9352.0,{'Weight': 1.0}
6563.0,27190.0,{'Weight': 1.0}
6563.0,26203.0,{'Weight': 1.0}
6564.0,9158.0,{'Weight': 1.0}
6567.0,8947.0,{'Weight': 1.0}
6571.0,8498.0,{'Weight': 1.0}
6571.0,23426.0,{'Weight': 1.0}
6572.0,30867.0,{'Weight': 1.0}
6572.0,22771.0,{'Weight': 1.0}
6572.0,32382.0,{'Weight': 1.0}
6573.0,9199.0,{'Weight': 1.0}
6573.0,14134.0,{'Weight': 1.0}
6575.0,6576.0,{'Weight': 1.0}
6575.0,9925.0,{'Weight': 1.0}
6575.0,6748.0,{'Weight': 1.0}
6576.0,7457.0,{'Weight': 1.0}
6577.0,6578.0,{'Weight': 1.0}
6577.0,15725.0,{'Weight': 1.0}
6577.0,21243.0,{'Weight': 1.0}
6578.0,28273.0,{'Weight': 1.0}
6578.0,19305.0,{'Weight': 1.0}
6580.0,10963.0,{'Weight': 1.0}
6580.0,21208.0,{'Weight': 1.0}
6582.0,1866.0,{'Weight': 1.0}
6582.0,7541.0,{'Weight': 1.0}
6582.0,26608.0,{'Weight': 1.0}
6583.0,18857.0,{'Weight': 1.0}
6583.0,25288.0,{'Weight': 1.0}
6583.0,12678.0,{'Weight': 1.0}
6583.0,26865.0,{'Weight': 1.0}
6584.0,17577.0,{'Weight': 1.0}
6586.0,6587.0,{'Weight': 1.0}
6586.0,8289.0,{'Weight': 1.0}
6587.0,16697.0,{'Weight': 1.0}
6587.0,19357.0,{'Weight': 1.0}
6589.0,22380.0,{'Weight': 1.0}
6589.0,18715.0,{'Weight': 1.0}
6589.0,29454.0,{'Weight': 1.0}
6595.0,10220.0,{'Weight': 1.0}
6595.0,6645.0,{'Weight': 1.0}
6595.0,19723.0,{'Weight': 1.0}
6596.0,12903.0,{'Weight': 1.0}
6596.0,19299.0,{'Weight': 1.0}
6600.0,11643.0,{'Weight': 1.0}
6602.0,8266.0,{'Weight': 1.0}
6602.0,8267.0,{'Weight': 1.0}
6602.0,9965.0,{'Weight': 1.0}
6602.0,23893.0,{'Weight': 1.0}
6602.0,30917.0,{'Weight': 1.0}
6602.0,6603.0,{'Weight': 1.0}
6603.0,20755.0,{'Weight': 1.0}
6603.0,20756.0,{'Weight': 1.0}
6604.0,6896.0,{'Weight': 1.0}
6604.0,13908.0,{'Weight': 1.0}
6605.0,7115.0,{'Weight': 1.0}
6605.0,17251.0,{'Weight': 1.0}
6605.0,30280.0,{'Weight': 1.0}
6608.0,17336.0,{'Weight': 1.0}
6610.0,29453.0,{'Weight': 1.0}
6617.0,12951.0,{'Weight': 1.0}
6617.0,24143.0,{'Weight': 1.0}
6617.0,26330.0,{'Weight': 1.0}
6620.0,8158.0,{'Weight': 1.0}
6621.0,9071.0,{'Weight': 1.0}
6622.0,14280.0,{'Weight': 1.0}
6622.0,10471.0,{'Weight': 1.0}
6623.0,12454.0,{'Weight': 1.0}
6623.0,17271.0,{'Weight': 1.0}
6624.0,19664.0,{'Weight': 1.0}
6624.0,13078.0,{'Weight': 1.0}
6625.0,13033.0,{'Weight': 1.0}
6628.0,7212.0,{'Weight': 1.0}
6628.0,23436.0,{'Weight': 1.0}
6629.0,10441.0,{'Weight': 1.0}
6629.0,18424.0,{'Weight': 1.0}
6631.0,12193.0,{'Weight': 1.0}
6631.0,32751.0,{'Weight': 1.0}
6632.0,26068.0,{'Weight': 1.0}
6632.0,14334.0,{'Weight': 1.0}
6632.0,26202.0,{'Weight': 1.0}
6633.0,19780.0,{'Weight': 1.0}
6633.0,27714.0,{'Weight': 1.0}
6634.0,12820.0,{'Weight': 1.0}
6634.0,9508.0,{'Weight': 1.0}
6634.0,18375.0,{'Weight': 1.0}
6635.0,14374.0,{'Weight': 1.0}
6636.0,29069.0,{'Weight': 1.0}
6636.0,30375.0,{'Weight': 1.0}
6637.0,7083.0,{'Weight': 1.0}
6637.0,8186.0,{'Weight': 1.0}
6637.0,27050.0,{'Weight': 1.0}
6638.0,9883.0,{'Weight': 1.0}
6638.0,13446.0,{'Weight': 1.0}
6638.0,16871.0,{'Weight': 1.0}
1320.0,25634.0,{'Weight': 1.0}
1320.0,17910.0,{'Weight': 1.0}
6644.0,8051.0,{'Weight': 1.0}
6644.0,7012.0,{'Weight': 1.0}
6645.0,14249.0,{'Weight': 1.0}
6647.0,10288.0,{'Weight': 1.0}
6649.0,9412.0,{'Weight': 1.0}
6651.0,6652.0,{'Weight': 1.0}
6652.0,31809.0,{'Weight': 1.0}
6656.0,9442.0,{'Weight': 1.0}
6656.0,7093.0,{'Weight': 1.0}
6660.0,19573.0,{'Weight': 1.0}
6660.0,14238.0,{'Weight': 1.0}
6660.0,30396.0,{'Weight': 1.0}
6661.0,19829.0,{'Weight': 1.0}
6661.0,13570.0,{'Weight': 1.0}
6661.0,17400.0,{'Weight': 1.0}
6667.0,6893.0,{'Weight': 1.0}
6667.0,12070.0,{'Weight': 1.0}
6669.0,8151.0,{'Weight': 1.0}
6671.0,9230.0,{'Weight': 1.0}
6672.0,19361.0,{'Weight': 1.0}
6672.0,6803.0,{'Weight': 1.0}
6674.0,6675.0,{'Weight': 1.0}
6674.0,7308.0,{'Weight': 1.0}
6674.0,26726.0,{'Weight': 1.0}
6677.0,14414.0,{'Weight': 1.0}
6677.0,13058.0,{'Weight': 1.0}
6680.0,14428.0,{'Weight': 1.0}
6680.0,23112.0,{'Weight': 1.0}
6680.0,10428.0,{'Weight': 1.0}
6683.0,9421.0,{'Weight': 1.0}
6684.0,3826.0,{'Weight': 1.0}
6685.0,21363.0,{'Weight': 1.0}
6685.0,16631.0,{'Weight': 1.0}
6686.0,19610.0,{'Weight': 1.0}
6686.0,20879.0,{'Weight': 1.0}
6686.0,18054.0,{'Weight': 1.0}
6687.0,14097.0,{'Weight': 1.0}
6687.0,9816.0,{'Weight': 1.0}
6687.0,28789.0,{'Weight': 1.0}
6689.0,22011.0,{'Weight': 1.0}
6689.0,11149.0,{'Weight': 1.0}
6689.0,15842.0,{'Weight': 1.0}
6691.0,6770.0,{'Weight': 1.0}
6692.0,13897.0,{'Weight': 1.0}
6692.0,13431.0,{'Weight': 1.0}
6692.0,28219.0,{'Weight': 1.0}
6693.0,6694.0,{'Weight': 1.0}
6693.0,26873.0,{'Weight': 1.0}
6693.0,22042.0,{'Weight': 1.0}
6693.0,22882.0,{'Weight': 1.0}
6697.0,23545.0,{'Weight': 1.0}
6700.0,17507.0,{'Weight': 1.0}
6700.0,22271.0,{'Weight': 1.0}
6700.0,19879.0,{'Weight': 1.0}
6702.0,9830.0,{'Weight': 1.0}
6703.0,9392.0,{'Weight': 1.0}
6703.0,11733.0,{'Weight': 1.0}
6705.0,3857.0,{'Weight': 1.0}
6705.0,6706.0,{'Weight': 1.0}
6705.0,11636.0,{'Weight': 1.0}
6705.0,13222.0,{'Weight': 1.0}
6707.0,9903.0,{'Weight': 1.0}
6711.0,7866.0,{'Weight': 1.0}
