Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
0,1272454.59576377,196821.621245593,4.0,127609.3723398766
1,1272445.65285176,196530.332157284,4.0,170225.0832871503
2,1272798.19742812,229164.418078706,3.0,3162099.6129348874
3,1272804.96216413,229595.832927153,4.0,73627.9102861346
4,1281723.54604527,282410.519317225,3.0,82727.82026685282
6,1276842.76677626,227487.097628996,3.0,26244.15301748242
7,1258877.97200587,249895.359603941,4.0,1098858.2180182778
8,1258234.31478922,249910.516403958,4.0,1355868.2318122473
9,1283765.82739136,171798.862563968,4.0,127158.0
11,1280270.93772379,213065.492622226,4.0,2640347.707859748
12,1280456.64569198,212688.49274984,3.0,401795.4918110754
13,1267298.5883345,267152.063941613,3.0,43220.77939055071
14,1271933.94097924,224815.773914248,4.0,51987.52635697723
15,1271778.12037109,225078.95580253,4.0,210291.86011054105
16,1278954.31929043,265172.014723584,3.0,408248.02380128927
17,1278959.35634644,265833.102980256,5.0,608252.7120118963
18,1277381.21746482,215035.505424246,4.0,67816.15362124126
19,1277630.20780107,215030.022160232,3.0,89646.48435802857
21,1283809.09996741,261058.46521537,4.0,78039.88413772012
22,1262965.77060206,243687.401837572,3.0,71791.25040113757
23,1262421.63684151,243696.967469588,3.0,45371.11950247885
24,1267581.43787079,255034.246649206,4.0,356581.0613360891
25,1267586.72785479,255298.186041474,4.0,1505759.3303519357
26,1284988.93945661,243227.259757102,3.0,98497.93054597812
27,1285233.68665686,243221.913645104,3.0,28322.488114843087
28,1255456.75408237,196154.808572903,3.0,480106.378323004
29,1255595.16950652,195880.616572618,3.0,455826.04787756334
30,1263108.5517862,234405.380708069,3.0,70016.95306020378
31,1262935.07281002,234409.333796084,3.0,72593.25941355308
32,1255545.10429046,216954.681042209,3.0,25255.490774130973
33,1255265.38704218,216967.281426221,3.0,7444.955867259192
34,1258800.58698179,246142.062000096,4.0,975447.6365021789
35,1258809.9760378,246596.084016562,4.0,627119.5844431502
36,1279401.98706689,212638.938061789,4.0,1973585.251641064
37,1279694.18789919,212782.37543793,4.0,2967661.683559469
38,1274815.57855019,214267.166415453,4.0,350037.1310984977
39,1275137.33906253,214259.534863442,4.0,496421.8447897694
40,1278606.39973807,260543.99148684705,3.0,20259.763233512083
41,1278505.30936997,261207.579775527,3.0,6230.39130575923
42,1263738.66269885,193118.371449798,4.0,62743.61972411329
43,1263720.30877884,192449.732985109,4.0,962843.4629642202
44,1256988.76483594,256314.264378503,3.0,149709.04664762266
45,1256994.74377994,256567.370490775,3.0,92583.89376053616
46,1279509.896635,249937.870963976,4.0,198073.21001401937
47,1279510.548475,250601.042228654,4.0,249369.79424594212
48,1259622.40195863,247186.093681157,3.0,28605.312758124244
49,1259624.42359065,247281.280817255,3.0,5087.42583085861
50,1270588.07550587,248855.032242864,4.0,116616.22944162498
51,1270458.83204973,249104.497331128,4.0,176411.9313772546
52,1263328.80791444,257652.461179882,4.0,91822.98614910296
53,1263339.08772244,258310.205628559,4.0,168529.1500290518
55,1270761.20017804,281362.060756162,3.0,64324.64592594947
56,1271109.72933041,281358.539796159,3.0,177316.12377404253
57,1268277.31735949,172954.348773152,4.0,83823.53835059894
58,1267949.29604717,172956.300197154,4.0,31913.2793902888
59,1293112.80640893,186888.097779423,4.0,10138.662468728866
60,1292817.51437663,186607.558003128,4.0,94815.14943175064
61,1261062.79863212,189161.988277748,4.0,1018074.9577166148
62,1261055.6402321,188817.666101396,3.0,149418.61311474792
63,1272464.65771578,287260.426586196,3.0,9895025.563423406
64,1273788.08651714,287213.48905015,3.0,12649068.312435685
65,1272454.03409977,177834.82391414,3.0,532828.9078412448
67,1290300.04762205,166861.452190906,4.0,84777.99999999999
69,1291331.86477511,180568.431340948,3.0,347575.8843353265
71,1282213.24518177,271972.505034536,3.0,530420.5859202005
72,1282284.28767784,272235.421834812,3.0,109703.68023922046
73,1282715.23859029,233091.293474734,4.0,54791.56605346362
74,1282726.5535343,233531.437603176,4.0,749855.4549820537
75,1281281.27494082,226056.509979531,4.0,202835.79596227832
76,1281551.9082851,226047.25077951,4.0,130696.23598291472
77,1287215.17222689,201158.116866022,3.0,268884.99150413147
78,1287404.61177908,201153.593538031,3.0,184193.32483740585
79,1270277.30814555,258143.212860376,4.0,398837.0173962308
80,1270642.56068993,258133.419196367,3.0,580991.964609264
81,1280294.88581981,228275.444509804,4.0,125539.00874714988
82,1280580.68646009,228267.878237784,4.0,617486.1929098892
83,1278378.23845784,237799.906727552,5.0,459617.3597808544
84,1278804.12933828,237789.334567547,3.0,47965.89629471496
85,1272824.73246816,230863.305760443,4.0,280971.6087059962
86,1273064.5368204,230856.854368433,4.0,298114.1211910755
87,1281381.10514891,275680.326734334,4.0,153006.34784418307
88,1281742.18412529,275669.226702332,3.0,20468.97378855236
89,1266283.53726146,171371.195427522,4.0,355811.81290460244
90,1266257.47658943,170710.072738856,4.0,136510.87055876976
91,1275345.34392674,282544.803797364,3.0,117079.35758747609
92,1275752.38968715,282779.186837614,3.0,78672.59437027427
93,1264664.81015579,281906.94485271,3.0,63924.92795431092
94,1264668.0404918,282139.998484954,4.0,290712.7933293622
95,1264664.87082779,190436.459447056,4.0,584472.7259960222
96,1264659.03127579,189769.788918361,4.0,453480.5645349065
97,1277398.53695284,278181.299088895,4.0,302460.72370742296
98,1278429.63762589,278182.661904901,4.0,210113.1362557411
99,1273761.84018111,281094.578707889,3.0,134697.04440220466
101,1266971.44593416,229144.100254685,3.0,69050.35602151386
102,1267074.50084627,229257.475998804,3.0,396.2007952682044
103,1263215.73661831,233093.017890736,4.0,304461.7859259279
104,1263233.93437834,233406.478499055,4.0,296235.9325824427
105,1284175.52505578,256967.10431517696,3.0,670624.3253098138
106,1284180.06182379,257310.038331524,3.0,686706.65030167
107,1268687.03966393,176563.882920846,4.0,187453.8372536137
108,1268326.00491154,176567.896360844,3.0,43764.27470489511
109,1253666.65104054,238556.65130432,4.0,100936.54395748462
110,1253514.05622438,238559.390120327,3.0,7078.228685625318
112,1274103.81880547,210438.612683535,4.0,216581.10493126375
113,1276913.66789635,256953.11122717,4.0,303706.73673156626
114,1277566.93592902,256933.55941914,3.0,203942.80354597236
115,1257852.12694882,251724.168245807,4.0,45171.76981279309
116,1257580.66192454,251728.783733815,4.0,108979.80213470652
118,1270481.88644975,169648.417697757,4.0,148765.59584353375
119,1270458.24344173,168628.175008714,3.0,48933.7027604184
120,1255234.32931414,208599.474313647,4.0,492997.92919151805
121,1255208.59843412,207940.24071297,4.0,638791.6853269297
122,1265867.78743704,272818.187787414,3.0,807627.3315860945
123,1266470.73860565,272804.600203395,4.0,63260.71642231084
124,1265927.25674909,170723.599266857,4.0,184976.43814816195
125,1273840.2426132,190321.361590937,3.0,30422.804686102325
126,1274132.9129495,190311.40856692204,3.0,162060.01412146672
127,1269098.01617634,275415.660878062,3.0,26088.453781803484
