Node ID,Longitude,Latitude
0,-122.384863730144,47.6887435976678
1,-122.304711275917,47.6183597367883
2,-122.32041229422698,47.7039872006608
3,-122.37372279893002,47.66934326940051
4,-122.392456412359,47.5793959516778
5,-122.387721216103,47.6694057169524
6,-122.38771775201701,47.669091946230104
7,-122.32820688836098,47.6850435854652
8,-122.39632134721,47.6634125999997
9,-122.31877677057,47.7666683928356
10,-122.3282253298668,47.53201048840339
11,-122.32013906965601,47.6318118305218
12,-122.309073099935,47.6065988862892
13,-122.37402487867298,47.69070840989641
14,-122.40674974975173,47.64828837213929
15,-122.335145037275,47.7749180161574
16,-122.297772577427,47.624328093141706
17,-122.319127548026,47.6323602099498
18,-122.281441831768,47.463449518932
19,-122.28543873272999,47.708718770973725
20,-122.33103175480899,47.5518267460783
21,-122.27748094972651,47.6523337240977
22,-122.320288643926,47.5318657339142
23,-122.32022488890702,47.531472209968
24,-122.26682117164,47.4687110448896
25,-122.26682051069866,47.468724212352534
26,-122.329724985626,47.6401603173808
27,-122.369993389579,47.5472338452511
28,-122.297170815831,47.4887763611529
29,-122.288453664662,47.7711905725501
30,-122.2827840730375,47.53481667534295
31,-122.28266426478167,47.53426699736503
32,-122.39557370347798,47.6486614094916
33,-122.336718563857,47.5744335166959
34,-122.34880321643,47.7732053829851
35,-122.34868892573802,47.7732053735194
36,-122.283370225182,47.6123019376067
37,-122.28864324585766,47.501636274671064
38,-122.308029646369,47.586353888831205
39,-122.311088752356,47.6902818644827
40,-122.304085416144,47.7701469936155
41,-122.32857919836401,47.4627957700055
42,-122.291948495804,47.4650787853633
43,-122.291854141431,47.4650768142272
44,-122.352574134175,47.5136796786281
45,-122.34923651980368,47.53376525966337
46,-122.323150988599,47.6247996868787
47,-122.356560012695,47.6286786752883
48,-122.280866489262,47.5518888637165
49,-122.312648642573,47.7320319278491
50,-122.36056208317966,47.63200371879861
51,-122.390768542466,47.6849937810139
52,-122.312003463902,47.62255358902373
53,-122.31526182289501,47.7105108080011
54,-122.288308366004,47.62608540405879
55,-122.333602179516,47.622242345941
56,-122.32331146928898,47.6759290507592
57,-122.323289357926,47.6759850901452
58,-122.24217129156865,47.49671726627787
59,-122.387518970869,47.693378368209196
60,-122.337413697827,47.6477226241553
61,-122.261920044725,47.488438454602
62,-122.27872244746901,47.468660904727095
63,-122.27873966558602,47.468666791263054
64,-122.350669205643,47.6374449658609
65,-122.336700648609,47.6504312404648
66,-122.354187545529,47.7341458574424
67,-122.34705545815935,47.617338067768706
68,-122.34709726787298,47.617320830905406
69,-122.34613160509765,47.616801709772965
70,-122.355532845009,47.6589129853775
71,-122.283790177439,47.5617430625908
72,-122.275684367022,47.65772720934556
73,-122.325678919138,47.5238762388006
74,-122.277182464304,47.6369972636245
75,-122.283643981038,47.5258971344005
76,-122.328143617948,47.5364836367877
77,-122.320746364327,47.6242060847103
78,-122.320726400615,47.6242049806258
79,-122.331954551587,47.5549708381105
80,-122.36669562866298,47.7647369720103
81,-122.36667489992479,47.76444307191054
82,-122.341265750163,47.4829987092521
83,-122.341801841382,47.4829813833002
84,-122.33980395296767,47.50448757351779
85,-122.259262193075,47.516841938869995
86,-122.26204526270702,47.67493203913569
87,-122.32413796023802,47.6589022117601
88,-122.347227322768,47.7722508387612
89,-122.282827336853,47.76471704320547
90,-122.336406312772,47.77059434604829
91,-122.26768199492399,47.5460980020708
92,-122.34502630231468,47.738034620574574
93,-122.283388637115,47.47637821416605
94,-122.283458819193,47.4774000346841
95,-122.324530332328,47.6812718397891
96,-122.316693892936,47.5634545566124
97,-122.38867322222801,47.57667015461541
98,-122.26804063833856,47.67592735403912
99,-122.26805163246233,47.67591745699184
100,-122.38503213181302,47.5852989547067
101,-122.308077902678,47.63234617207829
102,-122.29955476977598,47.5208254900605
103,-122.27164855241033,47.6572642817543
104,-122.32413635278199,47.74355183835627
105,-122.253299645756,47.5053026523204
106,-122.23025390135666,47.48953306562717
107,-122.34658593736431,47.7740911968998
108,-122.344729113673,47.6642506940134
109,-122.39564330227601,47.5575328256987
110,-122.323977185121,47.4668903952115
111,-122.36488600221499,47.640338380862694
112,-122.291569495493,47.56072324337689
113,-122.350950592714,47.7555593853645
114,-122.35094718899,47.75526282845019
115,-122.369202310853,47.663740932808764
116,-122.368689656765,47.663745619523
117,-122.28735585648788,47.467835907604595
118,-122.2809187450558,47.54070516914138
119,-122.327190425189,47.466984102386
120,-122.316699725571,47.6221978846809
121,-122.316704926393,47.6221466978087
122,-122.361016100839,47.7216998999323
123,-122.366206794316,47.6495041287936
124,-122.31560927131402,47.5120427201924
125,-122.34582843189077,47.64943968321164
126,-122.375620863035,47.6753686692976
127,-122.30518529692122,47.76293180446794
128,-122.370867037545,47.54742358343867
129,-122.304285947084,47.5158874685748
130,-122.223111981239,47.4930604704399
131,-122.323842437712,47.5984931494198
132,-122.277212827161,47.6348265552059
133,-122.277216622193,47.63462576902149
134,-122.35047347738639,47.7322674028188
135,-122.36263375781,47.52107075204
136,-122.36227998712802,47.5210707685066
137,-122.35011777070567,47.5068684291355
138,-122.295988287218,47.6939088232667
139,-122.38342719810376,47.560456851417676
140,-122.32665414602998,47.5327418908426
141,-122.3234907392245,47.61968040200005
142,-122.35533113889399,47.6670175060473
143,-122.32996873344733,47.741490594019695
144,-122.31282406385527,47.619392293630824
145,-122.291058445827,47.57101655298461
146,-122.34964916267518,47.64110673295662
147,-122.370587191481,47.6630187852299
148,-122.30386717298,47.6395750761105
149,-122.254829736665,47.4920389205092
150,-122.325556818846,47.5304922196055
151,-122.34264099153602,47.7032769139178
152,-122.283368166675,47.54381955957481
153,-122.366340495744,47.6672351062993
154,-122.36672508907,47.6672275486356
155,-122.3546321293984,47.63096242503119
156,-122.415321610056,47.5760176793968
157,-122.27340967752366,47.65675283046087
158,-122.406248434885,47.6752942114823
159,-122.321221937501,47.6231605394897
160,-122.265280949342,47.6866327320358
161,-122.326794710662,47.6219530422567
162,-122.345160073115,47.7268492911354
163,-122.32344583135098,47.657055041733
164,-122.35139966712244,47.65036576364381
165,-122.355131820201,47.5273849859347
166,-122.30142990666,47.70573684407187
167,-122.32557126533702,47.5415095905499
168,-122.317953569736,47.68021292259831
169,-122.26777270555334,47.4640242691657
170,-122.28139833225521,47.53779879726852
171,-122.293628426184,47.4936867502181
172,-122.392891735964,47.64316086631461
173,-122.28546107248826,47.601780264211385
174,-122.345164771502,47.6218574929743
175,-122.382410053145,47.5484359852475
176,-122.320555573671,47.7058770802208
177,-122.320540762375,47.7053083226127
178,-122.35854985209,47.7605117320088
179,-122.321828684178,47.649986178212295
180,-122.322957710353,47.626816669409
181,-122.380079966353,47.6887708386046
182,-122.382173273078,47.5664516476522
183,-122.28153493416,47.4939335541306
184,-122.258994048553,47.6737937279954
185,-122.306110095754,47.4887129113732
186,-122.227884078339,47.49906932001621
187,-122.331809299789,47.7461689371703
188,-122.375359368595,47.6752111758093
189,-122.298848518439,47.6152601265216
190,-122.33352974893667,47.50042504295116
191,-122.289181672762,47.6626477933155
192,-122.245432643949,47.4921855382579
193,-122.245421457547,47.4921804167409
194,-122.3034960026105,47.6130831269248
195,-122.262729934199,47.5201110913641
196,-122.27021698743299,47.658076128694766
197,-122.27008451263934,47.6580517737547
198,-122.30830975822539,47.75537473622982
199,-122.346272048794,47.4938758557816
200,-122.307799991292,47.7048379751879
201,-122.307088480227,47.7048136086089
202,-122.28542687487649,47.47429092556405
203,-122.335810519892,47.603971985896386
204,-122.33627127530887,47.60378156444988
205,-122.33667131590283,47.60359219303455
206,-122.336637792761,47.60357823873984
207,-122.282816240285,47.704644758045
208,-122.334038461553,47.5673829357876
209,-122.320219195386,47.6359025885694
210,-122.341962707647,47.4614442479289
211,-122.267084741456,47.5425028176665
212,-122.27223245981675,47.65805345718325
213,-122.283931416806,47.4786811920809
214,-122.29988818885933,47.608071134846874
215,-122.319077878052,47.6371457325911
216,-122.410921216747,47.5721845230208
217,-122.362730630025,47.6223266174383
218,-122.339325894927,47.4597913944796
219,-122.320816965339,47.6209840664318
220,-122.349642257504,47.642328402458396
221,-122.35832151486902,47.7214765628565
222,-122.376935928791,47.667943132187
223,-122.37679391043599,47.66794462409257
224,-122.360870888575,47.7068859946634
225,-122.306430264421,47.54102204699981
226,-122.34990264612841,47.49829737854458
227,-122.38441253164301,47.5793456376816
228,-122.325475142907,47.530504825193795
229,-122.35539590957666,47.715559418952864
230,-122.398402170088,47.690533972487096
231,-122.384527092487,47.5137269383065
232,-122.379231304523,47.5812124041744
233,-122.31946766662033,47.53096281333427
234,-122.33618436387134,47.655530892968805
235,-122.27531649477199,47.5512434675241
236,-122.31372503584856,47.67556144028169
237,-122.313706101164,47.6755607255575
238,-122.278999165666,47.767150863742394
239,-122.26710778645368,47.54365897465623
240,-122.362886568136,47.6432793807371
241,-122.36485024507432,47.712003654829495
242,-122.368276416882,47.6268079769299
243,-122.368257310607,47.6268116259763
244,-122.368206942251,47.6267863623122
245,-122.32316670453501,47.5187805614102
246,-122.326609851152,47.6822421445785
247,-122.398297538698,47.6751053165112
248,-122.398305534715,47.67480266308231
249,-122.305038755579,47.4993551956568
250,-122.31665013575599,47.578979753001704
251,-122.379026638307,47.6723231705738
252,-122.325488877273,47.6112685879909
253,-122.325468894927,47.61126909051795
254,-122.31261574694356,47.72930152901083
255,-122.301663050633,47.5731242568609
256,-122.338811135254,47.6997544874468
257,-122.325520676233,47.6656596890214
258,-122.30568827812333,47.572782688298595
259,-122.326330937351,47.7335998434828
260,-122.288527938588,47.4664950126328
261,-122.28851165420551,47.46648743207355
262,-122.35879534598799,47.744978084212
263,-122.387268195738,47.5786337936023
264,-122.313001845785,47.59522472228927
265,-122.404071291528,47.57079020204209
266,-122.324076829739,47.7594954441473
267,-122.400132039886,47.6648457171187
268,-122.279513847058,47.5569954992935
269,-122.34861997257,47.47393079925039
270,-122.37381880328,47.5490358378548
271,-122.34152691979098,47.5645361313855
272,-122.341998880434,47.5645380919951
273,-122.334998335676,47.5959649552002
274,-122.289358907455,47.71912049090779
275,-122.28123192922965,47.65801435382633
276,-122.295947564283,47.692330964517
277,-122.40870424623267,47.5792036085818
278,-122.270232654191,47.6787311918045
279,-122.37254942017366,47.54682413672063
280,-122.318073111492,47.4921386455975
281,-122.28125284958769,47.46460484113097
282,-122.30214932501,47.4824123691039
283,-122.326117373862,47.63391092905673
284,-122.343424547919,47.7069220722122
285,-122.25614206294,47.4956190276892
286,-122.310628231829,47.6244062610723
287,-122.341760608673,47.5264596652115
288,-122.26734102416201,47.5354996033154
289,-122.28185827955042,47.53332635746311
290,-122.282779048183,47.566197428421994
291,-122.282774425397,47.5658856143248
292,-122.296974760558,47.7228223927835
293,-122.33684866039899,47.68567705075261
294,-122.336480627906,47.685583529907
295,-122.283556086548,47.5358993362398
296,-122.293856126324,47.73660124940554
297,-122.3041208473268,47.69228253226542
298,-122.304130610637,47.6920592875264
299,-122.355436106712,47.6788452457101
300,-122.35543993178152,47.678856762256004
301,-122.388601759602,47.6377418218265
302,-122.357710641009,47.5071755014708
303,-122.36393374898,47.7755925314464
304,-122.335518553219,47.5264479458243
305,-122.375456341389,47.6868362020954
306,-122.404053547452,47.5707838379545
307,-122.36182876647,47.5536906548272
308,-122.26336685408,47.6794397152599
309,-122.281949375241,47.5662474440082
310,-122.285998919726,47.4704621094103
311,-122.30490341643099,47.46539368138883
312,-122.37311655966249,47.54289858417715
313,-122.25808010123501,47.6724654951749
314,-122.354519527339,47.647689014263
315,-122.29212782367613,47.718609425199666
316,-122.267497664048,47.4992127214668
317,-122.267658690815,47.4992078183159
318,-122.267786860731,47.49920391510741
319,-122.359294541524,47.6193671872849
320,-122.307463605642,47.61847228022
321,-122.28837744933101,47.73460890423383
322,-122.297003403193,47.4760677584155
323,-122.369838793561,47.54328738924
324,-122.357632879236,47.6197055676573
325,-122.35761572096725,47.619699682257924
326,-122.284685208027,47.6667294756677
327,-122.28449978258202,47.4871655646489
328,-122.353064054188,47.679634263263
329,-122.352818036338,47.6796318233949
330,-122.30655465039,47.6693941319924
331,-122.357981658435,47.7632858508919
332,-122.353521374807,47.7233391063638
