Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
8192.0,1281051.03692459,223449.332440853,3.0,1105831.6568574558
14337.0,1280312.86777182,219542.17979686,3.0,1457.684067742293
16391.0,1279221.2783947,222017.872023389,4.0,2225931.797938517
4105.0,1279295.27890678,227015.669148505,4.0,295673.1479160241
4106.0,1279306.8629068,227449.85097295,4.0,231245.19280833832
12.0,1280456.64569198,212688.49274984,3.0,401795.4918110754
2062.0,1278015.37170547,221035.307734385,4.0,1338234.291682309
14352.0,1279177.72665066,225217.05724266203,3.0,50602.59470036267
6161.0,1279005.90943448,228309.574365839,4.0,172075.36487647414
10259.0,1280173.04524368,212549.112397701,3.0,1483868.3910102851
8212.0,1280140.43340364,218811.258388102,3.0,47919.68574611882
12315.0,1275906.77029531,218141.27643542,4.0,149778.47151047725
14363.0,1281315.61510085,226959.964828447,4.0,33753.45060882371
2080.0,1279493.97964299,221578.361750945,4.0,207039.6364832488
16417.0,1278415.60447387,215379.278352588,4.0,205937.17051417156
36.0,1279401.98706689,212638.938061789,4.0,1973585.251641064
37.0,1279694.18789919,212782.37543793,4.0,2967661.683559469
4132.0,1280110.96037962,218427.438611716,4.0,582696.798615559
4135.0,1281634.25420518,228269.394973785,3.0,202353.2650143144
2087.0,1282044.9335016,233409.235427052,3.0,87420.7388944709
16428.0,1279397.64581889,222898.616984293,4.0,1067389.9481028768
12334.0,1278867.47436234,222910.33941631,4.0,871353.3008760455
4146.0,1278959.89637844,226521.796123996,4.0,358551.9263089258
10290.0,1281425.74316496,229605.878495157,4.0,123198.82450080168
10291.0,1281432.36716497,229761.281759322,1.0,0.0
8250.0,1280138.05055565,218755.723028049,3.0,77885.30449606877
8251.0,1280395.74623591,218748.002900034,4.0,110106.28109472932
8262.0,1276995.47314443,221114.848598465,3.0,28897.986215246103
8263.0,1277035.17055246,220840.693270177,3.0,14581.757040146793
12360.0,1279767.68876326,218016.961043298,3.0,103189.45158666608
73.0,1282715.23859029,233091.293474734,4.0,54791.56605346362
12362.0,1274321.97029369,221479.370518833,4.0,3693853.6674070014
74.0,1282726.5535343,233531.437603176,4.0,749855.4549820537
4172.0,1279639.16505113,223829.16533725,3.0,323057.0090047642
76.0,1281551.9082851,226047.25077951,4.0,130696.23598291472
2125.0,1282252.57945381,225584.054555044,3.0,22109.22576260321
2124.0,1282238.81177379,225200.412250653,3.0,21594.236374200427
12361.0,1282581.59353414,234414.695012078,3.0,2496920.287981849
20564.0,1282126.76735768,223345.77685675,3.0,67147.24796890815
20565.0,1282253.46034981,223350.264408752,1.0,0.0
18520.0,1281619.40454116,221012.51119035497,3.0,54650.06402040028
14426.0,1279918.59167542,218817.596948117,1.0,0.0
16475.0,1279072.45554656,219863.995093182,3.0,159375.09720116667
20571.0,1281318.77586885,221759.11663112,1.0,0.0
18526.0,1283001.11078258,231784.23273739204,3.0,73824.87052337948
16484.0,1279900.4138834,225201.436506644,4.0,753509.5194251245
20581.0,1281156.92057268,223535.53109695,1.0,0.0
2155.0,1284145.14489575,235254.782244951,3.0,160.4033264980634
2162.0,1279661.84313115,219854.39406918,4.0,388692.0934022663
14450.0,1279044.13081053,214101.85735929,3.0,135961.5667816326
2164.0,1280182.7811157,224170.02357760104,3.0,62231.07934911724
20600.0,1280401.54642792,232609.470242232,1.0,0.0
136.0,1281508.38476504,224727.104474157,3.0,42547.61408008333
144.0,1277236.76600868,218106.060627386,4.0,481001.1417247084
14485.0,1278744.76594622,213216.016910374,3.0,140494.64772387352
14486.0,1278731.1852102,212833.437965989,3.0,84778.0
10400.0,1278598.58316207,222625.892824009,4.0,667970.8543892974
8353.0,1280163.61119567,223574.923032984,3.0,84516.55802304142
10414.0,1283598.69651119,236488.174118206,4.0,278286.3835478717
4274.0,1276967.01682439,217865.317651138,4.0,340309.4970904733
4275.0,1277208.46911265,217862.934163138,5.0,1755465.7368899663
2235.0,1277772.29804122,217336.707858592,4.0,149915.7921764196
2236.0,1278094.29247355,217328.419154584,4.0,237554.92501155185
16576.0,1278032.9480895,222058.196759433,4.0,1274506.5186519024
4294.0,1280867.9654364,228970.289246514,3.0,1206527.5504559511
4295.0,1281203.84562874,228962.370590508,4.0,486698.0047520136
10440.0,1283043.99225461,232641.98793827,3.0,81747.4763235355
8394.0,1280672.16166019,221047.676822394,4.0,52974.701216165085
6347.0,1280628.72838014,219887.609877214,5.0,115397.11136446612
16593.0,1279379.03961086,214395.122831583,4.0,561619.909527757
12497.0,1276747.53631218,220342.95675768,3.0,106746.28959000712
2264.0,1279923.52505143,216050.001105279,4.0,83239.6652127436
16602.0,1277741.39980119,216104.01704134,4.0,254186.83192140836
4316.0,1276806.42008823,217359.872850627,4.0,270353.1733972381
8413.0,1281781.39993332,228948.650142491,3.0,33812.15040563631
222.0,1278720.35884219,228743.301854283,4.0,57611.35170123558
20703.0,1272290.83691561,223149.309080541,3.0,2349317.1841672626
2272.0,1280709.66226824,215323.429072529,4.0,54743.5936802559
8419.0,1279850.08882736,222888.612440288,4.0,791205.6631611274
16612.0,1282518.58809409,230447.846624017,3.0,2168071.317187643
16616.0,1279222.9637707,213439.516494602,3.0,607366.7054825026
10473.0,1280654.98060417,218739.101012036,4.0,52039.26070091175
10474.0,1280631.96492416,218413.402835697,4.0,306080.8932727532
20717.0,1274097.58949345,218742.66306003896,3.0,84368.86710869907
6382.0,1282127.06886168,226909.321564391,4.0,79662.82605415494
6383.0,1282143.1846377,227349.349212855,4.0,70271.42273381184
10480.0,1278875.76300235,223275.284568682,4.0,1094837.6182598933
4340.0,1277442.68716088,217041.366546288,4.0,131321.96164790966
245.0,1279089.24946657,219611.869652927,3.0,257574.5376773813
12534.0,1280485.427772,217131.989074379,1.0,0.0
14581.0,1280775.97279629,232686.806434318,1.0,0.0
20724.0,1274026.74219738,218743.766036034,1.0,0.0
16640.0,1278025.18239348,216171.413265407,3.0,115258.24290909692
16641.0,1275396.98616679,220843.87765418,3.0,141917.23089908616
20738.0,1278714.87589818,212821.684749976,1.0,0.0
16642.0,1275457.77803886,220717.93237406,4.0,116449.19460687396
6401.0,1283264.05446285,234836.913316518,3.0,628186.7817932364
4357.0,1279865.50681137,213661.064590827,3.0,187096.7144108517
10501.0,1279502.83692299,219110.623572409,4.0,1052593.0950055209
20744.0,1282943.21555051,231309.326880902,3.0,42728.38095238095
20745.0,1282923.5072625,230500.87836808,3.0,126684.76075036074
20747.0,1283069.23827064,231523.32412912,1.0,0.0
16654.0,1277041.42450447,218169.69992345604,3.0,2799026.679312346
12561.0,1275423.78699882,221455.258966818,4.0,2105008.193406707
274.0,1280150.64466766,219085.027476385,4.0,311415.9608168653
16664.0,1281579.83474912,220787.596950129,3.0,312133.65724585945
6425.0,1276146.27704756,219987.21173331104,3.0,310667.39765136567
16667.0,1279423.87218691,224545.915545985,4.0,421717.52531286905
12572.0,1282918.0942065,233965.784163624,4.0,22572.807122325
16674.0,1279568.27871506,225208.573338658,4.0,122045.77993925632
294.0,1278595.84197806,221615.352854982,4.0,2091672.365131053
4398.0,1284487.1324161,235677.935589373,3.0,21516.498663480128
4405.0,1280304.87436381,219409.114772722,3.0,33006.59868520527
6464.0,1283079.70604666,233961.422627613,4.0,75922.8625769071
6465.0,1283419.714559,233952.246819615,4.0,134345.98802865404
8529.0,1274585.67845395,219300.726548612,3.0,120469.75687422746
8530.0,1274574.89400595,218734.18242003,4.0,199568.6491307519
14675.0,1283612.73126321,237069.98429480204,3.0,115423.26433560815
16728.0,1279437.68677893,225211.40994666505,3.0,1337.4891538411666
2399.0,1273039.87966837,221813.514519185,4.0,146505.49825653917
2400.0,1273033.12939636,221507.620118871,4.0,135271.69211610293
12641.0,1280412.86559592,221972.650967345,3.0,47213.36871329021
12642.0,1280411.66450793,221955.961751327,3.0,20973.12132166211
6500.0,1280160.34937167,219412.577044725,4.0,201868.4155341776
358.0,1276039.51608744,220853.143062204,3.0,148785.92238907146
359.0,1276350.46463177,220846.391766191,4.0,144966.90890861265
14700.0,1281276.99442881,221023.25295037,4.0,3609300.903876476
8558.0,1278912.21996239,222030.7384554,4.0,1837543.9387060532
16756.0,1274459.60158983,220302.725845635,5.0,3987351.493416445
10615.0,1280112.45311561,221984.208407357,4.0,62948.57681065887
6539.0,1280460.10335597,215895.085713118,4.0,71464.10116601046
2446.0,1277146.78783259,217561.984274819,4.0,833246.0445946009
16783.0,1278023.57343347,222928.866264328,4.0,936946.6607943708
10643.0,1280965.99833249,224145.245721564,4.0,261134.9728534456
8597.0,1274869.55743025,219295.958868608,3.0,62790.37064230036
6556.0,1281576.18412511,220696.766102031,4.0,398088.0619138684
14750.0,1279960.99839546,231115.251488701,3.0,3425726.226915916
10656.0,1280337.09605984,229632.536927193,4.0,155765.72894634932
2465.0,1277733.07205719,219793.734101117,3.0,38501.71710014577
6560.0,1277017.55154444,220331.233365655,4.0,67538.69797253121
16808.0,1283362.00633495,234394.45290006703,5.0,877228.4511651589
14761.0,1281576.08146912,221013.80155836,5.0,337977.345506902
16813.0,1278982.92453846,215920.98856115303,3.0,252825.25406428
6577.0,1279656.39762715,215358.62619257,3.0,25404.18082285148
12725.0,1276614.50770403,219685.612245008,5.0,498497.2663550499
2486.0,1278612.46469808,222042.600023419,4.0,1489208.4841585949
12729.0,1280796.00198032,226980.073692471,4.0,446973.2659013501
10684.0,1280283.58994779,227849.585437357,4.0,128926.88780534404
4542.0,1282082.37273364,225607.544347063,4.0,75085.53174988746
2499.0,1282396.60473396,226898.972188383,3.0,9730.729482799785
10692.0,1281008.09305254,225644.292635098,4.0,238751.4373846035
12741.0,1281234.88396476,230480.104096055,3.0,535666.7186999908
8645.0,1279078.10418656,231754.910305366,4.0,103834.06460868336
6600.0,1280440.98892395,214849.176400051,4.0,156369.75122146285
6601.0,1280431.67199595,214374.606799558,4.0,273392.7697698933
6614.0,1279594.53420308,231177.770400763,3.0,191610.79408618365
12759.0,1279899.6658514,215340.282064557,4.0,108600.39136520964
4572.0,1280029.57074754,217494.338770762,3.0,19545.075650906136
6623.0,1282422.47705398,225578.13429904,3.0,46681.74463632341
8673.0,1282047.16153359,233127.005986765,4.0,3913293.502861554
14818.0,1281297.89004484,226500.226907983,4.0,269020.8452186046
