num_nodes_removed,actually_removed,num_components,num_communities,num_nontrivial_communities,modularity,component_sizes_json,community_sizes_json
1,[10622],3,121,120,0.977555240022658,"[9522, 6567, 1]","[266, 263, 249, 243, 242, 234, 232, 228, 225, 223, 212, 206, 192, 186, 181, 179, 179, 178, 177, 177, 174, 173, 173, 170, 170, 169, 165, 164, 161, 160, 160, 156, 156, 153, 152, 151, 148, 147, 146, 146, 146, 143, 142, 141, 141, 139, 137, 136, 136, 135, 134, 134, 133, 131, 130, 129, 127, 127, 126, 125, 122, 121, 121, 121, 120, 120, 119, 118, 117, 117, 116, 116, 115, 115, 115, 113, 113, 113, 112, 110, 109, 109, 108, 108, 107, 106, 106, 106, 105, 105, 104, 99, 99, 99, 98, 96, 95, 94, 94, 94, 93, 91, 90, 90, 90, 88, 87, 87, 86, 86, 84, 82, 81, 73, 64, 62, 58, 58, 55, 51, 1]"
