network,baseline_modularity,baseline_num_communities,baseline_num_nontrivial_communities,baseline_community_sizes_json
power,0.9779507379899673,115,115,"[323, 277, 266, 262, 240, 234, 219, 216, 215, 213, 207, 206, 204, 198, 196, 185, 183, 183, 180, 178, 177, 177, 174, 174, 173, 173, 172, 172, 170, 170, 169, 169, 168, 166, 165, 165, 164, 160, 159, 159, 158, 157, 157, 156, 155, 151, 148, 147, 146, 145, 145, 143, 143, 143, 140, 138, 138, 138, 136, 134, 133, 133, 128, 127, 126, 125, 125, 125, 124, 124, 123, 122, 121, 121, 119, 119, 116, 111, 110, 108, 107, 104, 104, 104, 102, 102, 101, 99, 97, 96, 95, 92, 91, 91, 91, 91, 91, 88, 87, 86, 86, 82, 81, 81, 75, 74, 74, 73, 73, 66, 63, 61, 60, 54, 50]"
