Source,Target,Weight
12288.0,8552.0,1.0
12288.0,12289.0,1.0
12288.0,13687.0,1.0
14344.0,6054.0,1.0
14344.0,13907.0,1.0
14344.0,14346.0,1.0
14344.0,16228.0,1.0
4106.0,10200.0,1.0
4106.0,4857.0,1.0
14346.0,16979.0,1.0
14346.0,17093.0,1.0
14346.0,16246.0,1.0
14358.0,2795.0,1.0
16427.0,9039.0,1.0
16427.0,15751.0,1.0
16427.0,18087.0,1.0
16431.0,16432.0,1.0
16431.0,18740.0,1.0
16432.0,9608.0,1.0
16459.0,11126.0,1.0
16459.0,11471.0,1.0
16459.0,16155.0,1.0
18508.0,307.0,1.0
18511.0,7481.0,1.0
14415.0,8109.0,1.0
14415.0,14267.0,1.0
2137.0,2138.0,1.0
2137.0,5832.0,1.0
2137.0,5186.0,1.0
2137.0,11624.0,1.0
2138.0,7823.0,1.0
2138.0,5849.0,1.0
2138.0,7548.0,1.0
16488.0,16207.0,1.0
16488.0,16489.0,1.0
16488.0,18018.0,1.0
18537.0,14299.0,1.0
16489.0,22341.0,1.0
126.0,127.0,1.0
126.0,12259.0,1.0
126.0,5932.0,1.0
126.0,2778.0,1.0
14463.0,13284.0,1.0
14463.0,16228.0,1.0
14463.0,15031.0,1.0
127.0,5964.0,1.0
127.0,1247.0,1.0
127.0,4005.0,1.0
10369.0,144.0,1.0
10369.0,5702.0,1.0
10369.0,11823.0,1.0
144.0,145.0,1.0
144.0,11574.0,1.0
145.0,8359.0,1.0
145.0,19288.0,1.0
12433.0,3861.0,1.0
12433.0,7433.0,1.0
12433.0,8754.0,1.0
12433.0,11097.0,1.0
12436.0,3528.0,1.0
12436.0,9145.0,1.0
12436.0,17535.0,1.0
8347.0,8348.0,1.0
8347.0,8445.0,1.0
8347.0,9276.0,1.0
8347.0,13081.0,1.0
8348.0,13082.0,1.0
8348.0,11871.0,1.0
8348.0,13872.0,1.0
14494.0,14495.0,1.0
14494.0,18090.0,1.0
14495.0,3834.0,1.0
14495.0,13994.0,1.0
14495.0,16293.0,1.0
2208.0,2209.0,1.0
2208.0,5123.0,1.0
2208.0,12113.0,1.0
2209.0,2953.0,1.0
2209.0,4679.0,1.0
2209.0,13087.0,1.0
6310.0,6127.0,1.0
6310.0,6311.0,1.0
6310.0,10063.0,1.0
6310.0,8370.0,1.0
12455.0,184.0,1.0
12455.0,2778.0,1.0
12455.0,11846.0,1.0
12455.0,12812.0,1.0
8359.0,344.0,1.0
8359.0,3870.0,1.0
6311.0,4902.0,1.0
6311.0,9216.0,1.0
8370.0,3707.0,1.0
8370.0,4901.0,1.0
8370.0,8381.0,1.0
2228.0,2229.0,1.0
2228.0,5186.0,1.0
2228.0,14203.0,1.0
2228.0,8868.0,1.0
2229.0,5849.0,1.0
2229.0,14854.0,1.0
2229.0,21084.0,1.0
2230.0,2231.0,1.0
2230.0,5254.0,1.0
2230.0,5852.0,1.0
183.0,184.0,1.0
183.0,3086.0,1.0
183.0,5537.0,1.0
183.0,11846.0,1.0
184.0,11033.0,1.0
184.0,3001.0,1.0
10425.0,981.0,1.0
10425.0,3690.0,1.0
10425.0,14242.0,1.0
10425.0,23101.0,1.0
2231.0,4332.0,1.0
2231.0,3983.0,1.0
2231.0,6658.0,1.0
8381.0,3706.0,1.0
8381.0,7549.0,1.0
8381.0,10063.0,1.0
2238.0,2239.0,1.0
2238.0,2795.0,1.0
2239.0,9866.0,1.0
2239.0,6487.0,1.0
12484.0,7819.0,1.0
12484.0,11976.0,1.0
12484.0,12749.0,1.0
20678.0,13907.0,1.0
20678.0,18985.0,1.0
20678.0,20686.0,1.0
14540.0,3364.0,1.0
14540.0,12812.0,1.0
14540.0,16592.0,1.0
10447.0,1085.0,1.0
10447.0,9263.0,1.0
10447.0,10010.0,1.0
10447.0,11283.0,1.0
16592.0,13082.0,1.0
16592.0,16593.0,1.0
16593.0,16594.0,1.0
16594.0,16595.0,1.0
16595.0,3365.0,1.0
16595.0,19811.0,1.0
20687.0,18985.0,1.0
12508.0,8599.0,1.0
12508.0,12509.0,1.0
16604.0,1386.0,1.0
16604.0,16645.0,1.0
225.0,226.0,1.0
225.0,5988.0,1.0
226.0,9039.0,1.0
226.0,12970.0,1.0
8420.0,3834.0,1.0
8420.0,9552.0,1.0
8420.0,12970.0,1.0
8420.0,21956.0,1.0
235.0,236.0,1.0
235.0,6488.0,1.0
235.0,3086.0,1.0
235.0,10200.0,1.0
236.0,13416.0,1.0
236.0,9953.0,1.0
4332.0,8697.0,1.0
4332.0,5271.0,1.0
14575.0,8082.0,1.0
14575.0,8162.0,1.0
14575.0,12965.0,1.0
8437.0,3480.0,1.0
8437.0,10133.0,1.0
8437.0,12764.0,1.0
8437.0,18092.0,1.0
8445.0,2557.0,1.0
8445.0,2862.0,1.0
18686.0,18087.0,1.0
18686.0,18766.0,1.0
18686.0,21053.0,1.0
18686.0,23220.0,1.0
16645.0,13284.0,1.0
16645.0,17202.0,1.0
4368.0,4369.0,1.0
4368.0,11495.0,1.0
4368.0,17532.0,1.0
12566.0,6498.0,1.0
12566.0,8754.0,1.0
12566.0,9596.0,1.0
12566.0,10010.0,1.0
18721.0,18722.0,1.0
18722.0,18268.0,1.0
18722.0,23220.0,1.0
22819.0,13267.0,1.0
22819.0,22823.0,1.0
14629.0,2869.0,1.0
14629.0,9545.0,1.0
14629.0,15168.0,1.0
14635.0,7816.0,1.0
8492.0,3529.0,1.0
8492.0,8493.0,1.0
8492.0,18090.0,1.0
8492.0,17535.0,1.0
8493.0,9375.0,1.0
8493.0,14761.0,1.0
306.0,307.0,1.0
306.0,5964.0,1.0
306.0,3365.0,1.0
306.0,15168.0,1.0
307.0,3816.0,1.0
307.0,13494.0,1.0
18740.0,18985.0,1.0
18740.0,20960.0,1.0
18742.0,11127.0,1.0
14649.0,1085.0,1.0
14649.0,3240.0,1.0
14649.0,11283.0,1.0
14649.0,14650.0,1.0
14651.0,2863.0,1.0
12611.0,12612.0,1.0
12612.0,6542.0,1.0
12612.0,14298.0,1.0
14665.0,13993.0,1.0
14665.0,14666.0,1.0
14665.0,16155.0,1.0
14666.0,11126.0,1.0
6475.0,6476.0,1.0
6475.0,12749.0,1.0
6475.0,12841.0,1.0
12618.0,10575.0,1.0
12618.0,18009.0,1.0
18766.0,11127.0,1.0
10575.0,7525.0,1.0
10575.0,13492.0,1.0
2384.0,2385.0,1.0
2384.0,2409.0,1.0
2384.0,8615.0,1.0
2384.0,4004.0,1.0
2385.0,13469.0,1.0
2385.0,12232.0,1.0
6482.0,6483.0,1.0
6482.0,8999.0,1.0
6482.0,13673.0,1.0
6483.0,1748.0,1.0
6483.0,7232.0,1.0
10582.0,1387.0,1.0
10582.0,5121.0,1.0
10582.0,9122.0,1.0
10582.0,12950.0,1.0
6487.0,5338.0,1.0
6487.0,6488.0,1.0
6488.0,10199.0,1.0
6488.0,13416.0,1.0
344.0,343.0,1.0
344.0,1123.0,1.0
344.0,5170.0,1.0
343.0,12981.0,1.0
343.0,2920.0,1.0
343.0,7140.0,1.0
6498.0,3828.0,1.0
6498.0,13369.0,1.0
8552.0,2817.0,1.0
8552.0,7232.0,1.0
2409.0,9079.0,1.0
2409.0,10137.0,1.0
20847.0,13907.0,1.0
18810.0,8951.0,1.0
18810.0,15903.0,1.0
20861.0,6127.0,1.0
20861.0,9145.0,1.0
20861.0,14855.0,1.0
4480.0,949.0,1.0
4480.0,5122.0,1.0
4480.0,8999.0,1.0
4480.0,4901.0,1.0
391.0,392.0,1.0
391.0,3828.0,1.0
391.0,15058.0,1.0
392.0,6134.0,1.0
392.0,11245.0,1.0
6542.0,6543.0,1.0
6542.0,12739.0,1.0
6543.0,12739.0,1.0
6543.0,7919.0,1.0
8599.0,8600.0,1.0
8599.0,11249.0,1.0
8600.0,11167.0,1.0
14746.0,7104.0,1.0
14746.0,17784.0,1.0
4512.0,3861.0,1.0
4512.0,8754.0,1.0
4512.0,10010.0,1.0
4512.0,9263.0,1.0
14757.0,14202.0,1.0
8614.0,8615.0,1.0
8614.0,10137.0,1.0
8614.0,17553.0,1.0
8615.0,15179.0,1.0
20903.0,11105.0,1.0
20903.0,19880.0,1.0
20903.0,23222.0,1.0
14761.0,5899.0,1.0
14761.0,17535.0,1.0
4522.0,1387.0,1.0
4522.0,4523.0,1.0
4522.0,5121.0,1.0
4522.0,7322.0,1.0
4523.0,7444.0,1.0
14777.0,2584.0,1.0
14777.0,5074.0,1.0
14777.0,10173.0,1.0
14777.0,11033.0,1.0
12739.0,3336.0,1.0
12739.0,11356.0,1.0
8652.0,1692.0,1.0
8652.0,6676.0,1.0
8652.0,8653.0,1.0
8652.0,11958.0,1.0
14797.0,14798.0,1.0
14798.0,10990.0,1.0
14798.0,13807.0,1.0
8653.0,16075.0,1.0
8653.0,9285.0,1.0
8653.0,19271.0,1.0
12749.0,7470.0,1.0
12749.0,12748.0,1.0
12764.0,2586.0,1.0
12764.0,6924.0,1.0
12764.0,14853.0,1.0
20977.0,11230.0,1.0
20977.0,13663.0,1.0
18930.0,5478.0,1.0
18936.0,13369.0,1.0
8697.0,3983.0,1.0
8697.0,8109.0,1.0
8697.0,14267.0,1.0
2557.0,2558.0,1.0
2557.0,9276.0,1.0
2558.0,1691.0,1.0
2558.0,10990.0,1.0
6657.0,5853.0,1.0
6657.0,6658.0,1.0
6657.0,7878.0,1.0
6658.0,16927.0,1.0
20993.0,7525.0,1.0
20993.0,20997.0,1.0
20996.0,7526.0,1.0
14853.0,3480.0,1.0
14853.0,14854.0,1.0
14853.0,21075.0,1.0
14854.0,13211.0,1.0
14854.0,19066.0,1.0
14855.0,6777.0,1.0
14855.0,10063.0,1.0
14855.0,13301.0,1.0
12812.0,2779.0,1.0
12812.0,21143.0,1.0
6676.0,2863.0,1.0
6676.0,6677.0,1.0
6676.0,16075.0,1.0
10773.0,1247.0,1.0
10773.0,2869.0,1.0
10773.0,5964.0,1.0
10773.0,15168.0,1.0
6677.0,17227.0,1.0
2583.0,2584.0,1.0
2584.0,5073.0,1.0
2584.0,10172.0,1.0
2585.0,808.0,1.0
2585.0,809.0,1.0
2585.0,2586.0,1.0
2585.0,15908.0,1.0
2586.0,15898.0,1.0
2586.0,20039.0,1.0
2586.0,20049.0,1.0
18985.0,16980.0,1.0
12841.0,12210.0,1.0
12841.0,17784.0,1.0
14893.0,9532.0,1.0
14893.0,12232.0,1.0
14893.0,21272.0,1.0
14893.0,23208.0,1.0
561.0,562.0,1.0
561.0,1162.0,1.0
561.0,7104.0,1.0
8754.0,13369.0,1.0
562.0,3335.0,1.0
562.0,9257.0,1.0
573.0,574.0,1.0
573.0,9866.0,1.0
574.0,8951.0,1.0
574.0,4680.0,1.0
23101.0,18283.0,1.0
23101.0,23102.0,1.0
23102.0,13132.0,1.0
23102.0,18283.0,1.0
6721.0,4913.0,1.0
6721.0,7348.0,1.0
6721.0,7118.0,1.0
4679.0,4680.0,1.0
4679.0,9866.0,1.0
4679.0,5123.0,1.0
4680.0,2953.0,1.0
4680.0,14931.0,1.0
12873.0,7297.0,1.0
12873.0,7900.0,1.0
12873.0,12981.0,1.0
12873.0,13733.0,1.0
6730.0,5338.0,1.0
6730.0,6731.0,1.0
6730.0,8952.0,1.0
6730.0,17892.0,1.0
6731.0,10137.0,1.0
6731.0,13416.0,1.0
16971.0,16246.0,1.0
16971.0,16970.0,1.0
16971.0,17093.0,1.0
16971.0,17380.0,1.0
16970.0,9607.0,1.0
16970.0,9608.0,1.0
16970.0,17381.0,1.0
14931.0,2954.0,1.0
14931.0,8951.0,1.0
21076.0,1855.0,1.0
21076.0,12265.0,1.0
21075.0,20039.0,1.0
6742.0,3861.0,1.0
6742.0,5424.0,1.0
6742.0,7433.0,1.0
16979.0,16980.0,1.0
16986.0,16206.0,1.0
16986.0,16987.0,1.0
16986.0,17381.0,1.0
16986.0,18430.0,1.0
16987.0,16207.0,1.0
16987.0,18430.0,1.0
21088.0,12265.0,1.0
21088.0,13663.0,1.0
21089.0,18236.0,1.0
21089.0,20049.0,1.0
6776.0,6777.0,1.0
6776.0,7824.0,1.0
6776.0,7549.0,1.0
6776.0,10063.0,1.0
6777.0,7348.0,1.0
6777.0,21646.0,1.0
19066.0,1803.0,1.0
19066.0,20039.0,1.0
19066.0,20049.0,1.0
19066.0,21140.0,1.0
17019.0,16246.0,1.0
17019.0,17020.0,1.0
17019.0,17380.0,1.0
