Source,Target,Weight
2064.0,2014.0,1.0
2064.0,2114.0,1.0
2064.0,2065.0,1.0
1555.0,1505.0,1.0
1557.0,1507.0,1.0
1559.0,1509.0,1.0
1559.0,1560.0,1.0
1560.0,1510.0,1.0
1560.0,1610.0,1.0
1051.0,1101.0,1.0
2111.0,2161.0,1.0
2111.0,2112.0,1.0
2112.0,2162.0,1.0
2114.0,2164.0,1.0
1610.0,1660.0,1.0
1101.0,1151.0,1.0
1101.0,1102.0,1.0
1102.0,1103.0,1.0
1103.0,1153.0,1.0
2161.0,2162.0,1.0
2162.0,2212.0,1.0
2162.0,2163.0,1.0
2163.0,2164.0,1.0
2164.0,2214.0,1.0
2164.0,2165.0,1.0
1657.0,1707.0,1.0
1660.0,1710.0,1.0
1664.0,1714.0,1.0
1153.0,1203.0,1.0
1156.0,1206.0,1.0
1156.0,1157.0,1.0
1157.0,1207.0,1.0
1157.0,1158.0,1.0
2212.0,2262.0,1.0
2214.0,2264.0,1.0
1706.0,1707.0,1.0
1707.0,1708.0,1.0
1708.0,1709.0,1.0
1709.0,1710.0,1.0
1710.0,1760.0,1.0
1713.0,1714.0,1.0
1202.0,1252.0,1.0
1202.0,1203.0,1.0
1203.0,1253.0,1.0
1203.0,1204.0,1.0
1204.0,1254.0,1.0
1204.0,1205.0,1.0
1205.0,1255.0,1.0
1205.0,1206.0,1.0
1206.0,1256.0,1.0
1206.0,1207.0,1.0
1207.0,1257.0,1.0
1714.0,1764.0,1.0
1717.0,1767.0,1.0
1760.0,1761.0,1.0
1761.0,1811.0,1.0
1252.0,1302.0,1.0
1252.0,1253.0,1.0
1253.0,1303.0,1.0
1253.0,1254.0,1.0
1254.0,1255.0,1.0
1255.0,1305.0,1.0
1255.0,1256.0,1.0
1256.0,1257.0,1.0
1764.0,1814.0,1.0
1766.0,1816.0,1.0
1766.0,1767.0,1.0
1767.0,1817.0,1.0
1767.0,1768.0,1.0
1811.0,1861.0,1.0
1813.0,1863.0,1.0
1813.0,1814.0,1.0
1302.0,1352.0,1.0
1302.0,1303.0,1.0
1303.0,1353.0,1.0
1814.0,1815.0,1.0
1305.0,1355.0,1.0
1815.0,1816.0,1.0
1816.0,1817.0,1.0
1861.0,1911.0,1.0
1863.0,1913.0,1.0
1352.0,1353.0,1.0
1353.0,1403.0,1.0
1355.0,1405.0,1.0
1355.0,1356.0,1.0
1358.0,1359.0,1.0
1359.0,1409.0,1.0
1359.0,1360.0,1.0
1360.0,1410.0,1.0
1908.0,1909.0,1.0
1909.0,1910.0,1.0
1910.0,1911.0,1.0
1911.0,1961.0,1.0
1913.0,1963.0,1.0
1403.0,1453.0,1.0
1915.0,1965.0,1.0
1407.0,1457.0,1.0
1409.0,1459.0,1.0
1409.0,1410.0,1.0
1410.0,1460.0,1.0
1961.0,2011.0,1.0
1961.0,1962.0,1.0
1962.0,1963.0,1.0
1963.0,2013.0,1.0
1963.0,1964.0,1.0
1964.0,2014.0,1.0
1964.0,1965.0,1.0
1965.0,1966.0,1.0
1453.0,1503.0,1.0
1453.0,1454.0,1.0
1454.0,1504.0,1.0
1966.0,2016.0,1.0
1457.0,1507.0,1.0
1457.0,1458.0,1.0
1458.0,1459.0,1.0
1459.0,1509.0,1.0
1459.0,1460.0,1.0
1460.0,1510.0,1.0
2013.0,2014.0,1.0
1503.0,1504.0,1.0
1504.0,1505.0,1.0
1505.0,1506.0,1.0
1506.0,1507.0,1.0
1509.0,1510.0,1.0
