Source,Target,Weight
384.0,334.0,1.0
384.0,383.0,1.0
384.0,434.0,1.0
386.0,336.0,1.0
386.0,436.0,1.0
386.0,387.0,1.0
387.0,388.0,1.0
388.0,338.0,1.0
388.0,438.0,1.0
388.0,389.0,1.0
389.0,390.0,1.0
390.0,340.0,1.0
392.0,342.0,1.0
392.0,442.0,1.0
392.0,393.0,1.0
393.0,394.0,1.0
536.0,486.0,1.0
536.0,586.0,1.0
538.0,588.0,1.0
285.0,335.0,1.0
288.0,338.0,1.0
436.0,486.0,1.0
586.0,587.0,1.0
587.0,588.0,1.0
333.0,383.0,1.0
333.0,334.0,1.0
334.0,335.0,1.0
335.0,336.0,1.0
340.0,341.0,1.0
341.0,342.0,1.0
