Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality,Log Betweenness Centrality
4107.0,1281888.75929344,227793.596701309,4.0,151766.95115022222,11.930101407132836
8204.0,1280509.11935602,226991.037916481,4.0,399623.7347881721,12.89827872035944
4108.0,1281906.23071745,228263.431389779,3.0,59780.28928830237,10.998431275041716
18460.0,1281384.69401293,223416.484376818,2.0,139764.0,11.847710564890653
10271.0,1280159.26405966,223444.20712885296,3.0,252401.14500370025,12.438774946103646
4130.0,1281871.71833342,227371.113948867,4.0,275144.5027846706,12.525051703312021
4150.0,1276293.9125677,230822.741536409,2.0,19577.648482407767,9.882143810935894
8253.0,1281795.37170935,224254.995161682,3.0,961620.0349183028,13.776374677527631
2110.0,1278644.00165811,224561.320666,3.0,396365.55534056696,12.890092183970685
8254.0,1281793.03308535,225137.508826584,4.0,859425.5779966522,13.664019512501326
18496.0,1281160.42841269,223545.616664961,2.0,46592.0,10.749184131556358
18497.0,1281318.28735685,223523.253528938,2.0,93180.0,11.442288385370787
2114.0,1279328.42911482,231186.489824772,4.0,183255.0481780911,12.118634167408153
2113.0,1279419.14053892,230591.61635217103,3.0,115542.51469457112,11.657393833808216
10308.0,1281706.85842925,232798.453794435,3.0,307575.0749238312,12.636474482523662
12354.0,1280933.56537245,230464.151712045,4.0,2902285.84876375,14.881009208183174
80.0,1281281.27494082,226056.509979531,4.0,219581.59779765215,12.299479186370556
81.0,1281551.9082851,226047.25077951,4.0,119198.69440929564,11.688547080611253
12369.0,1280194.0812757,224529.615705967,4.0,504693.7842286807,13.131707156478154
18515.0,1279082.29445857,229665.998495221,4.0,169844.6093878586,12.042639235598235
2135.0,1279600.5365071,226529.11695601,4.0,609844.9321158365,13.320959994186575
2136.0,1279920.43186742,226545.466972023,4.0,498366.27195023256,13.119090571513462
20568.0,1280950.04729247,223910.160601333,2.0,1979.2785513956155,7.590487689308426
10327.0,1283125.5163507,228168.125149682,3.0,113548.18045577376,11.639982523237759
87.0,1280580.68646009,228267.878237784,4.0,306460.1523743675,12.632843017340056
4187.0,1279404.15865089,229657.41583921,4.0,284273.59135463263,12.557692403259937
4188.0,1279412.4535629,230083.556703642,4.0,198052.86179701693,12.196289252816994
12382.0,1281511.67769305,228938.11638248,4.0,287493.71660463326,12.56895628369248
14438.0,1281267.98790081,225635.572507098,4.0,190012.29451219717,12.154844057008086
8300.0,1278446.26092191,230109.204959676,4.0,130940.0439223197,11.782494817433545
18541.0,1281159.70399669,229613.142623171,1.0,0.0,
