Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality,Log Betweenness Centrality
2.0,1272798.19742812,229164.418078706,3.0,3162099.6129348874,14.966746799397304
12291.0,1276711.90316014,222957.159192353,4.0,234466.429861934,12.365067700381552
3.0,1272804.96216413,229595.832927153,4.0,73627.9102861346,11.206779448677032
6.0,1276842.76677626,227487.097628996,3.0,26244.15301748242,10.175198501017897
4109.0,1272811.65016414,230022.85769558,4.0,842587.2772976953,13.644232529074932
14.0,1271933.94097924,224815.773914248,4.0,51987.52635697723,10.858759091037857
15.0,1271778.12037109,225078.95580253,4.0,210291.86011054105,12.25625165485772
16400.0,1275178.64344656,227444.429404944,4.0,128671.55328223744,11.765018337935173
10257.0,1272923.00523625,228388.608605906,4.0,190747.19627238467,12.158704250597708
16402.0,1277961.39052142,225243.6923787,4.0,252216.4664398993,12.438042991578643
14355.0,1273769.73029312,229241.186334789,3.0,1275266.0577526116,14.058665387552681
10264.0,1277952.35116141,224827.540314272,3.0,170178.28854296956,12.044601922607
6172.0,1277364.5872568,223308.086296707,4.0,74870.67768280815,11.223517606643739
6173.0,1277369.0626488,223613.962649018,4.0,79433.23496406674,11.282672136030211
8226.0,1272176.66686749,225670.412635133,4.0,617880.6349892984,13.334050570517984
16422.0,1275566.96191096,228800.357150331,4.0,129490.32410334104,11.771361439981531
6182.0,1275496.5969189,226155.528155625,4.0,379036.0611389163,12.845386627662057
8234.0,1272263.21131559,226788.73551628,4.0,431386.6244634502,12.974760007503933
16436.0,1274020.80818138,225340.205274791,3.0,981324.2939815464,13.796658258824392
10294.0,1272484.61406781,229321.029342875,4.0,72383.95311652588,11.189739911770646
4150.0,1276717.51864815,223321.340888724,4.0,286996.36108865845,12.567224815527783
16441.0,1275154.40466253,225311.739162758,4.0,519146.1658254316,13.159940752219269
2109.0,1274832.52607021,225319.881498769,4.0,576055.3090345638,13.263958957697602
2110.0,1274842.70712622,225745.798619211,4.0,155930.6754044906,11.95716679902912
10320.0,1271310.37989061,225869.082523331,5.0,2035899.24727261,14.526448169805606
85.0,1272824.73246816,230863.305760443,4.0,280971.6087059962,12.546008906577873
86.0,1273064.5368204,230856.854368433,4.0,298114.1211910755,12.60523164919525
16471.0,1273546.6949649,226481.42741996,4.0,966514.5646983128,13.781451647044461
20570.0,1274523.62770189,223915.747481331,1.0,0.0,
12383.0,1275768.50943117,223947.511577368,3.0,141431.88888518585,11.859573529544294
10338.0,1274877.43999025,230812.399712399,4.0,156032.17266828145,11.957817500021235
10346.0,1273545.00894889,223998.186329424,3.0,50124.957034258754,10.822274307436608
8303.0,1273077.02136442,231271.064160869,4.0,245317.33627015573,12.410307901496378
10354.0,1272818.21675615,230443.180640012,4.0,640663.3055534221,13.370259333555929
12407.0,1273913.08427727,230092.152799651,3.0,42366.33400270568,10.654109316457498
8314.0,1274575.34706195,235494.10096518704,3.0,782367.8078134917,13.570080251423594
4219.0,1277703.49336915,224835.656730279,3.0,17276.6903979214,9.757113496116169
14460.0,1278125.67365758,230116.940511689,4.0,62193.26941284663,11.038002064075599
16506.0,1271552.33541085,227358.014876857,4.0,806970.3440396424,13.601042198174916
8315.0,1274587.43205397,235973.614437684,4.0,109060.23305424787,11.59965560541384
20604.0,1271471.74110676,224963.976026401,3.0,256707.5738783232,12.455692871209028
10368.0,1272575.0407559,226262.022363737,4.0,728475.597663865,13.498709407369843
16514.0,1272142.05208346,226361.369883835,4.0,929157.9620158316,13.742034037804437
10371.0,1274100.53342946,230831.454816416,4.0,206785.7571466753,12.239438546646303
4226.0,1275169.06667855,231892.296481505,3.0,16826.903111110092,9.730734260217877
4227.0,1275177.85144657,232184.4212818,4.0,131279.67504136168,11.785085250451354
16518.0,1278113.00274557,229691.136543244,4.0,80092.74428831397,11.290940545786432
6282.0,1276949.00997637,230809.968928397,4.0,331232.3278269204,12.710575304902942
6283.0,1277268.37285671,230802.516512379,4.0,156204.6477433217,11.958922271023933
141.0,1271812.62360312,224388.446681812,4.0,870759.3895286116,13.677120971435812
142.0,1272089.89438741,224552.525785983,4.0,762246.4745137074,13.544025239734797
4245.0,1276520.54303195,228235.987549752,4.0,96168.22904971728,11.473854322747718
2202.0,1271828.99333113,227522.071965024,5.0,590877.7430161401,13.289364410379902
2203.0,1271612.31659491,227887.78153340504,3.0,64568.74277434574,11.075485714691382
10396.0,1272939.07211627,229645.218975201,3.0,31111.65122594244,10.345337665498334
10395.0,1274303.53234167,226932.084956422,3.0,44003.159114988914,10.69201670839097
10394.0,1274304.93195768,226765.595484257,1.0,0.0,
4255.0,1274461.18885383,223006.72111240003,4.0,1526752.0078054478,14.23865316616914
8355.0,1276301.99589571,231564.594721168,4.0,149967.64360557747,11.918174840513647
8356.0,1276318.82853574,232154.523681775,4.0,154094.35151823785,11.945320365985129
12451.0,1277252.46181668,230308.362975881,1.0,0.0,
16548.0,1273491.95128484,223390.24002479,4.0,372760.8585810809,12.828692363204915
16547.0,1273485.57797283,223028.10396042507,3.0,744760.1707599763,13.520817527091847
16553.0,1273251.7375246,229671.808159232,4.0,496491.3086387282,13.115321257054786
8364.0,1274055.23166941,232181.350753799,4.0,312116.93411346554,12.651133185401042
4269.0,1274546.04824592,228808.567454338,4.0,120401.0841388404,11.698583816291736
16562.0,1276764.64780019,225271.003674716,4.0,1018783.8967695748,13.83412021588633
12475.0,1273145.73381248,223399.357784808,3.0,412269.08632719074,12.929431537293587
10431.0,1272238.33829156,228902.77065444,5.0,1308125.1770341443,14.084105507516664
8385.0,1274078.23717344,230090.696799651,3.0,7621.159523493978,8.93868380554178
8386.0,1274088.01374945,230414.07209599,4.0,303361.97180414427,12.622681997909474
6338.0,1277594.28492104,230794.910560384,4.0,379894.3383579448,12.84764843608479
16582.0,1272167.63832349,229444.649502993,3.0,40110.00491077386,10.599381081196748
12486.0,1274198.91410156,225762.030875221,3.0,118244.08231327498,11.680506261239575
2248.0,1275746.92184715,222978.108312368,4.0,357911.1680940778,12.788040100777124
2249.0,1275754.73515916,223341.362520739,3.0,48716.91491747031,10.79378157766679
14539.0,1272509.74917184,232387.387682006,3.0,286181.3351379067,12.56438092782795
4300.0,1276533.21554396,228772.733214304,4.0,52680.34313504532,10.871997669409378
16587.0,1276918.85848835,229816.121503368,4.0,287412.57918406,12.568674020576886
20686.0,1274216.83730158,227958.943517476,4.0,135590.79041728462,11.817396734905287
20687.0,1274538.77957392,227956.214813471,4.0,177961.33113626423,12.089321564866516
20688.0,1274349.99454972,225758.750683218,1.0,0.0,
4299.0,1276389.01439181,231264.806304857,1.0,0.0,
6355.0,1272520.27806784,231590.482465193,4.0,215320.8022022896,12.279884298296272
14548.0,1275715.64536712,233544.3194592,3.0,89719.73255195636,11.404446007710803
20693.0,1272355.11729968,230870.435360461,3.0,42494.11833350732,10.657120953182663
4308.0,1278158.40556161,231216.887072816,4.0,119135.7715149146,11.6880190588197
20695.0,1272355.10910767,230884.493408471,1.0,0.0,
8409.0,1272949.05208428,231582.03401719,3.0,79411.75354230498,11.282401665780004
8410.0,1272969.36082031,232215.079649836,3.0,28264.785440649863,10.24937197808995
12507.0,1274860.83992624,227090.498716578,4.0,289477.74842422624,12.575833710948663
6365.0,1273758.87429312,227962.847645476,3.0,141215.97223500974,11.858045715455626
20702.0,1271391.93809868,224640.476698071,3.0,2694451.6020979104,14.806705254456727
20701.0,1273616.80536497,237608.315239355,1.0,0.0,
16611.0,1275540.20344694,227657.856157169,4.0,140903.3344770092,11.855829363163945
227.0,1275486.36498289,225729.493211195,4.0,348837.5904504152,12.762361735996848
228.0,1275808.3183912,225721.644507185,4.0,319532.61487522867,12.674614628576448
16615.0,1273077.23589242,224781.047962219,4.0,1092456.8401437711,13.90393969958229
6393.0,1272193.17765151,230872.921888456,4.0,167894.48218170227,12.031090978807336
250.0,1272495.44670781,230027.744479597,4.0,1202736.536522905,14.000109965587516
251.0,1272502.11633983,230448.031328022,4.0,662192.4354176623,13.40331148061968
20731.0,1272404.29694773,223294.704792693,3.0,1277788.142158629,14.060641127218942
16637.0,1275676.95941508,232171.610273793,4.0,168999.51484513414,12.037651123162238
20730.0,1272746.31102808,222897.13538429103,3.0,2102964.2054570112,14.558858433834805
12543.0,1276785.90303221,229819.258335382,3.0,44557.98313742079,10.704546611849283
20732.0,1271149.63345844,225383.373850837,3.0,2220223.379338161,14.613118370109973
12545.0,1274209.62667757,227111.524572611,4.0,200956.2238275635,12.210842371418442
12544.0,1276796.04735222,230150.482399717,1.0,0.0,
2306.0,1277054.09573649,223919.738649338,4.0,149686.27770152548,11.916296900885726
8452.0,1272055.20318736,225242.998810694,4.0,242527.05454944333,12.398868548289089
16648.0,1278094.00210555,229313.344670862,4.0,472539.1954734906,13.065875975858543
6412.0,1272482.36011581,229172.092638716,4.0,3264666.740878267,14.998668245308044
16653.0,1275184.86258258,227087.676188588,4.0,317632.82253770164,12.668651348537068
16665.0,1275107.40280649,222992.59189638495,4.0,503396.0396090621,13.129132494368063
4380.0,1273600.90648495,236832.250854567,4.0,85235.2216966113,11.353170027586058
8477.0,1276181.30808759,227502.226205006,3.0,81012.97349452326,11.302364587428329
4381.0,1273918.63282128,236827.495974556,4.0,156829.46235304946,11.962914266907644
12573.0,1276962.47781639,231249.806624845,4.0,415306.2460110639,12.936771469262705
16676.0,1271899.27960321,225506.256794959,4.0,508226.70098439127,13.138682888795742
4399.0,1273284.74104463,226326.386075795,4.0,984086.568547449,13.799469148330822
4400.0,1273129.06258047,226589.96034807,4.0,360786.93647785374,12.79604285941382
8498.0,1275123.76690251,230385.878623962,4.0,133943.9060348108,11.805176379610202
16691.0,1276878.16069631,228447.131165966,4.0,98176.24718452035,11.49451958305302
308.0,1277231.12396067,229510.68969506,4.0,174432.1248315323,12.069290975509574
2357.0,1274826.9774622,225089.553882539,3.0,2666.826168107461,7.888644343245432
2356.0,1274821.8573982,224874.585818321,3.0,4439.985076676827,8.3984062943118
309.0,1277402.08255285,229506.704799056,1.0,0.0,
8505.0,1275138.16779852,224634.916698068,4.0,324698.7819235669,12.690653206693593
4410.0,1272399.30974773,227981.098973498,4.0,199620.6288521862,12.204173988482015
10554.0,1277573.89816903,230132.074335694,3.0,291197.128098906,12.581755732958323
4414.0,1274857.33080624,236340.431334049,3.0,41345.6035390325,10.62972137168021
4415.0,1274869.46392626,236813.268326536,3.0,2497.9531583785965,7.823226938859827
320.0,1271622.29528293,225342.298778787,4.0,406743.0467074355,12.915936930177788
321.0,1271466.34283477,225605.664411068,4.0,965997.9484620544,13.780916989447114
6468.0,1273248.24901259,229246.908446789,4.0,3017759.844728389,14.920025340832392
6469.0,1273576.81630893,229242.803422794,4.0,2144433.936235872,14.578386176326
14668.0,1275113.2295585,223656.813337073,4.0,1214150.97287613,14.009555602734551
2384.0,1272084.8084354,227986.983453497,4.0,133317.62251150486,11.800489699315658
2385.0,1272237.12209955,227982.790237501,4.0,165482.47081873548,12.016620551686596
346.0,1271883.53291519,231297.731424898,3.0,62370.80911075757,11.040852642191476
347.0,1271888.02238719,231603.05334520305,3.0,147752.48026318592,11.903293722018722
10590.0,1274531.32024591,226606.018012092,4.0,698205.6796981735,13.456269008392505
4446.0,1277301.63493674,232791.621154428,4.0,710169.7965332648,13.473259370472537
14688.0,1273311.81682065,235181.74531686297,3.0,1409170.871935519,14.158512055306215
360.0,1277615.54636106,232783.297378406,4.0,500908.39074343647,13.124178510539878
361.0,1277912.32402536,232775.428962409,4.0,326337.30159419705,12.695686792916254
10605.0,1277376.46188082,223912.838745326,4.0,103974.62816040571,11.55190218836433
8562.0,1275438.79288684,223654.612505063,4.0,943940.18433136,13.757818079064288
8563.0,1275445.71442284,223954.831769377,4.0,656202.9451636801,13.39422538770949
8566.0,1274864.81439024,230392.924191967,4.0,192074.21064314432,12.165637090099091
14711.0,1276068.59807147,222971.125080362,4.0,883255.9453636216,13.691370296434085
8580.0,1272486.41297981,229439.612766996,3.0,774.4879146535434,6.652202055672614
8581.0,1272488.66885181,229596.247647151,4.0,450161.61180716974,13.017361934621388
10631.0,1272232.58833955,232270.672417894,4.0,208452.4178342358,12.247466082350504
10632.0,1272219.52734753,232584.205538213,3.0,652646.211765766,13.388790472411468
6537.0,1277607.73048906,231232.092448831,4.0,386344.96041943936,12.864485929196002
6538.0,1277882.94904934,231224.493088812,4.0,263469.6972682477,12.481693639470931
12679.0,1273817.95851718,222721.647512108,4.0,1861582.4165462917,14.436937445580904
16783.0,1278023.57343347,222928.866264328,4.0,936946.6607943708,13.750381634087296
10649.0,1277686.49176913,223301.128984705,4.0,336082.34091605275,12.72511147117265
16795.0,1273562.2122769095,227541.54863704697,4.0,808166.5883786839,13.602523489988343
4509.0,1277405.26764084,225256.145434707,4.0,239669.88950347324,12.38701779510797
4510.0,1277413.78232886,225624.489499077,4.0,341511.9299055801,12.741137891220525
14751.0,1272530.49387586,232086.458209693,3.0,41930.42888779019,10.643767068774318
16799.0,1272679.11070801,224189.62357761,4.0,572380.2550238217,13.257558831002767
422.0,1275575.59346297,229124.335198671,4.0,778249.390842099,13.56480230557576
16809.0,1278091.13957755,229226.931742772,3.0,102019.3365058379,11.532917647886253
16810.0,1276827.78060025,227049.151004538,4.0,286775.4906858434,12.56645492619619
16811.0,1273611.80766897,231544.102625147,3.0,8180.185453876847,9.009470100962881
6578.0,1271968.85227528,224124.558105543,4.0,2213096.852724778,14.609903383427874
6587.0,1276217.69023164,229109.368990645,4.0,543505.6649037001,13.20579540849497
6588.0,1276539.84875996,229101.859166637,4.0,385163.45341611496,12.861423077499804
444.0,1274158.20485352,235984.13379769,4.0,118330.61448292936,11.681237803324889
445.0,1274418.14136578,235977.720421687,4.0,129135.2790305226,11.76861580852387
6595.0,1277735.31781718,225617.311707079,4.0,302801.6785773999,12.62083334404856
4550.0,1272400.94757172,227167.564828664,4.0,72398.73581298755,11.189944117074779
12743.0,1273891.14507724,227538.65724504,4.0,734131.762191977,13.506443804009336
465.0,1277195.70501663,228634.615006164,5.0,940615.9235558194,13.75429017749695
16849.0,1274334.8095257,222095.50511147105,4.0,2056556.703005272,14.536543638849826
8660.0,1273520.7760528603,225040.597274482,5.0,694689.3062547927,13.45121998323414
8661.0,1273697.88562106,225036.380122483,1.0,0.0,
16859.0,1272523.24197185,224452.92456989,4.0,2013389.17245479,14.515330015521265
16862.0,1272104.67192341,232768.242594391,4.0,1087533.2176320322,13.899422586427484
6624.0,1272915.79858024,227551.991901055,4.0,277931.144568994,12.535128680588173
20966.0,1275902.28671131,236091.022373796,1.0,0.0,
17600.0,1275058.60037445,233999.195171654,3.0,89108.39293127037,11.397608805782152
16872.0,1275732.97503114,234160.789987817,4.0,245932.50711813357,12.41281241596215
12777.0,1274488.72389387,224419.522393852,3.0,20202.06180118058,9.913539947545948
10730.0,1273540.20773289,226122.090523586,4.0,415234.0533294474,12.936597624160052
16875.0,1275651.82655105,231284.419104874,3.0,11667.69249742594,9.364578976288765
10732.0,1275102.7613984903,222380.54914376096,4.0,1343233.2733137603,14.110590156113581
16882.0,1274204.36190957,223012.329368412,4.0,1007378.859502111,13.82286232686614
4601.0,1275782.04152718,224618.600410059,4.0,475946.2034974948,13.073060108964151
4602.0,1276103.93816751,224610.379674047,4.0,414084.86770684447,12.933826226259935
10745.0,1272367.12645169,224716.54383415,4.0,684912.4141797132,13.437046246557887
6650.0,1272409.07941173,228900.564638436,3.0,230676.10849459344,12.348769877874004
512.0,1274868.03320625,228805.854878336,4.0,122369.97173688257,11.714804290015255
513.0,1275190.17823058,228803.149150342,4.0,126468.68507336202,11.747750007677265
4609.0,1275412.5337508,231589.616033196,3.0,40837.49636766424,10.617355966963236
4610.0,1275660.27896705,231581.655073181,4.0,90019.87740744367,11.407785785009112
4612.0,1274501.95288587,225097.759898543,3.0,20335.74743134333,9.920135573571589
14848.0,1276959.72191238,231547.10889715,4.0,539195.0849552017,13.197832723099523
12812.0,1272228.81438754,227570.756957069,4.0,344309.4518077969,12.749296101194354
21005.0,1272618.94353995,223442.944664851,1.0,0.0,
14862.0,1275668.61624707,231877.013089478,3.0,12161.35054660227,9.40601821404062
2578.0,1274810.65733419,224411.260953844,3.0,15170.366712245905,9.627099245566942
2579.0,1274816.24031019,224643.12169008,4.0,305597.6890222955,12.630024774146092
21012.0,1271224.84785852,226054.88821952,3.0,34068.382775811064,10.436125041838661
8725.0,1276048.79659946,234152.288355812,4.0,17740.70319105589,9.78361689380717
6678.0,1276663.62668009,232808.630306438,4.0,836415.6846453372,13.636880998925754
8727.0,1277281.33119272,231241.054048836,4.0,277594.1907875211,12.533915580837903
14870.0,1272991.09893233,223663.168281078,4.0,243646.84493903272,12.403475099035473
12825.0,1273507.6294288505,224314.24866573507,4.0,86363.86704482885,11.366324661820173
16922.0,1275591.49368699,229651.888927206,3.0,110964.08675447552,11.616961885190749
12826.0,1274961.63435835,232057.005153671,3.0,128757.46408612531,11.765685790330053
6675.0,1277635.86623308,233493.277539134,4.0,454355.87058903486,13.026636025891863
18973.0,1275546.92325494,236115.822181821,3.0,42390.0,10.654667764346684
10789.0,1271813.80209912,227999.639581516,4.0,191603.62293136065,12.163184053167688
2602.0,1276522.07250394,228346.79017387296,3.0,32141.70766969879,10.377909770104642
10795.0,1275889.19058329,228787.433630317,4.0,119108.78093641395,11.687792480051469
16940.0,1272464.40709178,232192.218145803,3.0,80116.81475502274,11.291241033061144
6703.0,1275556.42911096,228369.529309899,4.0,227070.51778461976,12.333015899255065
6704.0,1275878.25887129,228361.544733882,4.0,172453.8736607361,12.05788508062785
