num_nodes_removed,actually_removed,num_components,num_communities,num_nontrivial_communities,modularity,component_sizes_json,community_sizes_json
10,"[398, 6083, 12899, 9606, 9607, 5642, 10622, 8046, 19830, 13305]",13,128,123,0.9781974763872565,"[9508, 5943, 470, 78, 47, 24, 3, 3, 1, 1, 1, 1, 1]","[350, 302, 260, 244, 238, 219, 211, 204, 202, 194, 193, 187, 182, 179, 177, 174, 173, 170, 169, 168, 165, 165, 165, 164, 164, 162, 162, 162, 158, 154, 153, 152, 150, 147, 145, 144, 142, 142, 141, 141, 139, 139, 139, 138, 137, 136, 135, 134, 133, 132, 131, 131, 130, 130, 130, 129, 128, 127, 126, 126, 126, 125, 125, 124, 123, 123, 121, 121, 121, 120, 120, 119, 118, 118, 117, 117, 117, 117, 117, 115, 114, 112, 111, 111, 111, 110, 110, 109, 107, 106, 104, 104, 103, 102, 101, 101, 100, 99, 98, 97, 95, 94, 93, 91, 91, 90, 88, 87, 83, 83, 81, 80, 79, 78, 77, 76, 73, 71, 51, 47, 24, 3, 3, 1, 1, 1, 1, 1]"
