node_id,community_id
1,0
1282,0
10242,0
6405,0
5637,0
518,0
15367,0
3341,0
15386,0
1060,0
13353,0
7465,0
5931,0
22572,0
17966,0
18224,0
13874,0
24633,0
3140,0
23623,0
1610,0
13647,0
12886,0
9814,0
8543,0
5730,0
101,0
19049,0
16490,0
9835,0
4464,0
36725,0
5750,0
10616,0
8060,0
11389,0
29822,0
2686,0
3712,0
3713,0
8573,0
2429,0
2430,0
7813,0
5115,0
1161,0
7306,0
11916,0
2445,0
9102,0
2962,0
18579,0
10388,0
13460,0
6552,0
19353,0
6558,0
2718,0
10658,0
30885,0
10150,0
7591,0
6315,0
14509,0
21936,0
18355,0
18612,0
19900,0
21950,0
5314,0
451,0
11715,0
10435,0
35023,0
16340,0
16341,0
21463,0
17113,0
5339,0
19167,0
16351,0
2274,0
18402,0
7397,0
17893,0
12519,0
4840,0
32239,0
7153,0
16626,0
7667,0
4084,0
15867,0
18175,0
1035,1
15372,1
5135,1
12306,1
16413,1
6687,1
27681,1
34,1
35,1
5666,1
18426,1
9260,1
2093,1
4660,1
23096,1
11833,1
11832,1
25153,1
4165,1
2121,1
32341,1
7254,1
9816,1
13401,1
13402,1
19547,1
88,1
26718,1
15460,1
11879,1
21095,1
36967,1
1129,1
107,1
36460,1
13939,1
28789,1
17019,1
14974,1
28800,1
641,1
29826,1
15500,1
6797,1
8338,1
16021,1
29851,1
32415,1
21163,1
3755,1
35503,1
14513,1
28339,1
35509,1
29885,1
30912,1
12998,1
29387,1
8399,1
11988,1
16599,1
19172,1
16613,1
21222,1
37607,1
18152,1
22760,1
13555,1
15603,1
5366,1
2809,1
2810,1
29945,1
31483,1
19714,1
19715,1
3843,1
33034,1
5899,1
14097,1
17682,1
18200,1
3355,1
18716,1
19744,1
6437,1
24358,1
6438,1
9004,1
303,1
11056,1
4399,1
1327,1
7989,1
5954,1
35147,1
1876,1
10069,1
10070,1
9560,1
9561,1
8030,1
3936,1
30049,1
31078,1
5990,1
5480,1
16237,1
20851,1
37235,1
11642,1
23933,1
16254,1
21887,1
16255,1
32645,1
12168,1
31628,1
399,1
11165,1
11166,1
21405,1
11169,1
3494,1
33706,1
9136,1
31155,1
33209,1
15300,1
24012,1
10198,1
9175,1
1494,1
985,1
986,1
4582,1
15337,1
21482,1
27629,1
19446,1
20984,1
20985,1
33274,1
768,2
8962,2
4356,2
4357,2
4103,2
12,2
781,2
1784,2
19984,2
4883,2
37141,2
30998,2
15392,2
15139,2
4651,2
3633,2
8241,2
4659,2
14900,2
565,2
34621,2
9281,2
32838,2
21062,2
34378,2
10058,2
15182,2
7246,2
7247,2
10321,2
14158,2
15699,2
15700,2
5461,2
5976,2
3160,2
3161,2
28250,2
28251,2
10592,2
18017,2
20325,2
9319,2
23658,2
10858,2
9836,2
6254,2
33902,2
3698,2
12147,2
7283,2
31861,2
37625,2
6775,2
26747,2
4988,2
3453,2
5762,2
3971,2
3972,2
21378,2
7302,2
7303,2
8837,2
33417,2
27018,2
10378,2
33163,2
5005,2
25486,2
33172,2
22165,2
21910,2
1432,2
34969,2
1433,2
11677,2
8607,2
8609,2
31905,2
6819,2
8873,2
20905,2
426,2
427,2
6322,2
9138,2
6326,2
21686,2
1974,2
27063,2
1975,2
35260,2
27069,2
8383,2
32447,2
15807,2
13764,2
2246,2
34247,2
1734,2
13255,2
31434,2
1479,2
25034,2
975,2
2773,2
36311,2
10714,2
36315,2
6108,2
23517,2
34526,2
25060,2
7398,2
35560,2
28650,2
31982,2
19184,2
34035,2
23796,2
6902,2
21239,2
21240,2
30969,2
32004,3
37382,3
4365,3
12817,3
17169,3
34072,3
22300,3
14109,3
22301,3
21792,3
16673,3
13861,3
2856,3
12329,3
30251,3
18992,3
16178,3
27698,3
17972,3
18485,3
8758,3
12343,3
27699,3
12089,3
53,3
31287,3
24377,3
16187,3
9023,3
32577,3
6210,3
15433,3
21324,3
9552,3
17489,3
28242,3
4179,3
18772,3
33109,3
3926,3
32342,3
23894,3
9818,3
2139,3
12638,3
14431,3
9570,3
13922,3
