source,target,distance_ft,edge_type
P_12350,T_7830,207.40506383675583,power_to_transport
P_12351,T_12894,21.347259579697834,power_to_transport
P_12352,T_1079,200.91352767980302,power_to_transport
P_12353,T_5765,89.0740217895215,power_to_transport
P_12358,T_7620,28.683866303245033,power_to_transport
P_12360,T_8215,117.55400294419593,power_to_transport
P_12364,T_13394,97.41054140279608,power_to_transport
P_12368,T_254,22.660299414062536,power_to_transport
P_12373,T_16686,149.5117256642284,power_to_transport
P_12374,T_5186,145.39887417125558,power_to_transport
P_12375,T_2759,32.254352703479796,power_to_transport
P_12376,T_5556,39.28218281798616,power_to_transport
P_12377,T_13916,78.4612942275948,power_to_transport
P_12379,T_5770,21.22653367612381,power_to_transport
P_12382,T_7523,24.14709189602762,power_to_transport
P_12390,T_1180,124.28360742156019,power_to_transport
P_12391,T_5323,53.60968624593176,power_to_transport
P_35027,T_9550,84.59791546219952,power_to_transport
P_12397,T_11394,39.87957448180879,power_to_transport
P_12398,T_11394,47.87552842993778,power_to_transport
P_12401,T_9630,233.98639320941083,power_to_transport
P_12404,T_2666,187.08277530180314,power_to_transport
P_12406,T_2462,129.40034036710074,power_to_transport
P_12408,T_13224,44.72079001477854,power_to_transport
P_12412,T_21129,290.3791192772769,power_to_transport
P_12413,T_2990,137.1662413931591,power_to_transport
P_12417,T_9500,92.4257148799687,power_to_transport
P_12419,T_15937,22.79615202511799,power_to_transport
P_12423,T_17910,23.455323389139835,power_to_transport
P_12427,T_5345,167.1682809716705,power_to_transport
P_12429,T_12415,133.29273632135408,power_to_transport
P_12430,T_259,333.59083759370685,power_to_transport
P_12431,T_2951,29.943683090015863,power_to_transport
P_12432,T_3648,24.09635953674935,power_to_transport
P_12433,T_19194,66.00712233203228,power_to_transport
P_12436,T_11111,25.472938684687485,power_to_transport
P_12437,T_13148,39.95455634262648,power_to_transport
P_12438,T_6346,253.6866000104321,power_to_transport
P_12440,T_16913,133.18822428076808,power_to_transport
P_12443,T_13646,90.26201860398126,power_to_transport
P_12446,T_6857,137.7552600212438,power_to_transport
P_12447,T_12480,29.590085717618997,power_to_transport
P_12448,T_14662,453.55577798117497,power_to_transport
P_12449,T_11530,60.03364039476492,power_to_transport
P_12450,T_755,42.301569257438004,power_to_transport
P_12451,T_3926,87.86324111790309,power_to_transport
P_12453,T_9718,31.341025572658804,power_to_transport
P_12454,T_7623,32.94655214253918,power_to_transport
P_12455,T_14826,130.04320221100113,power_to_transport
P_12456,T_1271,103.52111680344159,power_to_transport
P_12457,T_6587,160.5376703785492,power_to_transport
P_12459,T_9275,105.43840653670303,power_to_transport
P_12460,T_13455,201.1994450319291,power_to_transport
P_12461,T_17745,35.799886773989584,power_to_transport
P_12462,T_4264,31.9918499242723,power_to_transport
P_12464,T_16686,77.54007075130816,power_to_transport
P_12465,T_9059,118.83210324821306,power_to_transport
P_12466,T_11005,96.83888134358891,power_to_transport
P_12467,T_9228,26.610967305211314,power_to_transport
P_12468,T_752,28.488090450085984,power_to_transport
P_12469,T_1822,129.34275760026154,power_to_transport
P_12471,T_11801,36.17428106370852,power_to_transport
P_12472,T_11801,30.858543314038155,power_to_transport
P_12481,T_34,123.49793980691936,power_to_transport
P_12483,T_9174,15.966541026562872,power_to_transport
P_12487,T_11924,125.29511170922198,power_to_transport
P_12488,T_346,134.71881681513952,power_to_transport
P_12490,T_4459,16.323722472697767,power_to_transport
P_12491,T_86,23.377697070897224,power_to_transport
P_12492,T_10420,63.27426663743389,power_to_transport
P_12493,T_7662,186.63011571249473,power_to_transport
P_12494,T_4236,8.043909729548815,power_to_transport
P_12495,T_17391,36.23580202479193,power_to_transport
P_12496,T_5049,50.045318302234136,power_to_transport
P_12497,T_1230,30.62648228868585,power_to_transport
P_12498,T_10576,20.509296876914856,power_to_transport
P_12499,T_8115,30.49531374011774,power_to_transport
P_12500,T_16440,113.91137115461576,power_to_transport
P_12503,T_9672,129.93698822186954,power_to_transport
P_12504,T_17338,11.126894578599662,power_to_transport
P_12505,T_13982,198.83180771121846,power_to_transport
P_12508,T_7066,24.714508716051274,power_to_transport
P_12509,T_16920,209.27706118725447,power_to_transport
P_12511,T_11733,16.76722045896727,power_to_transport
P_12512,T_2022,137.81197359476988,power_to_transport
P_12518,T_291,27.073239073117705,power_to_transport
P_12519,T_5282,204.50798211713814,power_to_transport
P_12525,T_17260,40.07870531113293,power_to_transport
P_12526,T_592,27.354569265048035,power_to_transport
P_12531,T_649,128.17806352939994,power_to_transport
P_12537,T_3964,114.82691085588564,power_to_transport
P_12538,T_7438,22.766985594169405,power_to_transport
P_12540,T_1253,98.91922886069216,power_to_transport
P_12541,T_17196,123.76042234786883,power_to_transport
P_12542,T_6318,128.08101878640784,power_to_transport
P_12543,T_11239,23.599570767979625,power_to_transport
P_12544,T_11452,258.9333723459047,power_to_transport
P_12549,T_7478,134.03564079508863,power_to_transport
P_12550,T_8081,84.03001136598317,power_to_transport
P_12556,T_15516,113.67054490805631,power_to_transport
P_12561,T_11534,154.48792513596803,power_to_transport
P_12562,T_10815,127.14087998296792,power_to_transport
P_12563,T_2237,25.003460933844668,power_to_transport
P_12564,T_6620,19.954700703108205,power_to_transport
P_12568,T_3382,145.7963608303568,power_to_transport
P_12569,T_4605,111.16982172929956,power_to_transport
P_12570,T_5443,11.719465919172384,power_to_transport
P_12572,T_3181,137.52066574389582,power_to_transport
P_12574,T_3217,22.646684541184868,power_to_transport
P_12576,T_8289,158.89332530289306,power_to_transport
P_12583,T_4299,84.60462005637162,power_to_transport
P_12584,T_444,145.52755477253325,power_to_transport
P_12585,T_5583,107.51953945882765,power_to_transport
P_12589,T_6933,36.63161029519161,power_to_transport
P_12595,T_1399,20.17867884950333,power_to_transport
P_12596,T_6255,126.07312120953985,power_to_transport
P_12597,T_11638,26.226843963189847,power_to_transport
P_12599,T_8664,41.26089938971089,power_to_transport
P_12604,T_16315,37.11599952451988,power_to_transport
P_12606,T_14494,42.927573376993095,power_to_transport
P_12607,T_14127,41.175326667174254,power_to_transport
P_12608,T_13455,153.3162668325472,power_to_transport
P_12610,T_250,157.862719733582,power_to_transport
P_12611,T_4438,222.31802790014095,power_to_transport
P_12612,T_11534,44.49942573394887,power_to_transport
P_12617,T_9895,177.23219916017112,power_to_transport
P_12618,T_7851,32.156838343908525,power_to_transport
P_12619,T_6424,22.98295419816528,power_to_transport
P_12623,T_287,99.65257176828393,power_to_transport
P_12624,T_9558,188.6017402412786,power_to_transport
P_12626,T_250,31.690564282715243,power_to_transport
P_12627,T_3413,25.73285451487144,power_to_transport
P_12629,T_8700,11.699609833547482,power_to_transport
P_12633,T_16468,89.33034575717129,power_to_transport
P_12635,T_11976,23.344688111802267,power_to_transport
P_12637,T_7796,159.78420022642507,power_to_transport
P_12638,T_12957,122.78132764648373,power_to_transport
P_12639,T_5456,130.57885326288647,power_to_transport
P_12640,T_2573,28.54370358767752,power_to_transport
P_12641,T_1482,22.98050559299567,power_to_transport
P_12642,T_3238,165.9370408669042,power_to_transport
P_2512,T_17564,22.77302415951023,power_to_transport
P_12648,T_16816,106.54183107503576,power_to_transport
P_12650,T_16424,408.38731436045134,power_to_transport
P_12654,T_7702,110.11627798202822,power_to_transport
P_12655,T_1642,70.9264259550308,power_to_transport
P_12656,T_21037,34.297458408200306,power_to_transport
P_12657,T_21037,37.67947299301961,power_to_transport
P_12659,T_4565,38.04000884890367,power_to_transport
P_12660,T_6933,200.34942927115026,power_to_transport
P_12663,T_15652,33.36898746883576,power_to_transport
P_12664,T_727,24.51005447374274,power_to_transport
P_12668,T_14402,38.87712634165799,power_to_transport
P_12669,T_14402,37.952984718223924,power_to_transport
P_12672,T_4216,261.1872892302181,power_to_transport
P_12676,T_3669,154.0170023737792,power_to_transport
P_12677,T_5273,128.9341117040904,power_to_transport
P_12678,T_5273,37.68772167094456,power_to_transport
P_12680,T_52,21.655966657690822,power_to_transport
P_12681,T_16744,133.63118444926303,power_to_transport
P_12691,T_4660,101.87745119388796,power_to_transport
P_12695,T_1533,21.254454910437723,power_to_transport
P_12696,T_16494,34.204369519402064,power_to_transport
P_12699,T_1925,127.14298731180989,power_to_transport
P_12700,T_7703,111.30562351539652,power_to_transport
P_12702,T_2789,28.185489771189868,power_to_transport
P_12704,T_12961,45.07566822663981,power_to_transport
P_12705,T_7140,18.120041810154888,power_to_transport
P_12706,T_16583,225.30506913371445,power_to_transport
P_12708,T_2957,27.14148193138673,power_to_transport
P_12710,T_3718,89.01771454930109,power_to_transport
P_12711,T_11874,93.69310952078715,power_to_transport
P_12712,T_14597,34.478140934336615,power_to_transport
P_12713,T_3346,34.286088166023596,power_to_transport
P_12717,T_17284,123.76420381368872,power_to_transport
P_12718,T_17284,126.6454550418223,power_to_transport
P_12725,T_12864,139.2285627889254,power_to_transport
P_12726,T_11934,130.01459784604643,power_to_transport
P_12730,T_11105,141.85519403834758,power_to_transport
P_12731,T_9534,20.52953832712039,power_to_transport
P_12732,T_1637,117.33445438421016,power_to_transport
P_12733,T_1637,120.15211575174612,power_to_transport
P_2531,T_13589,410.13705179736104,power_to_transport
P_12737,T_4811,93.26536110518099,power_to_transport
P_12739,T_507,27.1388018946577,power_to_transport
P_12740,T_5111,130.78143722494954,power_to_transport
P_12741,T_11110,110.97730551386505,power_to_transport
P_12743,T_2912,9.054263503707999,power_to_transport
P_12747,T_619,63.15043383731488,power_to_transport
P_12748,T_594,154.6213062590138,power_to_transport
P_12749,T_9601,10.105902086643075,power_to_transport
P_12755,T_5963,16.565750817824057,power_to_transport
P_12756,T_5963,75.17452143384232,power_to_transport
P_12758,T_806,17.22685434852199,power_to_transport
P_12759,T_9758,19.844231994404325,power_to_transport
P_12760,T_11620,52.31322215078155,power_to_transport
P_12762,T_3273,85.80590321025505,power_to_transport
P_12764,T_4029,94.84601914427691,power_to_transport
P_12765,T_9922,102.3935246917654,power_to_transport
P_12773,T_4444,36.42052645308016,power_to_transport
P_12774,T_7110,11.260389721456255,power_to_transport
P_12776,T_11039,46.22134857260424,power_to_transport
P_12777,T_3363,25.880500635904514,power_to_transport
P_12778,T_3621,28.69150842430727,power_to_transport
P_12779,T_7800,124.46860078700614,power_to_transport
P_12780,T_7367,133.22343646813349,power_to_transport
P_12781,T_12868,21.533622590026106,power_to_transport
P_12783,T_3969,168.55290119109603,power_to_transport
P_12786,T_14462,69.6280208183563,power_to_transport
P_12789,T_11956,16.8312440137118,power_to_transport
P_12790,T_1348,17.039847734986854,power_to_transport
P_12791,T_2880,25.566837220580293,power_to_transport
P_12794,T_8953,133.8636474056042,power_to_transport
P_12795,T_6952,26.96469916321253,power_to_transport
P_12796,T_4315,37.7626392944769,power_to_transport
P_12797,T_16956,20.995941220997693,power_to_transport
P_12799,T_4784,22.89081679926652,power_to_transport
P_12807,T_14390,117.39147609835997,power_to_transport
P_12808,T_5833,106.28427454049006,power_to_transport
P_12809,T_13910,159.14960618155752,power_to_transport
P_12810,T_1385,145.6887037572179,power_to_transport
P_12812,T_1500,186.6705062901119,power_to_transport
P_12814,T_14675,29.663161529990653,power_to_transport
P_12817,T_488,16.2535568041697,power_to_transport
P_12819,T_13197,305.2647091642934,power_to_transport
P_12820,T_11391,150.2579434438211,power_to_transport
P_12822,T_9561,27.840865180786242,power_to_transport
P_12823,T_9561,108.72699800938783,power_to_transport
P_12825,T_471,152.917848252351,power_to_transport
P_12827,T_3955,133.61909767784752,power_to_transport
P_12829,T_3998,37.939693395264925,power_to_transport
P_12830,T_16331,20.641626629349354,power_to_transport
P_12831,T_7714,61.74275689402684,power_to_transport
P_12832,T_8925,43.00997710132176,power_to_transport
P_12833,T_9558,201.38304531758723,power_to_transport
P_12835,T_13824,151.84427371771358,power_to_transport
P_12836,T_13824,157.26482539086768,power_to_transport
P_12837,T_5439,26.046754540098036,power_to_transport
P_12838,T_1274,23.337442562745863,power_to_transport
P_12839,T_13590,157.53504799835645,power_to_transport
P_12841,T_7796,50.298366675128456,power_to_transport
P_12844,T_16898,118.21164725197673,power_to_transport
P_12847,T_8026,171.6101302745939,power_to_transport
P_12850,T_12155,90.23335121851893,power_to_transport
P_12851,T_10269,34.2505896593706,power_to_transport
P_12861,T_11303,85.09053529566879,power_to_transport
P_12863,T_11907,161.89127375007615,power_to_transport
P_12868,T_11513,121.25805337786196,power_to_transport
P_12870,T_643,23.239556166008473,power_to_transport
P_12872,T_5110,35.08004987924767,power_to_transport
P_12873,T_5110,133.12100751616313,power_to_transport
P_12874,T_15309,59.34458528971659,power_to_transport
P_12875,T_3214,25.069396394933246,power_to_transport
P_12876,T_3214,94.38425926431248,power_to_transport
P_12878,T_258,289.57533832172544,power_to_transport
P_12882,T_9017,21.515908016257363,power_to_transport
P_12885,T_13197,262.45519423429806,power_to_transport
P_12886,T_1316,134.10600491300625,power_to_transport
P_12891,T_1541,72.53934841962455,power_to_transport
P_12892,T_1540,36.148754346526864,power_to_transport
P_12894,T_6968,10.334954118974395,power_to_transport
P_12895,T_1063,133.48511161983888,power_to_transport
P_12897,T_5632,40.96679349726427,power_to_transport
P_12898,T_9584,126.14206293454593,power_to_transport
P_12899,T_11661,25.910174371773103,power_to_transport
P_12900,T_11615,320.8351570697306,power_to_transport
P_35128,T_20263,33.56621865507453,power_to_transport
P_12902,T_962,135.37823503892548,power_to_transport
P_12903,T_962,26.87413535741751,power_to_transport
P_12904,T_4216,327.8061115884412,power_to_transport
P_12906,T_3617,30.72752849298758,power_to_transport
P_12907,T_500,221.8221535136306,power_to_transport
P_12911,T_4081,249.89354839394315,power_to_transport
P_12913,T_7688,128.80743728995844,power_to_transport
P_12914,T_13119,74.28621127250018,power_to_transport
P_12915,T_12355,38.307718232297894,power_to_transport
P_12918,T_13212,307.3017227416099,power_to_transport
P_12924,T_14383,78.23238733271427,power_to_transport
P_12925,T_10297,249.63873942301842,power_to_transport
P_12927,T_10017,37.39879142629462,power_to_transport
P_12930,T_6734,144.23424609089992,power_to_transport
P_12932,T_15273,73.36997279189164,power_to_transport
P_12933,T_9586,91.3722654168146,power_to_transport
P_12934,T_16086,21.132339015180047,power_to_transport
P_2571,T_6575,22.55246394279776,power_to_transport
P_12937,T_2410,176.53186851550308,power_to_transport
P_12938,T_13701,32.03820202786834,power_to_transport
P_12939,T_7817,264.41784786816544,power_to_transport
P_12941,T_9939,86.11992433124485,power_to_transport
P_12944,T_6287,49.204188352350165,power_to_transport
P_12945,T_13793,38.77682041569019,power_to_transport
P_12949,T_9332,348.14187603846085,power_to_transport
P_12951,T_3999,29.995897612393513,power_to_transport
P_12952,T_11886,20.072815896373548,power_to_transport
P_12953,T_11136,133.74425318936022,power_to_transport
P_12954,T_15445,56.65858225294242,power_to_transport
P_12955,T_1483,34.27978261902858,power_to_transport
P_12956,T_7092,112.01002543261713,power_to_transport
P_12957,T_8443,30.190709582178922,power_to_transport
P_12958,T_2555,133.89321596903747,power_to_transport
P_12961,T_3458,33.314072625855864,power_to_transport
P_12962,T_10335,21.633321949173585,power_to_transport
P_12964,T_851,18.453391497071735,power_to_transport
P_12965,T_11793,67.00195109655338,power_to_transport
P_12967,T_12551,28.924681274375022,power_to_transport
P_12968,T_15966,35.074288354270884,power_to_transport
P_12970,T_4930,18.73232691805123,power_to_transport
P_12975,T_16336,130.14757572783228,power_to_transport
P_12979,T_7026,144.13510031781166,power_to_transport
P_12980,T_11070,2.820449151652604,power_to_transport
P_12981,T_14040,36.096618044732026,power_to_transport
P_12982,T_16496,46.21748401645895,power_to_transport
P_12985,T_2553,23.540934825599532,power_to_transport
P_12986,T_12363,153.66848373405878,power_to_transport
P_12987,T_2243,211.56704255784805,power_to_transport
P_12990,T_20068,324.2657416280953,power_to_transport
P_12991,T_8530,24.961041115377007,power_to_transport
P_12992,T_9664,154.98485850926184,power_to_transport
P_12995,T_7732,242.69006282471057,power_to_transport
P_12997,T_14330,44.38861665096096,power_to_transport
P_12998,T_17650,16.563741982761826,power_to_transport
P_13000,T_14070,447.3110942651268,power_to_transport
P_13001,T_9486,149.19775243156832,power_to_transport
P_13002,T_9058,117.21594850525727,power_to_transport
P_13008,T_12477,261.35189013095544,power_to_transport
P_13009,T_16759,162.22168717090275,power_to_transport
P_13010,T_163,160.23280211615432,power_to_transport
P_13011,T_14648,183.27109987525742,power_to_transport
P_13012,T_2262,266.78170105828764,power_to_transport
P_13013,T_250,207.0824222828988,power_to_transport
P_13014,T_3269,43.97940394660604,power_to_transport
P_13019,T_9167,78.53837130836716,power_to_transport
P_13020,T_10202,24.440902983965945,power_to_transport
P_13022,T_79,82.17529606410699,power_to_transport
P_13024,T_3351,254.57996329248135,power_to_transport
P_13026,T_17460,191.21581609997756,power_to_transport
P_13027,T_2587,318.4972433787977,power_to_transport
P_13028,T_10732,145.28816539887697,power_to_transport
P_13030,T_13779,18.402040956571323,power_to_transport
P_13031,T_16435,33.678688934667726,power_to_transport
P_13032,T_10671,19.154061702914063,power_to_transport
P_13033,T_4511,19.636317102202604,power_to_transport
P_13034,T_12038,329.82204550903026,power_to_transport
P_13039,T_9197,15.73229463898707,power_to_transport
P_13040,T_11950,179.53100259462354,power_to_transport
P_2592,T_2544,11.529047606532657,power_to_transport
P_13044,T_13394,114.1128924105396,power_to_transport
P_13045,T_7817,271.4326256516569,power_to_transport
P_13046,T_3744,111.85340979103098,power_to_transport
P_13047,T_3203,29.069052190976272,power_to_transport
P_13048,T_13446,153.83930601363951,power_to_transport
P_13051,T_291,38.680766256254564,power_to_transport
P_13052,T_4393,151.7124221057497,power_to_transport
P_13054,T_5254,172.9397289089228,power_to_transport
P_13056,T_9118,43.112578340589195,power_to_transport
P_13057,T_16515,99.00131763895546,power_to_transport
P_13058,T_4248,60.57556492979861,power_to_transport
P_13059,T_1292,101.27724330584134,power_to_transport
P_13062,T_3211,13.972864540243972,power_to_transport
P_13063,T_12820,24.710145621861315,power_to_transport
P_13064,T_20267,192.96515016208778,power_to_transport
P_13067,T_9099,147.2447007915966,power_to_transport
P_13068,T_6393,91.48700386061194,power_to_transport
P_13072,T_3352,26.246052996098076,power_to_transport
P_13073,T_11923,189.97388881759463,power_to_transport
P_13074,T_2220,19.566947740512102,power_to_transport
P_13076,T_17416,38.33017653085905,power_to_transport
P_13077,T_8499,149.59464791309074,power_to_transport
P_13078,T_10552,143.9987098563411,power_to_transport
P_13079,T_4838,28.1988048843556,power_to_transport
P_13082,T_12404,49.94844207179359,power_to_transport
P_13083,T_8008,147.8822641411981,power_to_transport
P_13088,T_5028,26.815667868122016,power_to_transport
P_13091,T_6142,22.56201692860422,power_to_transport
P_13092,T_15338,32.68934291534141,power_to_transport
P_13093,T_14814,32.944836247627606,power_to_transport
P_13094,T_16188,15.500945019874523,power_to_transport
P_13096,T_7047,172.70208380622233,power_to_transport
P_13097,T_5226,114.13198940501101,power_to_transport
P_13098,T_13059,28.180842931978592,power_to_transport
P_13099,T_7384,140.24044446601155,power_to_transport
P_13100,T_10373,32.87426893656393,power_to_transport
P_13102,T_6021,130.89915168927448,power_to_transport
P_13104,T_6019,18.919761139171936,power_to_transport
P_13108,T_4710,174.1224184902232,power_to_transport
P_13110,T_8061,30.88181917216733,power_to_transport
P_13111,T_11124,220.1095021564082,power_to_transport
P_13114,T_7913,271.7589685148288,power_to_transport
P_13115,T_3999,15.655783612681255,power_to_transport
P_13116,T_13061,24.472336366950977,power_to_transport
P_13119,T_9620,36.83188522467505,power_to_transport
P_13120,T_10236,156.89762864834725,power_to_transport
P_13122,T_6371,37.6107441319388,power_to_transport
P_13125,T_13601,32.98645205283861,power_to_transport
P_13126,T_5623,22.751222107609625,power_to_transport
P_13127,T_18287,178.91223631019645,power_to_transport
P_13128,T_19794,23.45871045731049,power_to_transport
P_13129,T_5113,153.66314212458306,power_to_transport
P_13131,T_2315,8.150218229590177,power_to_transport
P_13134,T_7420,28.250719161694708,power_to_transport
P_13136,T_8059,8.507262276170879,power_to_transport
P_13139,T_13170,166.74384764803364,power_to_transport
P_13140,T_10368,16.540578308468938,power_to_transport
P_13141,T_10368,27.326469802524084,power_to_transport
P_13144,T_16986,75.34700497847818,power_to_transport
P_13147,T_17099,101.30670579440269,power_to_transport
P_13148,T_10649,154.23152591086202,power_to_transport
P_13150,T_16539,443.0750342618957,power_to_transport
P_13151,T_2858,149.89994554286224,power_to_transport
P_13153,T_5613,168.42711218878614,power_to_transport
P_13154,T_3316,18.203544608929413,power_to_transport
P_13156,T_19010,24.292597725493714,power_to_transport
P_13157,T_1209,20.85964289050639,power_to_transport
P_13159,T_2784,123.3401091734314,power_to_transport
P_13160,T_13315,6.948488051662766,power_to_transport
P_13163,T_2283,22.852927570715018,power_to_transport
P_13165,T_6553,35.0225900092498,power_to_transport
P_13166,T_10352,15.50571684075657,power_to_transport
P_13169,T_3563,108.87060641346436,power_to_transport
P_13173,T_12725,47.036958587820806,power_to_transport
P_13174,T_12595,18.43770625959444,power_to_transport
P_13177,T_2383,18.06227776277676,power_to_transport
P_13178,T_6752,24.82537510345545,power_to_transport
P_13184,T_4565,34.77588455444181,power_to_transport
P_13189,T_10279,18.52864192241957,power_to_transport
P_13190,T_9339,25.387210657025705,power_to_transport
P_13191,T_9634,68.73946767611564,power_to_transport
P_13192,T_1188,48.73534808779949,power_to_transport
P_13194,T_4317,16.0521805973735,power_to_transport
P_13200,T_6447,22.731832781353166,power_to_transport
P_13202,T_1612,24.11941908745884,power_to_transport
P_13203,T_3770,218.73037761576379,power_to_transport
P_13204,T_3770,61.60305087802398,power_to_transport
P_13207,T_2674,116.4118577749299,power_to_transport
P_13209,T_5150,53.56441214994184,power_to_transport
P_13211,T_6796,128.51656827460033,power_to_transport
P_13212,T_5850,78.12734150768918,power_to_transport
P_13213,T_2306,31.93584005349212,power_to_transport
P_13214,T_2803,24.911398772136316,power_to_transport
P_13217,T_16890,263.3407400277343,power_to_transport
P_13218,T_5307,184.43981563387095,power_to_transport
P_13219,T_5524,17.014337921799143,power_to_transport
P_13222,T_1107,176.03135914054468,power_to_transport
P_13224,T_9093,17.245360267494092,power_to_transport
P_35193,T_14,130.1315855449584,power_to_transport
P_13225,T_9093,31.162214070710522,power_to_transport
P_13227,T_9472,19.68046331224529,power_to_transport
P_13228,T_10795,156.41682532344936,power_to_transport
P_13229,T_5006,175.82309576769643,power_to_transport
P_13231,T_6757,45.047025081247654,power_to_transport
P_13239,T_4393,343.3599563585439,power_to_transport
P_13240,T_14532,132.14129401350056,power_to_transport
P_13244,T_10173,181.64538947113118,power_to_transport
P_13247,T_11305,29.674888189546405,power_to_transport
P_13255,T_4219,112.84335113985512,power_to_transport
P_13262,T_3735,90.42088181908856,power_to_transport
P_13265,T_8047,54.178294556450155,power_to_transport
P_13266,T_10467,16.66402697683589,power_to_transport
P_13271,T_1525,35.81154189800806,power_to_transport
P_13276,T_6787,27.673607872760314,power_to_transport
P_13277,T_3772,56.413359127795076,power_to_transport
P_13279,T_4275,44.87028891169971,power_to_transport
P_13280,T_10069,79.95608215893759,power_to_transport
P_13281,T_11005,196.16413451272985,power_to_transport
P_13285,T_17680,22.227824137793743,power_to_transport
P_13287,T_13885,31.258292219310988,power_to_transport
P_13288,T_3892,24.861869791968505,power_to_transport
P_13291,T_15002,22.63552211402959,power_to_transport
P_13294,T_10289,42.25973983805638,power_to_transport
P_13298,T_11075,186.2794303192167,power_to_transport
P_13300,T_4935,123.49414951801671,power_to_transport
P_13301,T_4935,119.30794718999391,power_to_transport
P_13302,T_2947,152.17594520016408,power_to_transport
P_13303,T_21015,132.03554889954995,power_to_transport
P_13305,T_12853,24.54073507616132,power_to_transport
P_13306,T_3212,22.340465601096337,power_to_transport
P_13307,T_19274,68.19005665072042,power_to_transport
P_13308,T_19274,71.24815860401002,power_to_transport
P_13314,T_17228,162.6376590948222,power_to_transport
P_13315,T_17228,5.151643128069425,power_to_transport
P_13317,T_16773,132.08338329282427,power_to_transport
P_13318,T_1959,200.08780354391612,power_to_transport
P_13319,T_13213,24.98065992547849,power_to_transport
P_13320,T_13213,165.7660656857841,power_to_transport
P_13322,T_20718,37.27950521114992,power_to_transport
P_13323,T_6431,146.62749714815365,power_to_transport
P_13324,T_8886,20.84121900953183,power_to_transport
P_13327,T_13433,27.891180610617795,power_to_transport
P_13328,T_1468,30.875639326502874,power_to_transport
P_13329,T_7530,125.6739440895933,power_to_transport
P_13332,T_2868,131.75837825914292,power_to_transport
P_13334,T_10481,132.62583560749175,power_to_transport
P_13337,T_925,19.301173940496266,power_to_transport
P_13338,T_15542,52.41944072982077,power_to_transport
P_13339,T_14816,143.96076839614338,power_to_transport
P_13340,T_14530,169.58789401269348,power_to_transport
P_13346,T_12856,28.24675889245152,power_to_transport
P_13347,T_11827,162.59014722567133,power_to_transport
P_13348,T_9390,151.54153801854386,power_to_transport
P_13353,T_1363,143.39941580113802,power_to_transport
P_13355,T_13190,207.2779813363527,power_to_transport
P_13356,T_12670,18.85158114400957,power_to_transport
P_13357,T_6332,114.69586973301917,power_to_transport
P_13361,T_16717,134.4437686918637,power_to_transport
P_13363,T_5045,147.58208622990193,power_to_transport
P_13370,T_20787,318.25386881379455,power_to_transport
P_13372,T_2238,40.56061416872124,power_to_transport
P_13375,T_16552,26.965585656422185,power_to_transport
P_13376,T_929,170.0912527506901,power_to_transport
P_13377,T_6541,157.3650747275837,power_to_transport
P_13392,T_13436,165.58158472904628,power_to_transport
P_13398,T_3226,186.96969793123756,power_to_transport
P_13401,T_4071,19.637779075659036,power_to_transport
P_13402,T_4071,139.03508434764774,power_to_transport
P_13404,T_961,166.0119327383958,power_to_transport
P_13407,T_8599,34.98742081998727,power_to_transport
P_13408,T_16425,155.12067640240343,power_to_transport
P_13409,T_10269,158.88357471838899,power_to_transport
P_13410,T_3950,22.353371395649674,power_to_transport
P_13411,T_17632,107.29382603910912,power_to_transport
P_13414,T_14327,32.201216321176,power_to_transport
P_13415,T_14327,23.193578806629077,power_to_transport
P_13416,T_17696,24.01375303022501,power_to_transport
P_13417,T_17696,34.88129849043248,power_to_transport
P_13419,T_3787,65.35530124520797,power_to_transport
P_13429,T_2872,214.82319968641093,power_to_transport
P_13430,T_185,26.249243936129,power_to_transport
P_13431,T_13212,447.21193066994846,power_to_transport
P_13434,T_11039,47.77671468636163,power_to_transport
P_13435,T_10269,299.40089459267693,power_to_transport
P_13436,T_1726,77.90509607770416,power_to_transport
P_13437,T_13090,20.45362857390421,power_to_transport
P_13438,T_3947,106.10811477760048,power_to_transport
P_13439,T_9793,20.23785707116031,power_to_transport
P_13440,T_4462,46.05870615163885,power_to_transport
P_13446,T_4884,21.0122440199067,power_to_transport
P_13447,T_7046,20.619095951590392,power_to_transport
P_13451,T_10649,17.03208659617768,power_to_transport
P_13458,T_6135,21.116499760984112,power_to_transport
P_13460,T_1317,21.350547080619112,power_to_transport
P_13470,T_3628,109.98144660766287,power_to_transport
P_13472,T_6585,130.30918168650533,power_to_transport
P_13475,T_17771,22.547641196406534,power_to_transport
P_13480,T_7724,26.225040522837652,power_to_transport
P_13482,T_14558,25.6743226124225,power_to_transport
P_13487,T_13965,16.88272168743538,power_to_transport
P_13488,T_13367,221.6186957952639,power_to_transport
P_13489,T_9879,19.417548284073785,power_to_transport
P_13493,T_20038,33.424478721844395,power_to_transport
P_13494,T_20038,57.52700911216895,power_to_transport
P_13498,T_16716,46.058095389556144,power_to_transport
P_13500,T_12915,56.04534794210288,power_to_transport
P_13501,T_1687,29.72006211051818,power_to_transport
P_13502,T_13606,144.66382136706378,power_to_transport
P_13503,T_1385,58.66850505605497,power_to_transport
P_13504,T_8501,30.858431498466658,power_to_transport
P_13511,T_13275,25.176816757865954,power_to_transport
P_13517,T_7213,151.3854885154539,power_to_transport
P_13518,T_6644,25.210632406293602,power_to_transport
P_13519,T_19693,165.20455066459078,power_to_transport
P_13522,T_5253,26.130635561497957,power_to_transport
