node_id,community_id
6155,0
6156,0
4622,0
9230,0
6671,0
12304,0
9750,0
24089,0
24090,0
2585,0
15389,0
15390,0
20002,0
12323,0
33827,0
35882,0
15409,0
13363,0
31288,0
37435,0
26172,0
33342,0
36928,0
36929,0
7234,0
30274,0
22091,0
3660,0
3661,0
31313,0
36434,0
12377,0
33885,0
31327,0
36960,0
24176,0
2675,0
6772,0
29301,0
6779,0
6267,0
18559,0
26755,0
29829,0
33416,0
32909,0
32398,0
37012,0
11926,0
27291,0
3228,0
21149,0
12961,0
12450,0
25764,0
16553,0
28333,0
30384,0
37558,0
18102,0
18103,0
5303,0
17091,0
17092,0
10950,0
29384,0
34505,0
36554,0
34010,0
1245,0
1246,0
8928,0
20192,0
9954,0
19175,0
10483,0
252,0
253,0
25342,0
30462,0
32518,0
21255,0
12051,0
5911,0
5912,0
4377,0
25891,0
4389,0
31526,0
17706,0
7979,0
23853,0
32559,0
3889,0
3890,0
3891,0
1844,0
15158,0
17731,0
16196,0
36675,0
17732,0
33095,0
16713,0
30029,0
21326,0
21327,0
9043,0
29024,0
34658,0
8035,0
6501,0
30566,0
18793,0
35691,0
876,0
13677,0
31087,0
17265,0
31604,0
30070,0
27513,0
23932,0
27006,0
7038,0
18304,0
7553,0
12163,0
12676,0
6532,0
2447,0
26002,0
37267,0
18835,0
30611,0
15257,0
16796,0
1442,0
30116,0
941,0
16314,0
4027,0
12732,0
12733,0
10170,0
35776,0
36803,0
2503,0
25035,0
33743,0
9684,0
15835,0
36322,0
6126,0
16374,0
34296,0
35322,0
28671,0
2310,1
33034,1
1035,1
5899,1
15372,1
5135,1
14097,1
12306,1
17682,1
18200,1
3355,1
18716,1
16413,1
6687,1
34,1
35,1
5666,1
6437,1
6438,1
9004,1
2093,1
9260,1
1327,1
303,1
4399,1
4660,1
7989,1
23096,1
11832,1
2810,1
3645,1
5954,1
4165,1
2121,1
35147,1
1876,1
32341,1
7254,1
10069,1
9816,1
13401,1
13402,1
12891,1
12892,1
88,1
8030,1
26718,1
3936,1
19547,1
15460,1
5990,1
11879,1
36967,1
1129,1
5480,1
107,1
36460,1
21095,1
16237,1
20851,1
13939,1
28789,1
11642,1
4986,1
17019,1
23933,1
14974,1
21887,1
16254,1
641,1
16255,1
32645,1
12168,1
6797,1
399,1
8338,1
16787,1
16021,1
29851,1
21405,1
32415,1
11169,1
3494,1
21163,1
3755,1
35503,1
9136,1
14513,1
28339,1
35509,1
14774,1
33209,1
29885,1
8127,1
30912,1
15300,1
12998,1
29387,1
8399,1
10198,1
9175,1
1494,1
985,1
986,1
16599,1
14046,1
14819,1
4582,1
37607,1
22760,1
10070,1
21482,1
18152,1
27629,1
29936,1
33274,1
13555,1
15603,1
5366,1
4086,1
19446,1
2809,1
18426,1
31483,1
19710,1
16901,2
26885,2
7945,2
7946,2
14091,2
14092,2
7947,2
18959,2
10256,2
15378,2
18194,2
37140,2
20502,2
18973,2
541,2
23841,2
11555,2
14371,2
22310,2
5679,2
22067,2
8506,2
2108,2
33596,2
3137,2
18501,2
33094,2
5963,2
16726,2
10839,2
2905,2
24929,2
8804,2
2152,2
2153,2
1385,2
21102,2
25199,2
21105,2
113,2
114,2
16244,2
18804,2
3710,2
35720,2
18832,2
2960,2
22930,2
12704,2
5797,2
20911,2
688,2
36537,2
22718,2
30142,2
4288,2
23751,2
13000,2
17608,2
2252,2
7887,2
10706,2
24025,2
34267,2
20188,2
4575,2
10720,2
9702,2
12268,2
13303,2
12027,2
12028,2
24829,2
25343,2
4103,3
14345,3
14346,3
12,3
19984,3
29211,3
15903,3
17440,3
34336,3
12835,3
12836,3
35877,3
36387,3
16931,3
4651,3
14900,3
4160,3
9281,3
14916,3
19013,3
21062,3
25157,3
8265,3
34378,3
14411,3
7246,3
7247,3
19022,3
19542,3
26199,3
26200,3
3160,3
28250,3
28251,3
3161,3
33884,3
12382,3
33375,3
33376,3
18017,3
29793,3
8291,3
37471,3
9315,3
32870,3
9319,3
10343,3
33902,3
6767,3
7283,3
19572,3
17023,3
8837,3
10378,3
14479,3
20112,3
11921,3
31891,3
25237,3
17558,3
36503,3
32409,3
8864,3
686,3
6322,3
12466,3
37044,3
31417,3
37562,3
31930,3
14526,3
32447,3
12992,3
37057,3
4289,3
1734,3
25288,3
17103,3
25812,3
32980,3
15580,3
18654,3
18655,3
744,3
745,3
23785,3
23787,3
26348,3
31979,3
31982,3
19183,3
19184,3
2797,3
14576,3
26865,3
21236,3
37617,3
6902,3
37625,3
19708,3
768,3
8962,3
29955,3
4356,3
4357,3
16141,3
19214,3
19215,3
21776,3
1811,3
3348,3
15126,3
17688,3
8475,3
35612,3
19742,3
35618,3
15139,3
19235,3
27940,3
22311,3
30506,3
11052,3
15661,3
22832,3
35636,3
4405,3
21818,3
26940,3
23870,3
8516,3
18248,3
31049,3
10058,3
30026,3
17740,3
14158,3
5465,3
5466,3
36189,3
10592,3
10081,3
20325,3
34155,3
14700,3
32110,3
34671,3
19310,3
31094,3
34679,3
18298,3
4988,3
3453,3
21378,3
4997,3
12677,3
12678,3
33163,3
5005,3
37264,3
19856,3
21910,3
5014,3
1432,3
1433,3
15768,3
15769,3
13212,3
11677,3
18331,3
23967,3
932,3
26022,3
422,3
12711,3
20905,3
426,3
427,3
24489,3
18857,3
9138,3
9139,3
24500,3
1974,3
1975,3
27063,3
6583,3
26044,3
15807,3
960,3
36801,3
13255,3
1479,3
22986,3
975,3
34255,3
18390,3
36315,3
23517,3
13281,3
11747,3
19945,3
19946,3
34392,3
5105,3
27635,3
10740,3
8180,3
6134,3
8181,3
36340,3
37370,3
24060,3
14850,4
5123,4
15876,4
15366,4
3593,4
3594,4
12809,4
4110,4
15379,4
35861,4
9753,4
37402,4
17437,4
24605,4
20512,4
12833,4
2087,4
11305,4
12847,4
1084,4
60,4
31810,4
23619,4
3148,4
20046,4
4702,4
4703,4
8798,4
5217,4
25188,4
17509,4
10342,4
21096,4
23660,4
1133,4
11374,4
11375,4
11376,4
7792,4
5746,4
4206,4
3192,4
32891,4
25212,4
125,4
17539,4
18566,4
18567,4
34952,4
23695,4
13977,4
21150,4
7842,4
1196,4
9390,4
2229,4
4280,4
4282,4
7867,4
1210,4
1728,4
3779,4
6340,4
7889,4
4821,4
34007,4
12503,4
18647,4
19681,4
8933,4
7910,4
7678,4
8424,4
12016,4
18682,4
5883,4
17148,4
24319,4
1797,4
12550,4
13067,4
785,4
35092,4
19738,4
15132,4
16669,4
4896,4
5925,4
22823,4
11048,4
9514,4
21803,4
31023,4
12599,4
2359,4
5945,4
11070,4
20798,4
9024,4
4931,4
6980,4
9029,4
12624,4
9553,4
25430,4
27479,4
11609,4
7523,4
21860,4
13160,4
15721,4
4971,4
18795,4
365,4
16242,4
24441,4
3962,4
22908,4
17276,4
9086,4
13695,4
17282,4
9606,4
9607,4
16263,4
16264,4
4487,4
21897,4
11145,4
398,4
5006,4
407,4
1431,4
24473,4
25495,4
9628,4
9630,4
933,4
14247,4
9643,4
15787,4
3502,4
4015,4
10674,4
5558,4
5559,4
26552,4
7097,4
12730,4
28604,4
35265,4
11205,4
11206,4
25543,4
36297,4
16330,4
20938,4
30670,4
8657,4
10707,4
10196,4
7649,4
20453,4
15847,4
9706,4
3062,4
21494,4
34811,4
4093,4
4094,4
36356,5
9733,5
13062,5
26888,5
37130,5
26894,5
15631,5
26127,5
23056,5
11278,5
7441,5
7442,5
6418,5
9238,5
14871,5
1814,5
7959,5
5656,5
5657,5
18205,5
28192,5
25635,5
4901,5
35114,5
28202,5
29740,5
13868,5
9272,5
9273,5
24379,5
20286,5
25922,5
25923,5
10051,5
30027,5
28492,5
856,5
28511,5
866,5
29028,5
875,5
21100,5
22891,5
22892,5
23151,5
23152,5
30580,5
18294,5
8314,5
8316,5
8317,5
22141,5
35711,5
2689,5
30338,5
13306,5
17031,5
20619,5
10892,5
30606,5
28047,5
33681,5
33178,5
22173,5
37285,5
29864,5
17834,5
32426,5
11435,5
29868,5
33199,5
9137,5
11185,5
15281,5
13751,5
18104,5
16061,5
25025,5
8901,5
15818,5
2766,5
24276,5
5845,5
21722,5
224,5
737,5
31463,5
9195,5
4843,5
28922,5
25852,5
23552,6
31232,6
27659,6
26124,6
20492,6
16,6
25621,6
14358,6
14360,6
13338,6
539,6
9244,6
542,6
23587,6
17443,6
20519,6
12841,6
7215,6
52,6
15929,6
11837,6
20542,6
13376,6
20035,6
14915,6
77,6
78,6
11347,6
9811,6
2135,6
15451,6
25692,6
8290,6
11362,6
2660,6
17005,6
8301,6
3182,6
22126,6
12911,6
35955,6
3191,6
19064,6
13949,6
19072,6
23171,6
1170,6
10387,6
8854,6
20633,6
10404,6
10405,6
23208,6
11948,6
21680,6
4787,6
12469,6
3766,6
16062,6
11458,6
4804,6
19147,6
18641,6
20178,6
1751,6
6874,6
219,6
1757,6
19170,6
26339,6
31974,6
15591,6
5368,6
8447,6
2303,6
4868,6
17158,6
1286,6
20745,6
27913,6
23316,6
23317,6
10012,6
10013,6
11550,6
286,6
12065,6
19745,6
29478,6
12583,6
28968,6
4396,6
18222,6
820,6
4408,6
4924,6
27132,6
13120,6
10562,6
22852,6
1862,6
3915,6
3916,6
11595,6
4430,6
9039,6
1875,6
347,6
5468,6
12637,6
3424,6
16229,6
16743,6
2410,6
5482,6
25452,6
1902,6
16750,6
24432,6
14201,6
7034,6
7551,6
2431,6
7552,6
26497,6
31621,6
19846,6
19847,6
17288,6
15756,6
15757,6
10640,6
29073,6
1944,6
32157,6
2973,6
4002,6
24482,6
23973,6
23974,6
26028,6
12208,6
7090,6
15284,6
10172,6
21952,6
15816,6
460,6
32717,6
13262,6
10704,6
36821,6
15831,6
26072,6
4058,6
27614,6
27615,6
11743,6
5601,6
11744,6
20455,6
7144,6
18413,6
16366,6
1519,6
31727,6
6133,6
14326,6
33788,6
33794,7
22026,7
30731,7
11790,7
7184,7
34321,7
14868,7
6683,7
2591,7
5154,7
6692,7
8745,7
28219,7
5181,7
31809,7
13897,7
2634,7
5708,7
6221,7
12882,7
37466,7
31842,7
31332,7
27748,7
37481,7
21104,7
12918,7
13431,7
3705,7
33914,7
3708,7
15998,7
34436,7
1160,7
4234,7
20113,7
2707,7
32410,7
25755,7
19099,7
35485,7
33435,7
16545,7
6309,7
3244,7
37037,7
9394,7
14003,7
3765,7
15029,7
17589,7
2742,7
27847,7
36042,7
9421,7
37079,7
27352,7
30425,7
14044,7
8925,7
22749,7
22750,7
25314,7
10475,7
36591,7
3824,7
3825,7
755,7
6389,7
8954,7
3326,7
15108,7
9477,7
29444,7
9478,7
31000,7
31514,7
30492,7
9509,7
20263,7
30505,7
26932,7
37175,7
2365,7
29503,7
16192,7
7499,7
7500,7
35671,7
5977,7
5978,7
30563,7
35683,7
26989,7
3439,7
24950,7
6519,7
33144,7
27003,7
11644,7
17277,7
17798,7
6028,7
19854,7
7060,7
7576,7
7577,7
27545,7
4524,7
25519,7
17853,7
17854,7
4553,7
14809,7
14810,7
21469,7
23518,7
16865,7
33253,7
17390,7
18420,7
27125,7
14839,7
7160,7
7673,7
6651,7
6652,7
33791,7
34817,8
34311,8
2059,8
