Source,Target,Weight
8203.0,1657.0,1.0
8203.0,4660.0,1.0
8203.0,8204.0,1.0
8203.0,13394.0,1.0
8204.0,4661.0,1.0
8204.0,7966.0,1.0
8204.0,9149.0,1.0
16396.0,10820.0,1.0
16396.0,11108.0,1.0
16396.0,12104.0,1.0
16396.0,12551.0,1.0
8215.0,5453.0,1.0
8215.0,8216.0,1.0
8215.0,10597.0,1.0
8216.0,1983.0,1.0
8216.0,5007.0,1.0
8216.0,8255.0,1.0
8217.0,4841.0,1.0
8217.0,5657.0,1.0
8217.0,9803.0,1.0
8217.0,9142.0,1.0
16413.0,859.0,1.0
16413.0,3533.0,1.0
16413.0,11187.0,1.0
16416.0,4339.0,1.0
16416.0,4569.0,1.0
16416.0,8487.0,1.0
16416.0,8510.0,1.0
16416.0,14739.0,1.0
16419.0,1398.0,1.0
16419.0,2271.0,1.0
16419.0,7356.0,1.0
16419.0,12894.0,1.0
8233.0,1116.0,1.0
8233.0,16985.0,1.0
16426.0,3192.0,1.0
16426.0,3317.0,1.0
16426.0,8693.0,1.0
16427.0,5992.0,1.0
16427.0,7684.0,1.0
16427.0,10140.0,1.0
46.0,47.0,1.0
46.0,8244.0,1.0
46.0,12730.0,1.0
46.0,11474.0,1.0
47.0,3469.0,1.0
47.0,10188.0,1.0
47.0,11740.0,1.0
48.0,49.0,1.0
48.0,2947.0,1.0
48.0,5455.0,1.0
49.0,11348.0,1.0
49.0,5837.0,1.0
16434.0,3349.0,1.0
16434.0,10387.0,1.0
8242.0,5822.0,1.0
8242.0,9908.0,1.0
8242.0,16985.0,1.0
8244.0,1734.0,1.0
8244.0,7773.0,1.0
16435.0,997.0,1.0
16435.0,9856.0,1.0
16435.0,17960.0,1.0
8245.0,5190.0,1.0
8245.0,7009.0,1.0
8245.0,10055.0,1.0
16444.0,1697.0,1.0
16444.0,11224.0,1.0
16444.0,13504.0,1.0
16444.0,16445.0,1.0
16445.0,7636.0,1.0
16445.0,7660.0,1.0
16445.0,14258.0,1.0
8254.0,1983.0,1.0
8254.0,2726.0,1.0
8254.0,8255.0,1.0
8254.0,10942.0,1.0
8255.0,5008.0,1.0
8255.0,9401.0,1.0
16449.0,9994.0,1.0
16449.0,14230.0,1.0
16449.0,17850.0,1.0
16454.0,6025.0,1.0
16454.0,11798.0,1.0
16454.0,11833.0,1.0
8271.0,6398.0,1.0
16467.0,8614.0,1.0
16467.0,10141.0,1.0
16467.0,13885.0,1.0
16467.0,16924.0,1.0
16468.0,1639.0,1.0
16468.0,3687.0,1.0
16468.0,6804.0,1.0
16468.0,7012.0,1.0
16481.0,2723.0,1.0
16481.0,11083.0,1.0
16481.0,11798.0,1.0
8296.0,2584.0,1.0
8296.0,4287.0,1.0
8296.0,8090.0,1.0
16492.0,7318.0,1.0
16492.0,9686.0,1.0
16492.0,11555.0,1.0
16492.0,16675.0,1.0
16494.0,3858.0,1.0
16494.0,11166.0,1.0
16494.0,11828.0,1.0
16497.0,1065.0,1.0
