num_nodes_removed,actually_removed,num_components,num_communities,num_nontrivial_communities,modularity,component_sizes_json,community_sizes_json
10,"[6149, 1942, 2373, 3588, 8801, 12899, 16606, 18063, 19080, 296]",4,68,65,0.9545521367758656,"[21184, 1, 1, 1]","[655, 631, 628, 596, 569, 551, 517, 512, 505, 498, 457, 429, 411, 407, 406, 404, 404, 401, 397, 395, 393, 392, 387, 387, 387, 370, 370, 366, 352, 344, 334, 326, 324, 318, 316, 305, 305, 298, 291, 279, 276, 269, 268, 266, 246, 219, 219, 213, 194, 192, 185, 184, 182, 182, 157, 153, 147, 146, 141, 139, 133, 131, 125, 113, 87, 1, 1, 1]"
