num_nodes_removed,actually_removed,num_components,num_communities,num_nontrivial_communities,modularity,component_sizes_json,community_sizes_json
1,[15619],1,61,61,0.954394133653126,[21196],"[815, 637, 614, 598, 590, 576, 562, 511, 493, 459, 454, 443, 440, 429, 410, 407, 403, 401, 392, 384, 378, 371, 371, 366, 362, 358, 351, 350, 349, 348, 346, 343, 342, 339, 334, 333, 323, 314, 307, 300, 279, 279, 278, 266, 264, 257, 242, 238, 235, 234, 217, 214, 211, 203, 188, 154, 135, 135, 131, 87, 46]"
