num_nodes_removed,actually_removed,num_components,num_communities,num_nontrivial_communities,modularity,component_sizes_json,community_sizes_json
10,"[15619, 15886, 15634, 17297, 15673, 15672, 15861, 15618, 19574, 15853]",1,61,61,0.9546775521153107,[21187],"[647, 631, 624, 608, 601, 591, 552, 549, 541, 529, 508, 499, 473, 472, 449, 446, 433, 426, 422, 415, 415, 411, 396, 391, 385, 385, 365, 342, 335, 335, 334, 328, 326, 321, 306, 299, 297, 295, 283, 278, 274, 271, 259, 256, 253, 242, 238, 212, 209, 198, 198, 192, 183, 166, 147, 137, 132, 108, 104, 87, 78]"
