Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
16756.0,1273446.17182879,242840.059052706,3.0,222934938.11632985
17072.0,1272295.32376361,233460.752995104,4.0,213137666.4795832
16777.0,1271710.75768301,230180.395743743,4.0,191401629.1061377
18629.0,1273636.61144499,246714.367920682,3.0,188632140.9894287
16818.0,1271699.98309101,229532.444959089,3.0,187682688.8417834
16817.0,1271412.28843471,224797.240794241,3.0,185521286.92798877
17043.0,1271917.62731522,223858.96188128003,3.0,180554488.39220288
16752.0,1274038.1873814,251126.435893193,3.0,166162670.05592364
17035.0,1273526.37349288,217714.443282977,3.0,154953354.66355923
21277.0,1271973.79358728,258235.828156471,3.0,153528848.97381052
17075.0,1273621.15704498,213937.360975116,3.0,140858763.3932447
18852.0,1273415.55608477,218651.515923947,3.0,138160009.107797
18849.0,1273306.78955665,210362.367115453,3.0,135330617.53154302
18848.0,1274090.92677346,204923.192645878,3.0,134977717.279474
18634.0,1272172.94539548,223504.507160917,3.0,123499455.42391407
21283.0,1271941.69617926,259845.556542128,3.0,122637660.3887316
16492.0,1271937.76638725,261199.729663506,3.0,85426302.86259516
21292.0,1273397.08664474,266197.222980633,3.0,81024451.95106874
16493.0,1272609.32901193,263874.164290249,3.0,80545677.06188391
22305.0,1274515.72645389,203705.94112463304,3.0,75821835.60254376
18628.0,1272459.33720379,223036.488792434,3.0,70528400.372631
16815.0,1273434.06194077,218040.82849931705,3.0,70239904.62422466
18847.0,1273693.51749304,214941.847824141,3.0,69245998.43873453
21297.0,1273467.08158882,269836.280648351,3.0,65143791.69004026
21236.0,1274978.40434237,203928.721220866,3.0,62100346.49349102
16762.0,1277284.74258472,201184.30048205,3.0,60563033.82731096
16761.0,1282172.09241372,189391.216501981,2.0,59398804.85325595
21342.0,1282528.9069421,188679.619829252,3.0,59369609.89941321
21353.0,1275273.27250266,203663.060996592,3.0,58449472.354977965
6331.0,1273852.2747412,243385.611437276,5.0,56730581.31046109
15306.0,1270475.28964975,202357.04454726,6.0,52635769.33686763
19381.0,1282614.39532618,188507.533557072,4.0,52190879.454067096
21218.0,1269775.46820903,220748.161622092,3.0,51773133.06230347
12338.0,1273838.8419732002,242792.660524666,6.0,51707878.03714495
22153.0,1267748.75249496,230652.159904227,3.0,51705570.82345194
15344.0,1270902.70481819,202514.900227413,4.0,51147927.91716774
19385.0,1273070.2477324,272207.126282781,3.0,50414201.59470551
12807.0,1273246.92190859,203206.428996131,4.0,50388985.35066928
22099.0,1272243.49413157,274419.51034905,3.0,50375640.46929489
18839.0,1273576.22866093,214078.941711262,3.0,49738182.82459363
19928.0,1267581.75902279,212023.102349162,3.0,48125089.22582403
22561.0,1263955.76004307,212089.840397224,3.0,48124275.56371853
19017.0,1267720.40670294,230984.998816565,3.0,47262498.60339915
22097.0,1272377.7760517,277193.221967891,3.0,47046430.79528856
16274.0,1272195.62021151,278028.846288741,3.0,47009142.84925257
16502.0,1272067.39243539,260613.440830916,3.0,46995945.290005125
22337.0,1273836.12971719,242682.335276544,4.0,46308611.41226352
15000.0,1272930.27166827,203265.831428185,4.0,46269366.5885822
13665.0,1272035.39710735,202934.405635849,3.0,46054634.247084364
13182.0,1271757.36254707,202831.432067737,4.0,45914698.51126502
16503.0,1272365.16414769,263263.939137623,3.0,45764511.44261677
3946.0,1271479.27390678,202728.438531637,4.0,45561992.01037853
2163.0,1271200.93848249,202625.354371533,4.0,45487234.55129218
21249.0,1269021.56619225,212100.265549228,3.0,45053750.50816095
21210.0,1270760.73989004,212069.573005199,3.0,44870676.89290394
17513.0,1268472.6552157,212111.670733243,3.0,44507506.57747393
16849.0,1259750.39248677,234490.785764158,3.0,43926311.235819936
19827.0,1273348.80293269,211293.330188408,3.0,43639465.45901715
21282.0,1273483.21413283,266128.928836554,3.0,43592851.4820693
14754.0,1259539.97757456,209927.156683013,6.0,42422380.88857658
19386.0,1273223.43442057,271325.87085788,4.0,42063855.578345045
3053.0,1263246.00887434,230339.627039909,3.0,41383584.11249496
21394.0,1284358.54899196,185570.51185806104,3.0,41280057.532773085
16744.0,1285613.68032125,180314.659180686,3.0,40798808.96984211
21204.0,1273008.84267634,211889.522509024,3.0,40772901.283456266
21350.0,1285213.16704084,184391.735344857,2.0,40740290.16376409
16753.0,1285465.7550731,184064.681520522,2.0,40709821.5026822
16774.0,1271688.14981098,215076.370832279,5.0,40539171.41882155
20846.0,1279173.85100266,212063.177357197,4.0,40514396.06479821
21193.0,1271682.85777898,214822.32308802,2.0,39784827.46236167
21551.0,1273750.58725311,214145.336271331,2.0,39745764.10071847
21663.0,1278201.28146566,214364.086159557,2.0,39707309.08861669
21203.0,1272172.5162755,211963.895117089,3.0,39051541.54065103
19922.0,1262718.87837781,212214.028429344,3.0,38310375.89612947
9372.0,1275674.20843907,241847.44324369705,5.0,37967547.95970824
22724.0,1274829.7760542,242386.836204246,4.0,37947415.06307975
16561.0,1265184.87934034,228099.949405611,4.0,37933090.76159684
16209.0,1284979.5936646,177333.777001634,3.0,37866149.40074642
22335.0,1275399.66168679,242148.114284009,2.0,37849360.022268906
22560.0,1260541.40272757,211952.762893081,2.0,37807487.326932535
20777.0,1277597.99525705,240887.260458708,4.0,37761844.36581072
17388.0,1264600.98877974,228736.698142275,2.0,37642041.94391414
10507.0,1275885.72863129,241688.877995536,5.0,37547113.41466534
20641.0,1278118.57919358,241580.53860342497,5.0,36748515.818438925
17832.0,1278900.48479438,246480.058672443,6.0,36462343.67546757
22131.0,1278554.99007402,244254.814766154,4.0,36159679.13420101
22795.0,1278526.17906599,243504.936685398,3.0,36071985.74048279
20685.0,1273567.85733292,269685.043080196,3.0,35961837.19324969
18771.0,1283294.96614288,188653.16478923,6.0,34317599.18003128
16850.0,1253327.84233619,251583.182005659,3.0,34162747.19500581
17036.0,1273453.34245279,218745.914964035,3.0,33886620.14190286
17495.0,1269809.90155306,195802.579964548,4.0,33826893.73791675
21374.0,1269592.66084884,197632.725246415,3.0,33376272.567114044
19586.0,1272241.19326755,279324.419474065,4.0,33078149.300791364
15712.0,1271936.81822725,279337.482770085,3.0,32940649.28173124
17272.0,1271104.27953839,279366.124114111,4.0,32929291.91939919
21361.0,1267876.91428709,231434.209185034,3.0,32343228.009573005
21278.0,1272185.3479555,260047.088318333,3.0,32164726.610913925
21238.0,1269186.43627243,200521.833025381,3.0,31797137.28380969
22162.0,1267351.21982256,231452.264609054,3.0,31628376.195966367
16750.0,1273601.19749296,247519.946033508,3.0,31563449.97665748
21376.0,1269799.52561706,201757.426690638,3.0,31524635.2025014
21375.0,1269791.67064105,201718.203010604,2.0,31470807.275019675
21348.0,1269737.08574499,201408.023810282,2.0,31439555.46099409
21349.0,1269586.58443284,199689.148992524,3.0,31414894.89177896
16614.0,1267639.13822284,230571.670560151,4.0,31268905.4364437
18280.0,1267757.45879896,200758.012673616,5.0,31007012.66024514
17805.0,1280116.48658763,245793.142063737,4.0,30962068.212224662
17543.0,1267636.57982284,230146.092639714,4.0,30815378.969707597
22161.0,1267031.08100623,231470.320353076,4.0,30716081.106607053
14016.0,1266678.69393386,229743.841823295,4.0,30173009.3074118
16548.0,1266301.37150148,229327.33967886903,5.0,30104601.92124649
9759.0,1266708.9199179,231501.908513099,4.0,30036565.401780427
18270.0,1266065.30474924,231516.650913119,3.0,29899534.153827585
22307.0,1281671.94118121,244657.667950571,4.0,29851237.857976392
17096.0,1268679.23812792,212664.367757812,4.0,29678514.889897425
10500.0,1266192.46065336,229207.598494753,4.0,29672798.431569666
22214.0,1281045.22815657,244839.556078762,2.0,29612363.4328758
17840.0,1265975.94666915,228969.527070507,4.0,29579987.77301048
18389.0,1269662.51896092,202164.971139058,4.0,29564055.470804963
5034.0,1265758.94474892,228731.106974259,4.0,29492993.481810324
6604.0,1272283.6429956,260074.656830356,4.0,29427538.09786967
16732.0,1279146.99410664,210002.131979078,4.0,29399081.824578457
13704.0,1265542.3179327,228492.659614027,4.0,29376812.940495685
16562.0,1265325.78487648,228254.286429778,4.0,29357748.66687312
16768.0,1276216.22405563,202457.75270736203,3.0,29313950.572188474
19506.0,1269711.68849696,220141.07790947,3.0,29005709.397185024
19226.0,1268715.33387195,217401.003346667,2.0,28864990.79130312
17171.0,1268720.87287995,215134.943184346,2.0,28852696.995732836
22282.0,1285754.9684494,173842.881446064,5.0,28726417.53383586
22563.0,1267654.71889487,212089.369933218,3.0,28702405.87152764
22137.0,1282073.90233363,189396.354293987,3.0,28657523.752718523
16769.0,1280127.08729163,194658.490043372,2.0,28555341.236249547
22136.0,1280209.39621972,194165.128186867,2.0,28525147.555153515
16713.0,1273285.45861262,271901.856906474,3.0,28503637.896955844
22100.0,1272289.02622761,275076.756045729,3.0,28468350.124852005
1272.0,1270438.87633771,279376.068370119,3.0,28431212.633355767
22704.0,1282235.94495779,245006.444526926,3.0,28284660.865977637
19925.0,1264350.02794747,212057.910029188,3.0,28251739.372267395
16934.0,1279648.22930714,208740.305097789,4.0,27946002.705947954
20629.0,1276445.15339987,287045.100569978,4.0,27688313.96861625
20632.0,1276105.80959152,287145.755866081,3.0,27672818.89932756
21340.0,1273453.6794128,271318.396809876,2.0,27305347.403862923
15293.0,1273413.91403677,271485.569354042,3.0,27270232.86467268
16214.0,1272274.97701159,278417.284177139,3.0,27100440.10740998
17078.0,1273607.10462895,248140.42245014,4.0,27080857.361638512
6381.0,1265743.6383809,231524.013473123,4.0,27027280.078776903
22363.0,1271842.34008315,188277.422132835,3.0,26853921.780453805
17491.0,1269901.82756916,194709.817723423,3.0,26521043.736591317
21328.0,1271025.51365031,191085.607479721,2.0,26485662.96904932
19667.0,1269797.96030505,219738.912341058,5.0,26466173.945150528
17548.0,1270100.03320137,219699.196565017,4.0,26403527.31810263
16215.0,1273050.19333239,280322.560851097,3.0,25979501.564062204
3446.0,1270138.6479854,279380.951890126,4.0,25543485.553999487
16935.0,1279950.99775545,207988.801353022,4.0,25523293.930087104
18685.0,1269774.70968103,279386.997138143,4.0,25469719.88952429
18499.0,1268795.13656002,279402.071890146,6.0,25373878.591090787
16496.0,1274039.1651094,220345.059733674,4.0,25249374.88305493
16462.0,1280272.55813979,207199.799944222,4.0,25048889.455044556
15157.0,1272276.6591236,259412.171901688,4.0,25034829.977479342
8628.0,1266517.0587337,199338.380288169,3.0,24856246.139029197
16497.0,1275585.36114298,219632.918164954,3.0,24721426.72220157
21219.0,1274876.99871026,285179.943192065,3.0,24632592.984658383
22303.0,1273343.40498069,271322.434185877,2.0,24579684.075641222
